Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[325:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,gtwiz_reset_all_int,gtwiz_reset_rx_done_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtpowergood_int[3:0],rx8b10ben_int[3:0],rxlpmen_int[3:0],rxcommadeten_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],tx8b10ben_int[3:0],txpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
85,85,0,8446bc3c,0083ffc03ffffffea08449bc3c8449bc3c8449bc3c8449bc3c8446bc3c8446bc3c0181aab38446bc3c,0181aab3,8446bc3c,8446bc3c,8449bc3c,8449bc3c,8449bc3c,8449bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
86,86,0,8447bc3c,0083ffc03ffffffea0844abc3c844abc3c844abc3c844abc3c8447bc3c8447bc3c0181aabc8447bc3c,0181aabc,8447bc3c,8447bc3c,844abc3c,844abc3c,844abc3c,844abc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
87,87,0,8448bc3c,0083ffc03fffffffb0844bbc3c844bbc3c844bbc3c844bbc3c8448bc3c8448bc3c0181aab38448bc3c,0181aab3,8448bc3c,8448bc3c,844bbc3c,844bbc3c,844bbc3c,844bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
88,88,0,8449bc3c,0083ffc03fffffffb0844cbc3c844cbc3c844cbc3c844cbc3c8449bc3c8449bc3c4181aaa48449bc3c,4181aaa4,8449bc3c,8449bc3c,844cbc3c,844cbc3c,844cbc3c,844cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
89,89,0,844abc3c,0083ffc03ffffffeb0844dbc3c844dbc3c844dbc3c844dbc3c844abc3c844abc3c0181aab5844abc3c,0181aab5,844abc3c,844abc3c,844dbc3c,844dbc3c,844dbc3c,844dbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
90,90,0,844bbc3c,0083ffc03ffffffea0844ebc3c844ebc3c844ebc3c844ebc3c844bbc3c844bbc3c4181aaaf844bbc3c,4181aaaf,844bbc3c,844bbc3c,844ebc3c,844ebc3c,844ebc3c,844ebc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
91,91,0,844cbc3c,0083ffc03ffffffea0844fbc3c844fbc3c844fbc3c844fbc3c844cbc3c844cbc3c0181aab6844cbc3c,0181aab6,844cbc3c,844cbc3c,844fbc3c,844fbc3c,844fbc3c,844fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
92,92,0,844dbc3c,0083ffc03fffffffb08450bc3c8450bc3c8450bc3c8450bc3c844dbc3c844dbc3c4181aaa0844dbc3c,4181aaa0,844dbc3c,844dbc3c,8450bc3c,8450bc3c,8450bc3c,8450bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
93,93,0,844ebc3c,0083ffc03fffffffb08451bc3c8451bc3c8451bc3c8451bc3c844ebc3c844ebc3c0181aaa7844ebc3c,0181aaa7,844ebc3c,844ebc3c,8451bc3c,8451bc3c,8451bc3c,8451bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
94,94,0,844fbc3c,0083ffc03ffffffeb08452bc3c8452bc3c8452bc3c8452bc3c844fbc3c844fbc3c01811542844fbc3c,01811542,844fbc3c,844fbc3c,8452bc3c,8452bc3c,8452bc3c,8452bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
95,95,0,8450bc3c,0083ffc03ffffffea08453bc3c8453bc3c8453bc3c8453bc3c8450bc3c8450bc3c018115448450bc3c,01811544,8450bc3c,8450bc3c,8453bc3c,8453bc3c,8453bc3c,8453bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
96,96,0,8451bc3c,0083ffc03ffffffea08454bc3c8454bc3c8454bc3c8454bc3c8451bc3c8451bc3c4181aaa88451bc3c,4181aaa8,8451bc3c,8451bc3c,8454bc3c,8454bc3c,8454bc3c,8454bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
97,97,0,8452bc3c,0083ffc03fffffffb08455bc3c8455bc3c8455bc3c8455bc3c8452bc3c8452bc3c0181aab98452bc3c,0181aab9,8452bc3c,8452bc3c,8455bc3c,8455bc3c,8455bc3c,8455bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
98,98,0,8453bc3c,0083ffc03fffffffb08456bc3c8456bc3c8456bc3c8456bc3c8453bc3c8453bc3c4181aab08453bc3c,4181aab0,8453bc3c,8453bc3c,8456bc3c,8456bc3c,8456bc3c,8456bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
99,99,0,8454bc3c,0083ffc03ffffffeb08457bc3c8457bc3c8457bc3c8457bc3c8454bc3c8454bc3c0181aaba8454bc3c,0181aaba,8454bc3c,8454bc3c,8457bc3c,8457bc3c,8457bc3c,8457bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
100,100,0,8455bc3c,0083ffc03ffffffea08458bc3c8458bc3c8458bc3c8458bc3c8455bc3c8455bc3c4181aabf8455bc3c,4181aabf,8455bc3c,8455bc3c,8458bc3c,8458bc3c,8458bc3c,8458bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
101,101,0,8456bc3c,0083ffc03ffffffea08459bc3c8459bc3c8459bc3c8459bc3c8456bc3c8456bc3c0181aaab8456bc3c,0181aaab,8456bc3c,8456bc3c,8459bc3c,8459bc3c,8459bc3c,8459bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
102,102,0,8457bc3c,0083ffc03fffffffb0845abc3c845abc3c845abc3c845abc3c8457bc3c8457bc3c0181aaab8457bc3c,0181aaab,8457bc3c,8457bc3c,845abc3c,845abc3c,845abc3c,845abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
103,103,0,8458bc3c,0083ffc03fffffffb0845bbc3c845bbc3c845bbc3c845bbc3c8458bc3c8458bc3c418115008458bc3c,41811500,8458bc3c,8458bc3c,845bbc3c,845bbc3c,845bbc3c,845bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
104,104,0,8459bc3c,0083ffc03ffffffeb0845cbc3c845cbc3c845cbc3c845cbc3c8459bc3c8459bc3c4181aab88459bc3c,4181aab8,8459bc3c,8459bc3c,845cbc3c,845cbc3c,845cbc3c,845cbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
105,105,0,845abc3c,0083ffc03ffffffea0845dbc3c845dbc3c845dbc3c845dbc3c845abc3c845abc3c0181aaad845abc3c,0181aaad,845abc3c,845abc3c,845dbc3c,845dbc3c,845dbc3c,845dbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
106,106,0,845bbc3c,0083ffc03ffffffea0845ebc3c845ebc3c845ebc3c845ebc3c845bbc3c845bbc3c41811502845bbc3c,41811502,845bbc3c,845bbc3c,845ebc3c,845ebc3c,845ebc3c,845ebc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
107,107,0,845cbc3c,0083ffc03fffffffb0845fbc3c845fbc3c845fbc3c845fbc3c845cbc3c845cbc3c0181150e845cbc3c,0181150e,845cbc3c,845cbc3c,845fbc3c,845fbc3c,845fbc3c,845fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
108,108,0,845dbc3c,0083ffc03fffffffb08460bc3c8460bc3c8460bc3c8460bc3c845dbc3c845dbc3c0181aaae845dbc3c,0181aaae,845dbc3c,845dbc3c,8460bc3c,8460bc3c,8460bc3c,8460bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
109,109,0,845ebc3c,0083ffc03ffffffeb08461bc3c8461bc3c8461bc3c8461bc3c845ebc3c845ebc3c4181aa4f845ebc3c,4181aa4f,845ebc3c,845ebc3c,8461bc3c,8461bc3c,8461bc3c,8461bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
110,110,0,845fbc3c,0083ffc03ffffffea08462bc3c8462bc3c8462bc3c8462bc3c845fbc3c845fbc3c0181aaba845fbc3c,0181aaba,845fbc3c,845fbc3c,8462bc3c,8462bc3c,8462bc3c,8462bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
111,111,0,8460bc3c,0083ffc03ffffffea08463bc3c8463bc3c8463bc3c8463bc3c8460bc3c8460bc3c0181aadc8460bc3c,0181aadc,8460bc3c,8460bc3c,8463bc3c,8463bc3c,8463bc3c,8463bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
112,112,0,8461bc3c,0083ffc03fffffffb08464bc3c8464bc3c8464bc3c8464bc3c8461bc3c8461bc3c4181aad78461bc3c,4181aad7,8461bc3c,8461bc3c,8464bc3c,8464bc3c,8464bc3c,8464bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
113,113,0,8462bc3c,0083ffc03fffffffb08465bc3c8465bc3c8465bc3c8465bc3c8462bc3c8462bc3c418115298462bc3c,41811529,8462bc3c,8462bc3c,8465bc3c,8465bc3c,8465bc3c,8465bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
114,114,0,8463bc3c,0083ffc03ffffffeb08466bc3c8466bc3c8466bc3c8466bc3c8463bc3c8463bc3c4181aac18463bc3c,4181aac1,8463bc3c,8463bc3c,8466bc3c,8466bc3c,8466bc3c,8466bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
115,115,0,8464bc3c,0083ffc03ffffffea08467bc3c8467bc3c8467bc3c8467bc3c8464bc3c8464bc3c4181152a8464bc3c,4181152a,8464bc3c,8464bc3c,8467bc3c,8467bc3c,8467bc3c,8467bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
116,116,0,8465bc3c,0083ffc03fffffffa08468bc3c8468bc3c8468bc3c8468bc3c8465bc3c8465bc3c4181aac28465bc3c,4181aac2,8465bc3c,8465bc3c,8468bc3c,8468bc3c,8468bc3c,8468bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
117,117,0,8466bc3c,0083ffc03fffffffb08469bc3c8469bc3c8469bc3c8469bc3c8466bc3c8466bc3c0181aad38466bc3c,0181aad3,8466bc3c,8466bc3c,8469bc3c,8469bc3c,8469bc3c,8469bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
118,118,0,8467bc3c,0083ffc03fffffffb0846abc3c846abc3c846abc3c846abc3c8467bc3c8467bc3c0181aadc8467bc3c,0181aadc,8467bc3c,8467bc3c,846abc3c,846abc3c,846abc3c,846abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
119,119,0,8468bc3c,0083ffc03ffffffeb0846bbc3c846bbc3c846bbc3c846bbc3c8468bc3c8468bc3c4181152c8468bc3c,4181152c,8468bc3c,8468bc3c,846bbc3c,846bbc3c,846bbc3c,846bbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
120,120,0,8469bc3c,0083ffc03ffffffea0846cbc3c846cbc3c846cbc3c846cbc3c8469bc3c8469bc3c4181aac48469bc3c,4181aac4,8469bc3c,8469bc3c,846cbc3c,846cbc3c,846cbc3c,846cbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
121,121,0,846abc3c,0083ffc03fffffffa0846dbc3c846dbc3c846dbc3c846dbc3c846abc3c846abc3c0181aad5846abc3c,0181aad5,846abc3c,846abc3c,846dbc3c,846dbc3c,846dbc3c,846dbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
122,122,0,846bbc3c,0083ffc03fffffffb0846ebc3c846ebc3c846ebc3c846ebc3c846bbc3c846bbc3c4181aacf846bbc3c,4181aacf,846bbc3c,846bbc3c,846ebc3c,846ebc3c,846ebc3c,846ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
123,123,0,846cbc3c,0083ffc03fffffffb0846fbc3c846fbc3c846fbc3c846fbc3c846cbc3c846cbc3c0181aad6846cbc3c,0181aad6,846cbc3c,846cbc3c,846fbc3c,846fbc3c,846fbc3c,846fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
124,124,0,846dbc3c,0083ffc03ffffffeb08470bc3c8470bc3c8470bc3c8470bc3c846dbc3c846dbc3c4181aac0846dbc3c,4181aac0,846dbc3c,846dbc3c,8470bc3c,8470bc3c,8470bc3c,8470bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
125,125,0,846ebc3c,0083ffc03ffffffea08471bc3c8471bc3c8471bc3c8471bc3c846ebc3c846ebc3c0181aac7846ebc3c,0181aac7,846ebc3c,846ebc3c,8471bc3c,8471bc3c,8471bc3c,8471bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
126,126,0,846fbc3c,0083ffc03ffffffea08472bc3c8472bc3c8472bc3c8472bc3c846fbc3c846fbc3c0181153d846fbc3c,0181153d,846fbc3c,846fbc3c,8472bc3c,8472bc3c,8472bc3c,8472bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
127,127,0,8470bc3c,0083ffc03fffffffb08473bc3c8473bc3c8473bc3c8473bc3c8470bc3c8470bc3c0181153b8470bc3c,0181153b,8470bc3c,8470bc3c,8473bc3c,8473bc3c,8473bc3c,8473bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
128,128,0,8471bc3c,0083ffc03fffffffb08474bc3c8474bc3c8474bc3c8474bc3c8471bc3c8471bc3c418115278471bc3c,41811527,8471bc3c,8471bc3c,8474bc3c,8474bc3c,8474bc3c,8474bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
129,129,0,8472bc3c,0083ffc03ffffffeb08475bc3c8475bc3c8475bc3c8475bc3c8472bc3c8472bc3c018115208472bc3c,01811520,8472bc3c,8472bc3c,8475bc3c,8475bc3c,8475bc3c,8475bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
130,130,0,8473bc3c,0083ffc03ffffffea08476bc3c8476bc3c8476bc3c8476bc3c8473bc3c8473bc3c418115298473bc3c,41811529,8473bc3c,8473bc3c,8476bc3c,8476bc3c,8476bc3c,8476bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
131,131,0,8474bc3c,0083ffc03fffffffa08477bc3c8477bc3c8477bc3c8477bc3c8474bc3c8474bc3c0181152f8474bc3c,0181152f,8474bc3c,8474bc3c,8477bc3c,8477bc3c,8477bc3c,8477bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
132,132,0,8475bc3c,0083ffc03fffffffb08478bc3c8478bc3c8478bc3c8478bc3c8475bc3c8475bc3c4181152a8475bc3c,4181152a,8475bc3c,8475bc3c,8478bc3c,8478bc3c,8478bc3c,8478bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
133,133,0,8476bc3c,0083ffc03fffffffb08479bc3c8479bc3c8479bc3c8479bc3c8476bc3c8476bc3c018115248476bc3c,01811524,8476bc3c,8476bc3c,8479bc3c,8479bc3c,8479bc3c,8479bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
134,134,0,8477bc3c,0083ffc03ffffffeb0847abc3c847abc3c847abc3c847abc3c8477bc3c8477bc3c0181aacb8477bc3c,0181aacb,8477bc3c,8477bc3c,847abc3c,847abc3c,847abc3c,847abc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
135,135,0,8478bc3c,0083ffc03ffffffea0847bbc3c847bbc3c847bbc3c847bbc3c8478bc3c8478bc3c0181aad98478bc3c,0181aad9,8478bc3c,8478bc3c,847bbc3c,847bbc3c,847bbc3c,847bbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
136,136,0,8479bc3c,0083ffc03fffffffa0847cbc3c847cbc3c847cbc3c847cbc3c8479bc3c8479bc3c4181152c8479bc3c,4181152c,8479bc3c,8479bc3c,847cbc3c,847cbc3c,847cbc3c,847cbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
137,137,0,847abc3c,0083ffc03fffffffb0847dbc3c847dbc3c847dbc3c847dbc3c847abc3c847abc3c01811522847abc3c,01811522,847abc3c,847abc3c,847dbc3c,847dbc3c,847dbc3c,847dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
138,138,0,847bbc3c,0083ffc03fffffffb0847ebc3c847ebc3c847ebc3c847ebc3c847bbc3c847bbc3c0181aacd847bbc3c,0181aacd,847bbc3c,847bbc3c,847ebc3c,847ebc3c,847ebc3c,847ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
139,139,0,847cbc3c,0083ffc03ffffffeb0847fbc3c847fbc3c847fbc3c847fbc3c847cbc3c847cbc3c01811521847cbc3c,01811521,847cbc3c,847cbc3c,847fbc3c,847fbc3c,847fbc3c,847fbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
140,140,0,847dbc3c,0083ffc03ffffffea08480bc3c8480bc3c8480bc3c8480bc3c847dbc3c847dbc3c0181aace847dbc3c,0181aace,847dbc3c,847dbc3c,8480bc3c,8480bc3c,8480bc3c,8480bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
141,141,0,847ebc3c,0083ffc03ffffffea08481bc3c8481bc3c8481bc3c8481bc3c847ebc3c847ebc3c4181aa8f847ebc3c,4181aa8f,847ebc3c,847ebc3c,8481bc3c,8481bc3c,8481bc3c,8481bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
142,142,0,847fbc3c,0083ffc03fffffffb08482bc3c8482bc3c8482bc3c8482bc3c847fbc3c847fbc3c0181aada847fbc3c,0181aada,847fbc3c,847fbc3c,8482bc3c,8482bc3c,8482bc3c,8482bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
143,143,0,8480bc3c,0083ffc03fffffffb08483bc3c8483bc3c8483bc3c8483bc3c8480bc3c8480bc3c0181aaa38480bc3c,0181aaa3,8480bc3c,8480bc3c,8483bc3c,8483bc3c,8483bc3c,8483bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
144,144,0,8481bc3c,0083ffc03ffffffeb08484bc3c8484bc3c8484bc3c8484bc3c8481bc3c8481bc3c4181aab78481bc3c,4181aab7,8481bc3c,8481bc3c,8484bc3c,8484bc3c,8484bc3c,8484bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
145,145,0,8482bc3c,0083ffc03ffffffea08485bc3c8485bc3c8485bc3c8485bc3c8482bc3c8482bc3c0181aaa98482bc3c,0181aaa9,8482bc3c,8482bc3c,8485bc3c,8485bc3c,8485bc3c,8485bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
146,146,0,8483bc3c,0083ffc03fffffffa08486bc3c8486bc3c8486bc3c8486bc3c8483bc3c8483bc3c418115418483bc3c,41811541,8483bc3c,8483bc3c,8486bc3c,8486bc3c,8486bc3c,8486bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
147,147,0,8484bc3c,0083ffc03fffffffb08487bc3c8487bc3c8487bc3c8487bc3c8484bc3c8484bc3c418115558484bc3c,41811555,8484bc3c,8484bc3c,8487bc3c,8487bc3c,8487bc3c,8487bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
148,148,0,8485bc3c,0083ffc03fffffffb08488bc3c8488bc3c8488bc3c8488bc3c8485bc3c8485bc3c4181aab28485bc3c,4181aab2,8485bc3c,8485bc3c,8488bc3c,8488bc3c,8488bc3c,8488bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
149,149,0,8486bc3c,0083ffc03ffffffeb08489bc3c8489bc3c8489bc3c8489bc3c8486bc3c8486bc3c0181aab88486bc3c,0181aab8,8486bc3c,8486bc3c,8489bc3c,8489bc3c,8489bc3c,8489bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
150,150,0,8487bc3c,0083ffc03ffffffea0848abc3c848abc3c848abc3c848abc3c8487bc3c8487bc3c0181aaa38487bc3c,0181aaa3,8487bc3c,8487bc3c,848abc3c,848abc3c,848abc3c,848abc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
151,151,0,8488bc3c,0083ffc03fffffffa0848bbc3c848bbc3c848bbc3c848bbc3c8488bc3c8488bc3c418115538488bc3c,41811553,8488bc3c,8488bc3c,848bbc3c,848bbc3c,848bbc3c,848bbc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
152,152,0,8489bc3c,0083ffc03fffffffb0848cbc3c848cbc3c848cbc3c848cbc3c8489bc3c8489bc3c418115448489bc3c,41811544,8489bc3c,8489bc3c,848cbc3c,848cbc3c,848cbc3c,848cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
153,153,0,848abc3c,0083ffc03fffffffb0848dbc3c848dbc3c848dbc3c848dbc3c848abc3c848abc3c0181aabf848abc3c,0181aabf,848abc3c,848abc3c,848dbc3c,848dbc3c,848dbc3c,848dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
154,154,0,848bbc3c,0083ffc03ffffffeb0848ebc3c848ebc3c848ebc3c848ebc3c848bbc3c848bbc3c4181aaa5848bbc3c,4181aaa5,848bbc3c,848bbc3c,848ebc3c,848ebc3c,848ebc3c,848ebc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
155,155,0,848cbc3c,0083ffc03ffffffea0848fbc3c848fbc3c848fbc3c848fbc3c848cbc3c848cbc3c0181aab0848cbc3c,0181aab0,848cbc3c,848cbc3c,848fbc3c,848fbc3c,848fbc3c,848fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
156,156,0,848dbc3c,0083ffc03fffffffa08490bc3c8490bc3c8490bc3c8490bc3c848dbc3c848dbc3c4181aaa6848dbc3c,4181aaa6,848dbc3c,848dbc3c,8490bc3c,8490bc3c,8490bc3c,8490bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
157,157,0,848ebc3c,0083ffc03fffffffb08491bc3c8491bc3c8491bc3c8491bc3c848ebc3c848ebc3c0181aaa8848ebc3c,0181aaa8,848ebc3c,848ebc3c,8491bc3c,8491bc3c,8491bc3c,8491bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
158,158,0,848fbc3c,0083ffc03fffffffb08492bc3c8492bc3c8492bc3c8492bc3c848fbc3c848fbc3c4181aabd848fbc3c,4181aabd,848fbc3c,848fbc3c,8492bc3c,8492bc3c,8492bc3c,8492bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
159,159,0,8490bc3c,0083ffc03ffffffeb08493bc3c8493bc3c8493bc3c8493bc3c8490bc3c8490bc3c4181aabb8490bc3c,4181aabb,8490bc3c,8490bc3c,8493bc3c,8493bc3c,8493bc3c,8493bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
160,160,0,8491bc3c,0083ffc03ffffffea08494bc3c8494bc3c8494bc3c8494bc3c8491bc3c8491bc3c418115488491bc3c,41811548,8491bc3c,8491bc3c,8494bc3c,8494bc3c,8494bc3c,8494bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
161,161,0,8492bc3c,0083ffc03fffffffa08495bc3c8495bc3c8495bc3c8495bc3c8492bc3c8492bc3c018115598492bc3c,01811559,8492bc3c,8492bc3c,8495bc3c,8495bc3c,8495bc3c,8495bc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
162,162,0,8493bc3c,0083ffc03fffffffb08496bc3c8496bc3c8496bc3c8496bc3c8493bc3c8493bc3c418115508493bc3c,41811550,8493bc3c,8493bc3c,8496bc3c,8496bc3c,8496bc3c,8496bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
163,163,0,8494bc3c,0083ffc03fffffffb08497bc3c8497bc3c8497bc3c8497bc3c8494bc3c8494bc3c0181aaaf8494bc3c,0181aaaf,8494bc3c,8494bc3c,8497bc3c,8497bc3c,8497bc3c,8497bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
164,164,0,8495bc3c,0083ffc03ffffffeb08498bc3c8498bc3c8498bc3c8498bc3c8495bc3c8495bc3c4181aaaa8495bc3c,4181aaaa,8495bc3c,8495bc3c,8498bc3c,8498bc3c,8498bc3c,8498bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
165,165,0,8496bc3c,0083ffc03ffffffea08499bc3c8499bc3c8499bc3c8499bc3c8496bc3c8496bc3c0181aaa48496bc3c,0181aaa4,8496bc3c,8496bc3c,8499bc3c,8499bc3c,8499bc3c,8499bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
166,166,0,8497bc3c,0083ffc03fffffffa0849abc3c849abc3c849abc3c849abc3c8497bc3c8497bc3c4181154b8497bc3c,4181154b,8497bc3c,8497bc3c,849abc3c,849abc3c,849abc3c,849abc3c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
167,167,0,8498bc3c,0083ffc03fffffffb0849bbc3c849bbc3c849bbc3c849bbc3c8498bc3c8498bc3c418115598498bc3c,41811559,8498bc3c,8498bc3c,849bbc3c,849bbc3c,849bbc3c,849bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
168,168,0,8499bc3c,0083ffc03fffffffb0849cbc3c849cbc3c849cbc3c849cbc3c8499bc3c8499bc3c4181aaac8499bc3c,4181aaac,8499bc3c,8499bc3c,849cbc3c,849cbc3c,849cbc3c,849cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
169,169,0,849abc3c,0083ffc03ffffffeb0849dbc3c849dbc3c849dbc3c849dbc3c849abc3c849abc3c0181aaa2849abc3c,0181aaa2,849abc3c,849abc3c,849dbc3c,849dbc3c,849dbc3c,849dbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
