Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[325:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,gtwiz_reset_all_int,gtwiz_reset_rx_done_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtpowergood_int[3:0],rx8b10ben_int[3:0],rxlpmen_int[3:0],rxcommadeten_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],tx8b10ben_int[3:0],txpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,83f1bc3c,0083ffc03ffffffea083f4bc3c83f4bc3c83f4bc3c83f4bc3c83f1bc3c83f1bc3c418191d883f1bc3c,418191d8,83f1bc3c,83f1bc3c,83f4bc3c,83f4bc3c,83f4bc3c,83f4bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
1,1,0,83f2bc3c,0083ffc03ffffffea083f5bc3c83f5bc3c83f5bc3c83f5bc3c83f2bc3c83f2bc3c018191d983f2bc3c,018191d9,83f2bc3c,83f2bc3c,83f5bc3c,83f5bc3c,83f5bc3c,83f5bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
2,2,0,83f3bc3c,0083ffc03fffffffb083f6bc3c83f6bc3c83f6bc3c83f6bc3c83f3bc3c83f3bc3c4181918983f3bc3c,41819189,83f3bc3c,83f3bc3c,83f6bc3c,83f6bc3c,83f6bc3c,83f6bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
3,3,0,83f4bc3c,0083ffc03fffffffb083f7bc3c83f7bc3c83f7bc3c83f7bc3c83f4bc3c83f4bc3c018191da83f4bc3c,018191da,83f4bc3c,83f4bc3c,83f7bc3c,83f7bc3c,83f7bc3c,83f7bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
4,4,0,83f5bc3c,0083ffc03ffffffeb083f8bc3c83f8bc3c83f8bc3c83f8bc3c83f5bc3c83f5bc3c4181918a83f5bc3c,4181918a,83f5bc3c,83f5bc3c,83f8bc3c,83f8bc3c,83f8bc3c,83f8bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
5,5,0,83f6bc3c,0083ffc03ffffffea083f9bc3c83f9bc3c83f9bc3c83f9bc3c83f6bc3c83f6bc3c018191eb83f6bc3c,018191eb,83f6bc3c,83f6bc3c,83f9bc3c,83f9bc3c,83f9bc3c,83f9bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
6,6,0,83f7bc3c,0083ffc03ffffffea083fabc3c83fabc3c83fabc3c83fabc3c83f7bc3c83f7bc3c0181b16b83f7bc3c,0181b16b,83f7bc3c,83f7bc3c,83fabc3c,83fabc3c,83fabc3c,83fabc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
7,7,0,83f8bc3c,0083ffc03fffffffb083fbbc3c83fbbc3c83fbbc3c83fbbc3c83f8bc3c83f8bc3c0181b17983f8bc3c,0181b179,83f8bc3c,83f8bc3c,83fbbc3c,83fbbc3c,83fbbc3c,83fbbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
8,8,0,83f9bc3c,0083ffc03fffffffb083fcbc3c83fcbc3c83fcbc3c83fcbc3c83f9bc3c83f9bc3c4181b10c83f9bc3c,4181b10c,83f9bc3c,83f9bc3c,83fcbc3c,83fcbc3c,83fcbc3c,83fcbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
9,9,0,83fabc3c,0083ffc03ffffffeb083fdbc3c83fdbc3c83fdbc3c83fdbc3c83fabc3c83fabc3c0181b16d83fabc3c,0181b16d,83fabc3c,83fabc3c,83fdbc3c,83fdbc3c,83fdbc3c,83fdbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
10,10,0,83fbbc3c,0083ffc03ffffffea083febc3c83febc3c83febc3c83febc3c83fbbc3c83fbbc3c4181919283fbbc3c,41819192,83fbbc3c,83fbbc3c,83febc3c,83febc3c,83febc3c,83febc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
11,11,0,83fcbc3c,0083ffc03ffffffea083ffbc3c83ffbc3c83ffbc3c83ffbc3c83fcbc3c83fcbc3c0181b16e83fcbc3c,0181b16e,83fcbc3c,83fcbc3c,83ffbc3c,83ffbc3c,83ffbc3c,83ffbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
12,12,0,83fdbc3c,0083ffc03fffffffb08400bc3c8400bc3c8400bc3c8400bc3c83fdbc3c83fdbc3c0181b16e83fdbc3c,0181b16e,83fdbc3c,83fdbc3c,8400bc3c,8400bc3c,8400bc3c,8400bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
13,13,0,83febc3c,0083ffc03fffffffb08401bc3c8401bc3c8401bc3c8401bc3c83febc3c83febc3c018191f083febc3c,018191f0,83febc3c,83febc3c,8401bc3c,8401bc3c,8401bc3c,8401bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
14,14,0,83ffbc3c,0083ffc03ffffffeb08402bc3c8402bc3c8402bc3c8402bc3c83ffbc3c83ffbc3c4181918583ffbc3c,41819185,83ffbc3c,83ffbc3c,8402bc3c,8402bc3c,8402bc3c,8402bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
15,15,0,8400bc3c,0083ffc03ffffffea08403bc3c8403bc3c8403bc3c8403bc3c8400bc3c8400bc3c0181aac38400bc3c,0181aac3,8400bc3c,8400bc3c,8403bc3c,8403bc3c,8403bc3c,8403bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
16,16,0,8401bc3c,0083ffc03ffffffea08404bc3c8404bc3c8404bc3c8404bc3c8401bc3c8401bc3c4181aad78401bc3c,4181aad7,8401bc3c,8401bc3c,8404bc3c,8404bc3c,8404bc3c,8404bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
17,17,0,8402bc3c,0083ffc03fffffffb08405bc3c8405bc3c8405bc3c8405bc3c8402bc3c8402bc3c0181aac98402bc3c,0181aac9,8402bc3c,8402bc3c,8405bc3c,8405bc3c,8405bc3c,8405bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
18,18,0,8403bc3c,0083ffc03fffffffb08406bc3c8406bc3c8406bc3c8406bc3c8403bc3c8403bc3c418115218403bc3c,41811521,8403bc3c,8403bc3c,8406bc3c,8406bc3c,8406bc3c,8406bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
19,19,0,8404bc3c,0083ffc03ffffffeb08407bc3c8407bc3c8407bc3c8407bc3c8404bc3c8404bc3c0181aaca8404bc3c,0181aaca,8404bc3c,8404bc3c,8407bc3c,8407bc3c,8407bc3c,8407bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
20,20,0,8405bc3c,0083ffc03ffffffea08408bc3c8408bc3c8408bc3c8408bc3c8405bc3c8405bc3c418115228405bc3c,41811522,8405bc3c,8405bc3c,8408bc3c,8408bc3c,8408bc3c,8408bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
21,21,0,8406bc3c,0083ffc03ffffffea08409bc3c8409bc3c8409bc3c8409bc3c8406bc3c8406bc3c018115338406bc3c,01811533,8406bc3c,8406bc3c,8409bc3c,8409bc3c,8409bc3c,8409bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
22,22,0,8407bc3c,0083ffc03fffffffb0840abc3c840abc3c840abc3c840abc3c8407bc3c8407bc3c4181153c8407bc3c,4181153c,8407bc3c,8407bc3c,840abc3c,840abc3c,840abc3c,840abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
23,23,0,8408bc3c,0083ffc03fffffffb0840bbc3c840bbc3c840bbc3c840bbc3c8408bc3c8408bc3c418115338408bc3c,41811533,8408bc3c,8408bc3c,840bbc3c,840bbc3c,840bbc3c,840bbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
24,24,0,8409bc3c,0083ffc03ffffffeb0840cbc3c840cbc3c840cbc3c840cbc3c8409bc3c8409bc3c4181aad48409bc3c,4181aad4,8409bc3c,8409bc3c,840cbc3c,840cbc3c,840cbc3c,840cbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
25,25,0,840abc3c,0083ffc03ffffffea0840dbc3c840dbc3c840dbc3c840dbc3c840abc3c840abc3c0181aadf840abc3c,0181aadf,840abc3c,840abc3c,840dbc3c,840dbc3c,840dbc3c,840dbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
26,26,0,840bbc3c,0083ffc03ffffffea0840ebc3c840ebc3c840ebc3c840ebc3c840bbc3c840bbc3c4181aac5840bbc3c,4181aac5,840bbc3c,840bbc3c,840ebc3c,840ebc3c,840ebc3c,840ebc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
27,27,0,840cbc3c,0083ffc03fffffffb0840fbc3c840fbc3c840fbc3c840fbc3c840cbc3c840cbc3c0181aad0840cbc3c,0181aad0,840cbc3c,840cbc3c,840fbc3c,840fbc3c,840fbc3c,840fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
28,28,0,840dbc3c,0083ffc03fffffffb08410bc3c8410bc3c8410bc3c8410bc3c840dbc3c840dbc3c41811520840dbc3c,41811520,840dbc3c,840dbc3c,8410bc3c,8410bc3c,8410bc3c,8410bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
29,29,0,840ebc3c,0083ffc03ffffffeb08411bc3c8411bc3c8411bc3c8411bc3c840ebc3c840ebc3c01811527840ebc3c,01811527,840ebc3c,840ebc3c,8411bc3c,8411bc3c,8411bc3c,8411bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
30,30,0,840fbc3c,0083ffc03ffffffea08412bc3c8412bc3c8412bc3c8412bc3c840fbc3c840fbc3c4181aadd840fbc3c,4181aadd,840fbc3c,840fbc3c,8412bc3c,8412bc3c,8412bc3c,8412bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
31,31,0,8410bc3c,0083ffc03ffffffea08413bc3c8413bc3c8413bc3c8413bc3c8410bc3c8410bc3c4181aadb8410bc3c,4181aadb,8410bc3c,8410bc3c,8413bc3c,8413bc3c,8413bc3c,8413bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
32,32,0,8411bc3c,0083ffc03fffffffb08414bc3c8414bc3c8414bc3c8414bc3c8411bc3c8411bc3c4181aac78411bc3c,4181aac7,8411bc3c,8411bc3c,8414bc3c,8414bc3c,8414bc3c,8414bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
33,33,0,8412bc3c,0083ffc03fffffffb08415bc3c8415bc3c8415bc3c8415bc3c8412bc3c8412bc3c018115398412bc3c,01811539,8412bc3c,8412bc3c,8415bc3c,8415bc3c,8415bc3c,8415bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
34,34,0,8413bc3c,0083ffc03ffffffeb08416bc3c8416bc3c8416bc3c8416bc3c8413bc3c8413bc3c418115308413bc3c,41811530,8413bc3c,8413bc3c,8416bc3c,8416bc3c,8416bc3c,8416bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
35,35,0,8414bc3c,0083ffc03ffffffea08417bc3c8417bc3c8417bc3c8417bc3c8414bc3c8414bc3c0181153a8414bc3c,0181153a,8414bc3c,8414bc3c,8417bc3c,8417bc3c,8417bc3c,8417bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
36,36,0,8415bc3c,0083ffc03ffffffea08418bc3c8418bc3c8418bc3c8418bc3c8415bc3c8415bc3c4181153f8415bc3c,4181153f,8415bc3c,8415bc3c,8418bc3c,8418bc3c,8418bc3c,8418bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
37,37,0,8416bc3c,0083ffc03fffffffb08419bc3c8419bc3c8419bc3c8419bc3c8416bc3c8416bc3c0181152b8416bc3c,0181152b,8416bc3c,8416bc3c,8419bc3c,8419bc3c,8419bc3c,8419bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
38,38,0,8417bc3c,0083ffc03fffffffb0841abc3c841abc3c841abc3c841abc3c8417bc3c8417bc3c4181152b8417bc3c,4181152b,8417bc3c,8417bc3c,841abc3c,841abc3c,841abc3c,841abc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
39,39,0,8418bc3c,0083ffc03ffffffeb0841bbc3c841bbc3c841bbc3c841bbc3c8418bc3c8418bc3c418115398418bc3c,41811539,8418bc3c,8418bc3c,841bbc3c,841bbc3c,841bbc3c,841bbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
40,40,0,8419bc3c,0083ffc03ffffffea0841cbc3c841cbc3c841cbc3c841cbc3c8419bc3c8419bc3c4181aacc8419bc3c,4181aacc,8419bc3c,8419bc3c,841cbc3c,841cbc3c,841cbc3c,841cbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
41,41,0,841abc3c,0083ffc03ffffffea0841dbc3c841dbc3c841dbc3c841dbc3c841abc3c841abc3c0181aac2841abc3c,0181aac2,841abc3c,841abc3c,841dbc3c,841dbc3c,841dbc3c,841dbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
42,42,0,841bbc3c,0083ffc03fffffffb0841ebc3c841ebc3c841ebc3c841ebc3c841bbc3c841bbc3c0181aad2841bbc3c,0181aad2,841bbc3c,841bbc3c,841ebc3c,841ebc3c,841ebc3c,841ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
43,43,0,841cbc3c,0083ffc03fffffffb0841fbc3c841fbc3c841fbc3c841fbc3c841cbc3c841cbc3c0181152e841cbc3c,0181152e,841cbc3c,841cbc3c,841fbc3c,841fbc3c,841fbc3c,841fbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
44,44,0,841dbc3c,0083ffc03ffffffeb08420bc3c8420bc3c8420bc3c8420bc3c841dbc3c841dbc3c0181aad1841dbc3c,0181aad1,841dbc3c,841dbc3c,8420bc3c,8420bc3c,8420bc3c,8420bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
45,45,0,841ebc3c,0083ffc03ffffffea08421bc3c8421bc3c8421bc3c8421bc3c841ebc3c841ebc3c4181aab0841ebc3c,4181aab0,841ebc3c,841ebc3c,8421bc3c,8421bc3c,8421bc3c,8421bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
46,46,0,841fbc3c,0083ffc03ffffffea08422bc3c8422bc3c8422bc3c8422bc3c841fbc3c841fbc3c0181aac5841fbc3c,0181aac5,841fbc3c,841fbc3c,8422bc3c,8422bc3c,8422bc3c,8422bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
47,47,0,8420bc3c,0083ffc03fffffffb08423bc3c8423bc3c8423bc3c8423bc3c8420bc3c8420bc3c0181aa9c8420bc3c,0181aa9c,8420bc3c,8420bc3c,8423bc3c,8423bc3c,8423bc3c,8423bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
48,48,0,8421bc3c,0083ffc03fffffffb08424bc3c8424bc3c8424bc3c8424bc3c8421bc3c8421bc3c018115288421bc3c,01811528,8421bc3c,8421bc3c,8424bc3c,8424bc3c,8424bc3c,8424bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
49,49,0,8422bc3c,0083ffc03ffffffeb08425bc3c8425bc3c8425bc3c8425bc3c8422bc3c8422bc3c418115698422bc3c,41811569,8422bc3c,8422bc3c,8425bc3c,8425bc3c,8425bc3c,8425bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
50,50,0,8423bc3c,0083ffc03ffffffea08426bc3c8426bc3c8426bc3c8426bc3c8423bc3c8423bc3c4181aa918423bc3c,4181aa91,8423bc3c,8423bc3c,8426bc3c,8426bc3c,8426bc3c,8426bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
51,51,0,8424bc3c,0083ffc03ffffffea08427bc3c8427bc3c8427bc3c8427bc3c8424bc3c8424bc3c4181156a8424bc3c,4181156a,8424bc3c,8424bc3c,8427bc3c,8427bc3c,8427bc3c,8427bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
52,52,0,8425bc3c,0083ffc03fffffffb08428bc3c8428bc3c8428bc3c8428bc3c8425bc3c8425bc3c418115728425bc3c,41811572,8425bc3c,8425bc3c,8428bc3c,8428bc3c,8428bc3c,8428bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
53,53,0,8426bc3c,0083ffc03fffffffb08429bc3c8429bc3c8429bc3c8429bc3c8426bc3c8426bc3c018115788426bc3c,01811578,8426bc3c,8426bc3c,8429bc3c,8429bc3c,8429bc3c,8429bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
54,54,0,8427bc3c,0083ffc03ffffffeb0842abc3c842abc3c842abc3c842abc3c8427bc3c8427bc3c418115638427bc3c,41811563,8427bc3c,8427bc3c,842abc3c,842abc3c,842abc3c,842abc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
55,55,0,8428bc3c,0083ffc03ffffffea0842bbc3c842bbc3c842bbc3c842bbc3c8428bc3c8428bc3c0181aa988428bc3c,0181aa98,8428bc3c,8428bc3c,842bbc3c,842bbc3c,842bbc3c,842bbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
56,56,0,8429bc3c,0083ffc03ffffffea0842cbc3c842cbc3c842cbc3c842cbc3c8429bc3c8429bc3c418115748429bc3c,41811574,8429bc3c,8429bc3c,842cbc3c,842cbc3c,842cbc3c,842cbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
57,57,0,842abc3c,0083ffc03fffffffb0842dbc3c842dbc3c842dbc3c842dbc3c842abc3c842abc3c0181157f842abc3c,0181157f,842abc3c,842abc3c,842dbc3c,842dbc3c,842dbc3c,842dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
58,58,0,842bbc3c,0083ffc03fffffffb0842ebc3c842ebc3c842ebc3c842ebc3c842bbc3c842bbc3c41811565842bbc3c,41811565,842bbc3c,842bbc3c,842ebc3c,842ebc3c,842ebc3c,842ebc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
59,59,0,842cbc3c,0083ffc03ffffffeb0842fbc3c842fbc3c842fbc3c842fbc3c842cbc3c842cbc3c01811570842cbc3c,01811570,842cbc3c,842cbc3c,842fbc3c,842fbc3c,842fbc3c,842fbc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
60,60,0,842dbc3c,0083ffc03ffffffea08430bc3c8430bc3c8430bc3c8430bc3c842dbc3c842dbc3c41811566842dbc3c,41811566,842dbc3c,842dbc3c,8430bc3c,8430bc3c,8430bc3c,8430bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
61,61,0,842ebc3c,0083ffc03ffffffea08431bc3c8431bc3c8431bc3c8431bc3c842ebc3c842ebc3c01811568842ebc3c,01811568,842ebc3c,842ebc3c,8431bc3c,8431bc3c,8431bc3c,8431bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
62,62,0,842fbc3c,0083ffc03fffffffb08432bc3c8432bc3c8432bc3c8432bc3c842fbc3c842fbc3c01811522842fbc3c,01811522,842fbc3c,842fbc3c,8432bc3c,8432bc3c,8432bc3c,8432bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
63,63,0,8430bc3c,0083ffc03fffffffb08433bc3c8433bc3c8433bc3c8433bc3c8430bc3c8430bc3c4181aa3b8430bc3c,4181aa3b,8430bc3c,8430bc3c,8433bc3c,8433bc3c,8433bc3c,8433bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
64,64,0,8431bc3c,0083ffc03ffffffeb08434bc3c8434bc3c8434bc3c8434bc3c8431bc3c8431bc3c418115678431bc3c,41811567,8431bc3c,8431bc3c,8434bc3c,8434bc3c,8434bc3c,8434bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
65,65,0,8432bc3c,0083ffc03ffffffea08435bc3c8435bc3c8435bc3c8435bc3c8432bc3c8432bc3c018115608432bc3c,01811560,8432bc3c,8432bc3c,8435bc3c,8435bc3c,8435bc3c,8435bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
66,66,0,8433bc3c,0083ffc03ffffffea08436bc3c8436bc3c8436bc3c8436bc3c8433bc3c8433bc3c418115698433bc3c,41811569,8433bc3c,8433bc3c,8436bc3c,8436bc3c,8436bc3c,8436bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
67,67,0,8434bc3c,0083ffc03fffffffb08437bc3c8437bc3c8437bc3c8437bc3c8434bc3c8434bc3c0181156f8434bc3c,0181156f,8434bc3c,8434bc3c,8437bc3c,8437bc3c,8437bc3c,8437bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
68,68,0,8435bc3c,0083ffc03fffffffb08438bc3c8438bc3c8438bc3c8438bc3c8435bc3c8435bc3c4181156a8435bc3c,4181156a,8435bc3c,8435bc3c,8438bc3c,8438bc3c,8438bc3c,8438bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
69,69,0,8436bc3c,0083ffc03ffffffeb08439bc3c8439bc3c8439bc3c8439bc3c8436bc3c8436bc3c018115648436bc3c,01811564,8436bc3c,8436bc3c,8439bc3c,8439bc3c,8439bc3c,8439bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
70,70,0,8437bc3c,0083ffc03ffffffea0843abc3c843abc3c843abc3c843abc3c8437bc3c8437bc3c0181aa848437bc3c,0181aa84,8437bc3c,8437bc3c,843abc3c,843abc3c,843abc3c,843abc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
71,71,0,8438bc3c,0083ffc03ffffffea0843bbc3c843bbc3c843bbc3c843bbc3c8438bc3c8438bc3c0181aa808438bc3c,0181aa80,8438bc3c,8438bc3c,843bbc3c,843bbc3c,843bbc3c,843bbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
72,72,0,8439bc3c,0083ffc03fffffffb0843cbc3c843cbc3c843cbc3c843cbc3c8439bc3c8439bc3c4181aa8c8439bc3c,4181aa8c,8439bc3c,8439bc3c,843cbc3c,843cbc3c,843cbc3c,843cbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
73,73,0,843abc3c,0083ffc03fffffffb0843dbc3c843dbc3c843dbc3c843dbc3c843abc3c843abc3c0181aa82843abc3c,0181aa82,843abc3c,843abc3c,843dbc3c,843dbc3c,843dbc3c,843dbc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
74,74,0,843bbc3c,0083ffc03ffffffeb0843ebc3c843ebc3c843ebc3c843ebc3c843bbc3c843bbc3c41811572843bbc3c,41811572,843bbc3c,843bbc3c,843ebc3c,843ebc3c,843ebc3c,843ebc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
75,75,0,843cbc3c,0083ffc03ffffffea0843fbc3c843fbc3c843fbc3c843fbc3c843cbc3c843cbc3c0181aa81843cbc3c,0181aa81,843cbc3c,843cbc3c,843fbc3c,843fbc3c,843fbc3c,843fbc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
76,76,0,843dbc3c,0083ffc03ffffffea08440bc3c8440bc3c8440bc3c8440bc3c843dbc3c843dbc3c41811571843dbc3c,41811571,843dbc3c,843dbc3c,8440bc3c,8440bc3c,8440bc3c,8440bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
77,77,0,843ebc3c,0083ffc03fffffffb08441bc3c8441bc3c8441bc3c8441bc3c843ebc3c843ebc3c01811530843ebc3c,01811530,843ebc3c,843ebc3c,8441bc3c,8441bc3c,8441bc3c,8441bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
78,78,0,843fbc3c,0083ffc03fffffffb08442bc3c8442bc3c8442bc3c8442bc3c843fbc3c843fbc3c0181aa8f843fbc3c,0181aa8f,843fbc3c,843fbc3c,8442bc3c,8442bc3c,8442bc3c,8442bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
79,79,0,8440bc3c,0083ffc03ffffffeb08443bc3c8443bc3c8443bc3c8443bc3c8440bc3c8440bc3c0181aabc8440bc3c,0181aabc,8440bc3c,8440bc3c,8443bc3c,8443bc3c,8443bc3c,8443bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
80,80,0,8441bc3c,0083ffc03ffffffea08444bc3c8444bc3c8444bc3c8444bc3c8441bc3c8441bc3c4181aab78441bc3c,4181aab7,8441bc3c,8441bc3c,8444bc3c,8444bc3c,8444bc3c,8444bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
81,81,0,8442bc3c,0083ffc03ffffffea08445bc3c8445bc3c8445bc3c8445bc3c8442bc3c8442bc3c0181aab68442bc3c,0181aab6,8442bc3c,8442bc3c,8445bc3c,8445bc3c,8445bc3c,8445bc3c,0,0,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
82,82,0,8443bc3c,0083ffc03fffffffb08446bc3c8446bc3c8446bc3c8446bc3c8443bc3c8443bc3c4181aaa18443bc3c,4181aaa1,8443bc3c,8443bc3c,8446bc3c,8446bc3c,8446bc3c,8446bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
83,83,0,8444bc3c,0083ffc03fffffffb08447bc3c8447bc3c8447bc3c8447bc3c8444bc3c8444bc3c4181151f8444bc3c,4181151f,8444bc3c,8444bc3c,8447bc3c,8447bc3c,8447bc3c,8447bc3c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,0,0,f,f,f
84,84,0,8445bc3c,0083ffc03ffffffeb08448bc3c8448bc3c8448bc3c8448bc3c8445bc3c8445bc3c4181aaa28445bc3c,4181aaa2,8445bc3c,8445bc3c,8448bc3c,8448bc3c,8448bc3c,8448bc3c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,0,0,f,f,f
