Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[617:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int
12,12,0,bd19503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085c7503c7a38503c42e3503cbd1c503c85cd503c7a32503c42e6503cbd19503c,42e6503c,7a32503c,85cd503c,bd1c503c,42e3503c,7a38503c,85c7503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
13,13,0,bd1a503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085c5503c7a3a503c42e2503cbd1d503c85cb503c7a34503c42e5503cbd1a503c,42e5503c,7a34503c,85cb503c,bd1d503c,42e2503c,7a3a503c,85c5503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
14,14,0,bd1b503c,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085c3503c7a3c503c42e1503cbd1e503c85c9503c7a36503c42e4503cbd1b503c,42e4503c,7a36503c,85c9503c,bd1e503c,42e1503c,7a3c503c,85c3503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
15,15,0,bd1c503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085c1503c7a3e503c42e0503cbd1f503c85c7503c7a38503c42e3503cbd1c503c,42e3503c,7a38503c,85c7503c,bd1f503c,42e0503c,7a3e503c,85c1503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
16,16,0,bd1d503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085bf503c7a40503c42df503cbd20503c85c5503c7a3a503c42e2503cbd1d503c,42e2503c,7a3a503c,85c5503c,bd20503c,42df503c,7a40503c,85bf503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
17,17,0,bd1e503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085bd503c7a42503c42de503cbd21503c85c3503c7a3c503c42e1503cbd1e503c,42e1503c,7a3c503c,85c3503c,bd21503c,42de503c,7a42503c,85bd503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
18,18,0,bd1f503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085bb503c7a44503c42dd503cbd22503c85c1503c7a3e503c42e0503cbd1f503c,42e0503c,7a3e503c,85c1503c,bd22503c,42dd503c,7a44503c,85bb503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
19,19,0,bd20503c,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085b9503c7a46503c42dc503cbd23503c85bf503c7a40503c42df503cbd20503c,42df503c,7a40503c,85bf503c,bd23503c,42dc503c,7a46503c,85b9503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
20,20,0,bd21503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085b7503c7a48503c42db503cbd24503c85bd503c7a42503c42de503cbd21503c,42de503c,7a42503c,85bd503c,bd24503c,42db503c,7a48503c,85b7503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
21,21,0,bd22503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085b5503c7a4a503c42da503cbd25503c85bb503c7a44503c42dd503cbd22503c,42dd503c,7a44503c,85bb503c,bd25503c,42da503c,7a4a503c,85b5503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
22,22,0,bd23503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085b3503c7a4c503c42d9503cbd26503c85b9503c7a46503c42dc503cbd23503c,42dc503c,7a46503c,85b9503c,bd26503c,42d9503c,7a4c503c,85b3503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
23,23,0,bd24503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085b1503c7a4e503c42d8503cbd27503c85b7503c7a48503c42db503cbd24503c,42db503c,7a48503c,85b7503c,bd27503c,42d8503c,7a4e503c,85b1503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
24,24,0,bd25503c,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085af503c7a50503c42d7503cbd28503c85b5503c7a4a503c42da503cbd25503c,42da503c,7a4a503c,85b5503c,bd28503c,42d7503c,7a50503c,85af503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
25,25,0,bd26503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085ad503c7a52503c42d6503cbd29503c85b3503c7a4c503c42d9503cbd26503c,42d9503c,7a4c503c,85b3503c,bd29503c,42d6503c,7a52503c,85ad503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
26,26,0,bd27503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085ab503c7a54503c42d5503cbd2a503c85b1503c7a4e503c42d8503cbd27503c,42d8503c,7a4e503c,85b1503c,bd2a503c,42d5503c,7a54503c,85ab503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
27,27,0,bd28503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085a9503c7a56503c42d4503cbd2b503c85af503c7a50503c42d7503cbd28503c,42d7503c,7a50503c,85af503c,bd2b503c,42d4503c,7a56503c,85a9503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
28,28,0,bd29503c,3b0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085a7503c7a58503c42d3503cbd2c503c85ad503c7a52503c42d6503cbd29503c,42d6503c,7a52503c,85ad503c,bd2c503c,42d3503c,7a58503c,85a7503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
29,29,0,bd2a503c,3a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085a5503c7a5a503c42d2503cbd2d503c85ab503c7a54503c42d5503cbd2a503c,42d5503c,7a54503c,85ab503c,bd2d503c,42d2503c,7a5a503c,85a5503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
30,30,0,bd2b503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085a3503c7a5c503c42d1503cbd2e503c85a9503c7a56503c42d4503cbd2b503c,42d4503c,7a56503c,85a9503c,bd2e503c,42d1503c,7a5c503c,85a3503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
31,31,0,bd2c503c,2a0000000000000000000000000000000000000000f0f0f0f00000000000000000000000000000000000000000085a1503c7a5e503c42d0503cbd2f503c85a7503c7a58503c42d3503cbd2c503c,42d3503c,7a58503c,85a7503c,bd2f503c,42d0503c,7a5e503c,85a1503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
32,32,0,bd2d503c,3b0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000859f503c7a60503c42cf503cbd30503c85a5503c7a5a503c42d2503cbd2d503c,42d2503c,7a5a503c,85a5503c,bd30503c,42cf503c,7a60503c,859f503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
33,33,0,bd2e503c,3b0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000859d503c7a62503c42ce503cbd31503c85a3503c7a5c503c42d1503cbd2e503c,42d1503c,7a5c503c,85a3503c,bd31503c,42ce503c,7a62503c,859d503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
34,34,0,bd2f503c,3a0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000859b503c7a64503c42cd503cbd32503c85a1503c7a5e503c42d0503cbd2f503c,42d0503c,7a5e503c,85a1503c,bd32503c,42cd503c,7a64503c,859b503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
35,35,0,bd30503c,2a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008599503c7a66503c42cc503cbd33503c859f503c7a60503c42cf503cbd30503c,42cf503c,7a60503c,859f503c,bd33503c,42cc503c,7a66503c,8599503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
36,36,0,bd31503c,2a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008597503c7a68503c42cb503cbd34503c859d503c7a62503c42ce503cbd31503c,42ce503c,7a62503c,859d503c,bd34503c,42cb503c,7a68503c,8597503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
37,37,0,bd32503c,3b0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008595503c7a6a503c42ca503cbd35503c859b503c7a64503c42cd503cbd32503c,42cd503c,7a64503c,859b503c,bd35503c,42ca503c,7a6a503c,8595503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
38,38,0,bd33503c,3b0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008593503c7a6c503c42c9503cbd36503c8599503c7a66503c42cc503cbd33503c,42cc503c,7a66503c,8599503c,bd36503c,42c9503c,7a6c503c,8593503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
39,39,0,bd34503c,3a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008591503c7a6e503c42c8503cbd37503c8597503c7a68503c42cb503cbd34503c,42cb503c,7a68503c,8597503c,bd37503c,42c8503c,7a6e503c,8591503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
40,40,0,bd35503c,2a0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000858f503c7a70503c42c7503cbd38503c8595503c7a6a503c42ca503cbd35503c,42ca503c,7a6a503c,8595503c,bd38503c,42c7503c,7a70503c,858f503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
41,41,0,bd36503c,2a0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000858d503c7a72503c42c6503cbd39503c8593503c7a6c503c42c9503cbd36503c,42c9503c,7a6c503c,8593503c,bd39503c,42c6503c,7a72503c,858d503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
42,42,0,bd37503c,3b0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000858b503c7a74503c42c5503cbd3a503c8591503c7a6e503c42c8503cbd37503c,42c8503c,7a6e503c,8591503c,bd3a503c,42c5503c,7a74503c,858b503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
43,43,0,bd38503c,3b0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008589503c7a76503c42c4503cbd3b503c858f503c7a70503c42c7503cbd38503c,42c7503c,7a70503c,858f503c,bd3b503c,42c4503c,7a76503c,8589503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
44,44,0,bd39503c,3a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008587503c7a78503c42c3503cbd3c503c858d503c7a72503c42c6503cbd39503c,42c6503c,7a72503c,858d503c,bd3c503c,42c3503c,7a78503c,8587503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
45,45,0,bd3a503c,2a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008585503c7a7a503c42c2503cbd3d503c858b503c7a74503c42c5503cbd3a503c,42c5503c,7a74503c,858b503c,bd3d503c,42c2503c,7a7a503c,8585503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
46,46,0,bd3b503c,2a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008583503c7a7c503c42c1503cbd3e503c8589503c7a76503c42c4503cbd3b503c,42c4503c,7a76503c,8589503c,bd3e503c,42c1503c,7a7c503c,8583503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
47,47,0,bd3c503c,3b0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008581503c7a7e503c42c0503cbd3f503c8587503c7a78503c42c3503cbd3c503c,42c3503c,7a78503c,8587503c,bd3f503c,42c0503c,7a7e503c,8581503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
48,48,0,bd3d503c,3b0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000857f503c7a80503c42bf503cbd40503c8585503c7a7a503c42c2503cbd3d503c,42c2503c,7a7a503c,8585503c,bd40503c,42bf503c,7a80503c,857f503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
49,49,0,bd3e503c,3a0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000857d503c7a82503c42be503cbd41503c8583503c7a7c503c42c1503cbd3e503c,42c1503c,7a7c503c,8583503c,bd41503c,42be503c,7a82503c,857d503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
50,50,0,bd3f503c,2a0000000000000000000000000000000000000000f0f0f0f000000000000000000000000000000000000000000857b503c7a84503c42bd503cbd42503c8581503c7a7e503c42c0503cbd3f503c,42c0503c,7a7e503c,8581503c,bd42503c,42bd503c,7a84503c,857b503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
51,51,0,bd40503c,2a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008579503c7a86503c42bc503cbd43503c857f503c7a80503c42bf503cbd40503c,42bf503c,7a80503c,857f503c,bd43503c,42bc503c,7a86503c,8579503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
52,52,0,bd41503c,3b0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008577503c7a88503c42bb503cbd44503c857d503c7a82503c42be503cbd41503c,42be503c,7a82503c,857d503c,bd44503c,42bb503c,7a88503c,8577503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
53,53,0,bd42503c,3b0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008575503c7a8a503c42ba503cbd45503c857b503c7a84503c42bd503cbd42503c,42bd503c,7a84503c,857b503c,bd45503c,42ba503c,7a8a503c,8575503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
54,54,0,bd43503c,3a0000000000000000000000000000000000000000f0f0f0f0000000000000000000000000000000000000000008573503c7a8c503c42b9503cbd46503c8579503c7a86503c42bc503cbd43503c,42bc503c,7a86503c,8579503c,bd46503c,42b9503c,7a8c503c,8573503c,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
