Sample in Buffer,Sample in Window,TRIGGER,ila_data[969:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,gtwiz_userclk_tx_reset_int,gtwiz_userclk_tx_usrclk_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtwiz_userclk_rx_reset_int,gtwiz_userclk_rx_usrclk_int,gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,drpaddr_int[35:0],drpclk_int[3:0],drpdi_int[3:0],drpen_int[3:0],drpwe_int[3:0],eyescanreset_int[3:0],rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxrate_int[11:0],tx8b10ben_int[3:0],txdiffctrl_int[15:0],txpostcursor_int[19:0],txprecursor_int[19:0],drpdo_int[63:0],drprdy_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],hb0_rxdata_nml_ctr[39:0],ch0_rxdata_err_ctr[15:0],ch1_rxdata_err_ctr[15:0],ch2_rxdata_err_ctr[15:0],ch3_rxdata_err_ctr[15:0]
9,9,0,1cae16a5e045281bc5567972a940000000000000000000000000000000000000003c3c3c3c40000000000000000000000040000000000000007fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2beea99dd2cea99dd2cea99dd2cea99dd2c37b5b2478ded6c911bdad9236f9b8287,6f9b8287,1bdad923,8ded6c91,37b5b247,ea99dd2c,ea99dd2c,ea99dd2c,ea99dd2c,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0001,0000,0000,0000,0001,0000,0000,0000,00,00,00,00,f1,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caa5,a06f,8114,5a97,72b8
10,10,0,1cae16a5e045281c05567972a980000000000000000000000000000000000000003c3c3c3c00000000000000000000000280000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2bef143040ff143040ff143040ff143040ff54cee96fd533ba5faa6774b113f64c8,113f64c8,faa6774b,fd533ba5,f54cee96,f143040f,f143040f,f143040f,f143040f,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,000a,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caa6,a070,8114,5a97,72b8
11,11,0,1cae16a5e045281c45567972a9c0000000000000000000000000000000000000003c3c3c3c40000000000000000000000200000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be0be573440be573440be573440be5734478a182079e2860813c50c103995926ef,995926ef,3c50c103,9e286081,78a18207,0be57344,0be57344,0be57344,0be57344,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0008,0000,0000,0000,00,00,00,00,f1,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caa7,a071,8114,5a97,72b8
12,12,0,1cae16a5e045281c85567972aa00000000000000000000000000000000000000003c3c3c3cc0000000000000000000000000000000000000007fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be37b5b24737b5b24737b5b24737b5b24785f2b9a2e17cae68c2f95cd18c7d51ee,8c7d51ee,c2f95cd1,e17cae68,85f2b9a2,37b5b247,37b5b247,37b5b247,37b5b247,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0001,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f3,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caa8,a072,8114,5a97,72b8
13,13,0,1cae16a5e045281cc5567972aa40000000000000000000000000000000000000003c3c3c3ec00000000000000000000000c0000000000000007fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2bef54cee96f54cee96f54cee96f54cee961bdad923c6f6b6488ded6c91a2a42873,a2a42873,8ded6c91,c6f6b648,1bdad923,f54cee96,f54cee96,f54cee96,f54cee96,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0001,0000,0000,0000,0003,0000,0000,0000,00,00,00,00,fb,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caa9,a073,8114,5a97,72b8
14,14,0,1cae16a5e045281d05567972aa80000000000000000000000000000000000000003c3c3c3c40000000000000000000000240000000000000007fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2be78a1820778a1820778a1820778a18207faa6774bfea99dd2fd533ba56c0e682f,6c0e682f,fd533ba5,fea99dd2,faa6774b,78a18207,78a18207,78a18207,78a18207,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0001,0000,0000,0000,0009,0000,0000,0000,00,00,00,00,f1,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caaa,a074,8114,5a97,72b8
15,15,0,1cae16a5e045281d45567972aac0000000000000000000000000000000000000003c3c3c3c00000000000000000000000040000000000000003fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2be85f2b9a285f2b9a285f2b9a285f2b9a23c50c1034f1430409e286081ed6c91c1,ed6c91c1,9e286081,4f143040,3c50c103,85f2b9a2,85f2b9a2,85f2b9a2,85f2b9a2,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0001,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caab,a075,8114,5a97,72b8
16,16,0,1cae16a5e045281d85567972ab00000000000000000000000000000000000000003c3c3c3d00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2be1bdad9231bdad9231bdad9231bdad923c2f95cd170be5734e17cae6888c88bd9,88c88bd9,e17cae68,70be5734,c2f95cd1,1bdad923,1bdad923,1bdad923,1bdad923,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f4,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caac,a076,8114,5a97,72b8
17,17,0,1cae16a5e045281dc5567972ab40000000000000000000000000000000000000003c3c3c3c40000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2befaa6774bfaa6774bfaa6774bfaa6774b8ded6c91637b5b24c6f6b648a3650f77,a3650f77,c6f6b648,637b5b24,8ded6c91,faa6774b,faa6774b,faa6774b,faa6774b,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f1,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caad,a077,8114,5a97,72b8
18,18,0,1cae16a5e045281e05567972ab80000000000000000000000000000000000000003c3c3c3c40000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be3c50c1033c50c1033c50c1033c50c103fd533ba57f54cee9fea99dd27d308ff6,7d308ff6,fea99dd2,7f54cee9,fd533ba5,3c50c103,3c50c103,3c50c103,3c50c103,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f1,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caae,a078,8114,5a97,72b8
19,19,0,1cae16a5e045281e45567972abc0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2bec2f95cd1c2f95cd1c2f95cd1c2f95cd19e286081278a18204f143040a5aac79e,a5aac79e,4f143040,278a1820,9e286081,c2f95cd1,c2f95cd1,c2f95cd1,c2f95cd1,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5caaf,a079,8114,5a97,72b8
20,20,0,1cae16a5e045281e85567972ac00000000000000000000000000000000000000003c3c3c3e40000000000000000000000100000000000000023fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be8ded6c918ded6c918ded6c918ded6c91e17cae68385f2b9a70be573437ed2dcf,37ed2dcf,70be5734,385f2b9a,e17cae68,8ded6c91,8ded6c91,8ded6c91,8ded6c91,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0008,0000,0000,0000,0004,0000,0000,0000,00,00,00,00,f9,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab0,a07a,8114,5a97,72b8
21,21,0,1cae16a5e045281ec5567972ac40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000007fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2befd533ba5fd533ba5fd533ba5fd533ba5c6f6b648b1bdad92637b5b2488d7def7,88d7def7,637b5b24,b1bdad92,c6f6b648,fd533ba5,fd533ba5,fd533ba5,fd533ba5,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0001,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab1,a07b,8114,5a97,72b8
22,22,0,1cae16a5e045281f05567972ac80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2be9e2860819e2860819e2860819e286081fea99dd23faa67747f54cee915ee3797,15ee3797,7f54cee9,3faa6774,fea99dd2,9e286081,9e286081,9e286081,9e286081,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab2,a07c,8114,5a97,72b8
23,23,0,1cae16a5e045281f45567972acc0000000000000000000000000000000000000003c3c3c3e00000000000000000000000240000000000000023fc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2bee17cae68e17cae68e17cae68e17cae684f14304013c50c10278a1820a91a72b7,a91a72b7,278a1820,13c50c10,4f143040,e17cae68,e17cae68,e17cae68,e17cae68,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0008,0000,0000,0000,0009,0000,0000,0000,00,00,00,00,f8,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab3,a07d,8114,5a97,72b8
24,24,0,1cae16a5e045281f85567972ad00000000000000000000000000000000000000003c3c3c3dc00000000000000000000000c000000000000001ffc03fc0000000000000000000000000033333c003ffffc00000160b0582eb2bec6f6b648c6f6b648c6f6b648c6f6b64870be57341c2f95cd385f2b9a6714918e,6714918e,385f2b9a,1c2f95cd,70be5734,c6f6b648,c6f6b648,c6f6b648,c6f6b648,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,0,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0007,0000,0000,0000,0003,0000,0000,0000,00,00,00,00,f7,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab4,a07e,8114,5a97,72b8
25,25,0,1cae16a5e045281fc5567972ad40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2befea99dd2fea99dd2fea99dd2fea99dd2637b5b2458ded6c9b1bdad9218207f52,18207f52,b1bdad92,58ded6c9,637b5b24,fea99dd2,fea99dd2,fea99dd2,fea99dd2,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab5,a07f,8114,5a97,72b8
26,26,0,1cae16a5e045282005567972ad80000000000000000000000000000000000000003c3c3c3c00000000000000000000000280000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be4f1430404f1430404f1430404f1430407f54cee91fd533ba3faa677416ff71f6,16ff71f6,3faa6774,1fd533ba,7f54cee9,4f143040,4f143040,4f143040,4f143040,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,000a,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab6,a080,8114,5a97,72b8
27,27,0,1cae16a5e045282045567972adc0000000000000000000000000000000000000003c3c3c3d00000000000000000000000300000000000000013fc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be70be573470be573470be573470be5734278a182089e2860813c50c1090ca9293,90ca9293,13c50c10,89e28608,278a1820,70be5734,70be5734,70be5734,70be5734,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0004,0000,0000,0000,000c,0000,0000,0000,00,00,00,00,f4,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab7,a081,8114,5a97,72b8
28,28,0,1cae16a5e045282085567972ae00000000000000000000000000000000000000003c3c3c3cc00000000000000000000002c000000000000001ffc03fc0000000000000000000000000033333c003ffffc0003c160b0582eb2be637b5b24637b5b24637b5b24637b5b24385f2b9a8e17cae61c2f95cde0fd8a11,e0fd8a11,1c2f95cd,8e17cae6,385f2b9a,637b5b24,637b5b24,637b5b24,637b5b24,e,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0007,0000,0000,0000,000b,0000,0000,0000,00,00,00,00,f3,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1559e5cab8,a082,8114,5a97,72b8
