Sample in Buffer,Sample in Window,TRIGGER,ila_data[821:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],tx8b10ben_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],hb0_rxdata_nml_ctr[39:0],ch0_rxdata_err_ctr[15:0],ch1_rxdata_err_ctr[15:0],ch2_rxdata_err_ctr[15:0],ch3_rxdata_err_ctr[15:0],rxchanisaligned_int[3:0],rxchanrealign_int[3:0],rxchanbondseq_int[3:0],rxchbondi_int[19:0],rxchbondo_int[19:0]
9,9,0,0000000000003f10871087758f108414a431f3100000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffea05b2450bc5b2450bc5b2450bc5b2450bc50bc78a150bcb9a2a250bc7850bc85f2,50bc85f2,a250bc78,50bcb9a2,50bc78a1,5b2450bc,5b2450bc,5b2450bc,5b2450bc,0,0,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7cc4,c421,dd63,c421,c421,f,0,0,00000,00000
10,10,0,0000000000003f10a710a775af10a414a431f3300000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0ad9250bcad9250bcad9250bcad9250bc50bc3c5050bc5cd1d150bc3c50bcc2f9,50bcc2f9,d150bc3c,50bc5cd1,50bc3c50,ad9250bc,ad9250bc,ad9250bc,ad9250bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7ccc,c429,dd6b,c429,c429,f,0,0,00000,00000
11,11,0,0000000000003f10c710c775cf10c414a431f3500000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0966950bcd6c950bcd6c950bcd6c950bc50bc9e2850bcae686850bc9e50bce17c,50bce17c,6850bc9e,50bcae68,50bc9e28,d6c950bc,d6c950bc,d6c950bc,966950bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7cd4,c431,dd73,c431,c431,f,0,0,00000,00000
12,12,0,0000000000003f10e710e775ef10e414a431f3700000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb08e1750bc8e1750bc8e1750bc8e1750bc50bc4f1450bc57343450bc4f50bc70be,50bc70be,3450bc4f,50bc5734,50bc4f14,8e1750bc,8e1750bc,8e1750bc,8e1750bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7cdc,c439,dd7b,c439,c439,f,0,0,00000,00000
13,13,0,0000000000003f11071107760f110414a431f3900000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0470b50bc470b50bc470b50bc470b50bc50bc182050bc278a8a50bc1850bc2b9a,50bc2b9a,8a50bc18,50bc278a,50bc1820,470b50bc,470b50bc,470b50bc,470b50bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7ce4,c441,dd83,c441,c441,f,0,0,00000,00000
14,14,0,0000000000003f11231123762b112014a431f3ac0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffea0238550bc238550bc238550bc238550bc50bc0c1050bc13c5c550bc0c50bc95cd,50bc95cd,c550bc0c,50bc13c5,50bc0c10,238550bc,238550bc,238550bc,238550bc,0,0,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7ceb,c448,dd8a,c448,c448,f,0,0,00000,00000
15,15,0,0000000000003f11431143764b114014a431f3cc0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa091c250bc91c250bc91c250bc91c250bc50bc860850bc89e2e250bc8650bccae6,50bccae6,e250bc86,50bc89e2,50bc8608,91c250bc,91c250bc,91c250bc,91c250bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7cf3,c450,dd92,c450,c450,f,0,0,00000,00000
16,16,0,0000000000003f11631163766b116014a431f3ec0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa048e050bc48e150bc48e150bc48e150bc50bc430450bc44f1f150bc4350bce573,50bce573,f150bc43,50bc44f1,50bc4304,48e150bc,48e150bc,48e150bc,48e050bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7cfb,c458,dd9a,c458,c458,f,0,0,00000,00000
17,17,0,0000000000003f11831183768b118014a431f40c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0be5750bcbe5750bcbe5750bcbe5750bc50bca18250bca2787a50bca150bcf2b9,50bcf2b9,7a50bca1,50bca278,50bca182,be5750bc,be5750bc,be5750bc,be5750bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d03,c460,dda2,c460,c460,f,0,0,00000,00000
18,18,0,0000000000003f11a311a376ab11a014a431f42c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb05f2b50bc5f2b50bc5f2b50bc5f2b50bc50bc03fa50bc50c1c150bc0350bcd13c,50bcd13c,c150bc03,50bc50c1,50bc03fa,5f2b50bc,5f2b50bc,5f2b50bc,5f2b50bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d0b,c468,ddaa,c468,c468,f,0,0,00000,00000
19,19,0,0000000000003f11bf11bf76c311bc14a431f4480000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffea02f9550bc2f9550bc2f9550bc2f9550bc50bc81fd50bc28606050bc8150bc689e,50bc689e,6050bc81,50bc2860,50bc81fd,2f9550bc,2f9550bc,2f9550bc,2f9550bc,0,0,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d12,c46f,ddb0,c46f,c46f,f,0,0,00000,00000
20,20,0,0000000000003f11df11df76e311dc14a431f4680000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa017ca50bc17ca50bc17ca50bc17ca50bc50bc40fe50bc14303050bc4050bc344f,50bc344f,3050bc40,50bc1430,50bc40fe,17ca50bc,17ca50bc,17ca50bc,17ca50bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d1a,c477,ddb8,c477,c477,f,0,0,00000,00000
21,21,0,0000000000003f11ff11ff770311fc14a431f4880000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa04b4450bc0be550bc0be550bc0be550bc50bc207f50bc8a181850bc2050bc9a27,50bc9a27,1850bc20,50bc8a18,50bc207f,0be550bc,0be550bc,0be550bc,4b4450bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d22,c47f,ddc0,c47f,c47f,f,0,0,00000,00000
22,22,0,0000000000003f121f121f7723121c14a431f4a80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0b9a250bcb9a250bcb9a250bcb9a250bc50bc103f50bcc50c0e50bc1050bccd13,50bccd13,0e50bc10,50bcc50c,50bc103f,b9a250bc,b9a250bc,b9a250bc,b9a250bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d2a,c487,ddc8,c487,c487,f,0,0,00000,00000
23,23,0,0000000000003f123f123f7743123c14a431f4c80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb05cd150bc5cd150bc5cd150bc5cd150bc50bcd53350bc081f1f50bcd550bce286,50bce286,1f50bcd5,50bc081f,50bcd533,5cd150bc,5cd150bc,5cd150bc,5cd150bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d32,c48f,ddd0,c48f,c48f,f,0,0,00000,00000
24,24,0,0000000000003f125b125b775f125814a431f4e40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffea0ae6850bcae6850bcae6850bcae6850bc50bcea9950bc040f0f50bcea50bcf143,50bcf143,0f50bcea,50bc040f,50bcea99,ae6850bc,ae6850bc,ae6850bc,ae6850bc,0,0,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d39,c496,ddd7,c496,c496,f,0,0,00000,00000
25,25,0,0000000000003f127b127b777f127814a431f5040000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0573450bc573450bc573450bc573450bc50bcf54c50bc82070750bcf550bc78a1,50bc78a1,0750bcf5,50bc8207,50bcf54c,573450bc,573450bc,573450bc,573450bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d41,c49e,dddf,c49e,c49e,f,0,0,00000,00000
26,26,0,0000000000003f129b129b779f129814a431f5240000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa02f8a50bc2b9a50bc2b9a50bc2b9a50bc50bcfaa650bcc1030350bcfa50bc3c50,50bc3c50,0350bcfa,50bcc103,50bcfaa6,2b9a50bc,2b9a50bc,2b9a50bc,2f8a50bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d49,c4a6,dde7,c4a6,c4a6,f,0,0,00000,00000
27,27,0,0000000000003f12bb12bb77bf12b814a431f5440000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb013c550bc13c550bc13c550bc13c550bc50bcfd5350bc60818350bcfd50bc9e28,50bc9e28,8350bcfd,50bc6081,50bcfd53,13c550bc,13c550bc,13c550bc,13c550bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d51,c4ae,ddef,c4ae,c4ae,f,0,0,00000,00000
28,28,0,0000000000003f12db12db77df12d814a431f5640000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb089e250bc89e250bc89e250bc89e250bc50bc9dd250bcfea9a950bc9d50bc3040,50bc3040,a950bc9d,50bcfea9,50bc9dd2,89e250bc,89e250bc,89e250bc,89e250bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d59,c4b6,ddf7,c4b6,c4b6,f,0,0,00000,00000
29,29,0,0000000000003f12f712f777fb12f414a431f5800000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffea044f150bc44f150bc44f150bc44f150bc50bccee950bc7f545450bcce50bc1820,50bc1820,5450bcce,50bc7f54,50bccee9,44f150bc,44f150bc,44f150bc,44f150bc,0,0,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d60,c4bd,ddfe,c4bd,c4bd,f,0,0,00000,00000
30,30,0,0000000000003f13171317781b131414a431f5a00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0a27850bca27850bca27850bca27850bc50bc677450bc3faaaa50bc6750bc0c10,50bc0c10,aa50bc67,50bc3faa,50bc6774,a27850bc,a27850bc,a27850bc,a27850bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d68,c4c5,de06,c4c5,c4c5,f,0,0,00000,00000
31,31,0,0000000000003f13371337783b133414a431f5c00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0d1bd50bcd13c50bcd13c50bcd13c50bc50bc33ba50bc1fd5d550bc3350bc8608,50bc8608,d550bc33,50bc1fd5,50bc33ba,d13c50bc,d13c50bc,d13c50bc,d1bd50bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d70,c4cd,de0e,c4cd,c4cd,f,0,0,00000,00000
32,32,0,0000000000003f13571357785b135414a431f5e00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0286050bc286050bc286050bc286050bc50bc99dd50bc0feae850bc9950bc4304,50bc4304,e850bc99,50bc0fea,50bc99dd,286050bc,286050bc,286050bc,286050bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d78,c4d5,de16,c4d5,c4d5,f,0,0,00000,00000
33,33,0,0000000000003f13771377787b137414a431f6000000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0143050bc143050bc143050bc143050bc50bc963750bc4ceeee50bc9650bc07f5,50bc07f5,ee50bc96,50bc4cee,50bc9637,143050bc,143050bc,143050bc,143050bc,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d80,c4dd,de1e,c4dd,c4dd,f,0,0,00000,00000
34,34,0,0000000000003f139313937897139014a431f61c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffea08a1850bc8a1850bc8a1850bc8a1850bc50bc4b1b50bca6777750bc4b50bc03fa,50bc03fa,7750bc4b,50bca677,50bc4b1b,8a1850bc,8a1850bc,8a1850bc,8a1850bc,0,0,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d87,c4e4,de25,c4e4,c4e4,f,0,0,00000,00000
35,35,0,0000000000003f13b313b378b313b014a431f63c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0c50c50bcc50c50bcc50c50bcc50c50bc50bca58d50bc533b3b50bca550bc81fd,50bc81fd,3b50bca5,50bc533b,50bca58d,c50c50bc,c50c50bc,c50c50bc,c50c50bc,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,05290c7d8f,c4ec,de2c,c4ec,c4ec,f,0,0,00000,00000
