Sample in Buffer,Sample in Window,TRIGGER,ila_data_rx[191:0],userdata_rx_0[31:0],userdata_rx_1[31:0],rxdata_ctr_0[15:0],rxdata_ctr_1[15:0],ch0_rxctrl2[7:0],ch1_rxctrl2[7:0],rxbyteisaligned_i[1:0],rxbyterealign_i[1:0],rxcommadet_i[1:0],prbs_match_i[1:0],rxdata_errctr_0[15:0],rxdata_errctr_1[15:0],rxdata_nmlctr_i[39:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
998,998,0,072c2be38f000c000cc0006300000000dda57ffbdda57ffb,dda57ffb,dda57ffb,0000,0000,63,00,0,0,0,3,000c,000c,072c2be38f
999,999,0,072c2be390000c000cc0006300000000ccf717fdccf717fd,ccf717fd,ccf717fd,0000,0000,63,00,0,0,0,3,000c,000c,072c2be390
1000,1000,0,072c2be391000c000cc0006300000000754b057e754b057e,754b057e,754b057e,0000,0000,63,00,0,0,0,3,000c,000c,072c2be391
1001,1001,0,072c2be392000c000cc0006300000000320ecd17320ecd17,320ecd17,320ecd17,0000,0000,63,00,0,0,0,3,000c,000c,072c2be392
1002,1002,0,072c2be393000c000cc000630000000035d875a535d875a5,35d875a5,35d875a5,0000,0000,63,00,0,0,0,3,000c,000c,072c2be393
1003,1003,0,072c2be394000c000cc0006300000000164e4277164e4277,164e4277,164e4277,0000,0000,63,00,0,0,0,3,000c,000c,072c2be394
1004,1004,0,072c2be395000c000cc000630000000045bc3ae345bc3ae3,45bc3ae3,45bc3ae3,0000,0000,63,00,0,0,0,3,000c,000c,072c2be395
1005,1005,0,072c2be396000c000cc0006300000000d97a2120d97a2120,d97a2120,d97a2120,0000,0000,63,00,0,0,0,3,000c,000c,072c2be396
1006,1006,0,072c2be397000c000cc0006300000000ced54d7dced54d7d,ced54d7d,ced54d7d,0000,0000,63,00,0,0,0,3,000c,000c,072c2be397
1007,1007,0,072c2be398000c000cc0006300000000f4780d96f4780d96,f4780d96,f4780d96,0000,0000,63,00,0,0,0,3,000c,000c,072c2be398
1008,1008,0,072c2be399000c000cc0006300000000da8479edda8479ed,da8479ed,da8479ed,0000,0000,63,00,0,0,0,3,000c,000c,072c2be399
1009,1009,0,072c2be39a000c000cc00063000000006f1584976f158497,6f158497,6f158497,0000,0000,63,00,0,0,0,3,000c,000c,072c2be39a
1010,1010,0,072c2be39b000c000cc00063000000009e8465fd9e8465fd,9e8465fd,9e8465fd,0000,0000,63,00,0,0,0,3,000c,000c,072c2be39b
1011,1011,0,072c2be39c000c000cc000630000000059558b5e59558b5e,59558b5e,59558b5e,0000,0000,63,00,0,0,0,3,000c,000c,072c2be39c
1012,1012,0,072c2be39d000c000cc000630000000006c062e506c062e5,06c062e5,06c062e5,0000,0000,63,00,0,0,0,3,000c,000c,072c2be39d
1013,1013,0,072c2be39e000c000cc00063000000004cf3c8a34cf3c8a3,4cf3c8a3,4cf3c8a3,0000,0000,63,00,0,0,0,3,000c,000c,072c2be39e
1014,1014,0,072c2be39f000c000cc00063000000009d4927249d492724,9d492724,9d492724,0000,0000,63,00,0,0,0,3,000c,000c,072c2be39f
1015,1015,0,072c2be3a0000c000cc0006300000000c88ffe1fc88ffe1f,c88ffe1f,c88ffe1f,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a0
1016,1016,0,072c2be3a1000c000cc00063000000000730ff110730ff11,0730ff11,0730ff11,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a1
1017,1017,0,072c2be3a2000c000cc00063000000009c148f869c148f86,9c148f86,9c148f86,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a2
1018,1018,0,072c2be3a3000c000cc0006300000000f834f0c4f834f0c4,f834f0c4,f834f0c4,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a3
1019,1019,0,072c2be3a4000c000cc00063000000001c66c8911c66c891,1c66c891,1c66c891,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a4
1020,1020,0,072c2be3a5000c000cc0006300000000100af73e100af73e,100af73e,100af73e,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a5
1021,1021,0,072c2be3a6000c000cc000630000000046fa2b1346fa2b13,46fa2b13,46fa2b13,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a6
1022,1022,0,072c2be3a7000c000cc000630000000028ed48c728ed48c7,28ed48c7,28ed48c7,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a7
1023,1023,0,072c2be3a8000c000cc0006300000000e9078f10e9078f10,e9078f10,e9078f10,0000,0000,63,00,0,0,0,3,000c,000c,072c2be3a8
