Sample in Buffer,Sample in Window,TRIGGER,receiver_0[31:0],ila_data[617:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int
12,12,0,bba14f94,2a0000000000000000000000000000000000000000f8f0f0f800000000000400000000000900000000000000000593350bca6cc50bc2c9950bcd36650bcbba12c10b0434bd6b0439753bba14f94,b0439753,b0434bd6,bba12c10,d36650bc,2c9950bc,a6cc50bc,593350bc,0,0000,0000,0000,0000,0009,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
13,13,0,5b014f84,2b0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000000000000000000593150bca6ce50bc2c9850bcd36750bcbba12c08b0434bc8b04397515b014f84,b0439751,b0434bc8,bba12c08,d36750bc,2c9850bc,a6ce50bc,593150bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
14,14,0,5b014f84,3b0000000000000000000000000000000000000000f8f0f0f000000000000c00000000000000000000000000000592f50bca6d050bc2c9750bcd36850bcbba12c08b0434bc8b04397505b014f84,b0439750,b0434bc8,bba12c08,d36850bc,2c9750bc,a6d050bc,592f50bc,0,0000,0000,0000,0000,0000,0000,0000,000c,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
15,15,0,a4014f80,3b0000000000000000000000000000000000000000f9f0f0f800000000000400000000000000000000000000000592d50bca6d250bc2c9650bcd36950bcbba12cbdb0434bc7b043974da4014f80,b043974d,b0434bc7,bba12cbd,d36950bc,2c9650bc,a6d250bc,592d50bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f8,f0,f0,f9,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
16,16,0,bba14f86,3a0000000000000000000000000000000000000000f8f0f0f800000000000400000000000900000000000000000592b50bca6d450bc2c9550bcd36a50bcbba12c0fb0434bdab043974bbba14f86,b043974b,b0434bda,bba12c0f,d36a50bc,2c9550bc,a6d450bc,592b50bc,0,0000,0000,0000,0000,0009,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
17,17,0,5b014f82,2a0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000000000000000000592950bca6d650bc2c9450bcd36b50bcbba12c04b0434bc4b04397495b014f82,b0439749,b0434bc4,bba12c04,d36b50bc,2c9450bc,a6d650bc,592950bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
18,18,0,bba14f91,2b0000000000000000000000000000000000000000f8f0f0f800000000000400000000000900010000000000000592750bca6d850bc2c9350bcd36c50bcbba12c1cb0434bdcb0439758bba14f91,b0439758,b0434bdc,bba12c1c,d36c50bc,2c9350bc,a6d850bc,592750bc,0,0000,0000,0000,0001,0009,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
19,19,0,5b014f91,3b0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000010000000000000592550bca6da50bc2c9250bcd36d50bcbba12c1cb0434bdcb04397455b014f91,b0439745,b0434bdc,bba12c1c,d36d50bc,2c9250bc,a6da50bc,592550bc,0,0000,0000,0000,0001,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
20,20,0,a4014f81,3b0000000000000000000000000000000000000000f8f0f0f800000000000400000000000000000000000000000592350bca6dc50bc2c9150bcd36e50bcbba12c02b0434bc2b0439743a4014f81,b0439743,b0434bc2,bba12c02,d36e50bc,2c9150bc,a6dc50bc,592350bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
21,21,0,5b014f8f,3a0000000000000000000000000000000000000000faf0f0f000000000000200000000000000020000000000000592150bca6de50bc2c9050bcd36f50bca4019357b0434bc0b043975e5b014f8f,b043975e,b0434bc0,a4019357,d36f50bc,2c9050bc,a6de50bc,592150bc,0,0000,0000,0000,0002,0000,0000,0000,0002,00,00,00,00,f0,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
22,22,0,bba14f9c,2a0000000000000000000000000000000000000000f2f0f0f800000000000300000000000100020000000000000591f50bca6e050bc2c8f50bcd37050bc5b01938fb0434b1fb0439720bba14f9c,b0439720,b0434b1f,5b01938f,d37050bc,2c8f50bc,a6e050bc,591f50bc,0,0000,0000,0000,0002,0001,0000,0000,0003,00,00,00,00,f8,f0,f0,f2,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
23,23,0,bba14f97,2b0000000000000000000000000000000000000000f2f0f0f800000000000300000000000800020000000000000591d50bca6e250bc2c8e50bcd37150bc5b019381b0434b1eb0439722bba14f97,b0439722,b0434b1e,5b019381,d37150bc,2c8e50bc,a6e250bc,591d50bc,0,0000,0000,0000,0002,0008,0000,0000,0003,00,00,00,00,f8,f0,f0,f2,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
24,24,0,5b014f77,3b0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000000000000000000591b50bca6e450bc2c8d50bcd37250bcbba12c6eb0434b1eb04397245b014f77,b0439724,b0434b1e,bba12c6e,d37250bc,2c8d50bc,a6e450bc,591b50bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
25,25,0,a4014f69,3b0000000000000000000000000000000000000000f8f0f0f800000000000400000000000000000000000000000591950bca6e650bc2c8c50bcd37350bcbba12c6db0434b03b0439739a4014f69,b0439739,b0434b03,bba12c6d,d37350bc,2c8c50bc,a6e650bc,591950bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
26,26,0,bba14f95,3a0000000000000000000000000000000000000000f2f0f0f800000000000300000000000100020000000000000591750bca6e850bc2c8b50bcd37450bc5b019384b0434b1bb0439728bba14f95,b0439728,b0434b1b,5b019384,d37450bc,2c8b50bc,a6e850bc,591750bc,0,0000,0000,0000,0002,0001,0000,0000,0003,00,00,00,00,f8,f0,f0,f2,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
27,27,0,a4014fed,2a0000000000000000000000000000000000000000f8f0f0f900000000000400000000000000000000000000000591550bca6ea50bc2c8a50bcd37550bcbba12c75b0434b05b0439735a4014fed,b0439735,b0434b05,bba12c75,d37550bc,2c8a50bc,a6ea50bc,591550bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
28,28,0,5b014f6c,2b0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000000000000000000591350bca6ec50bc2c8950bcd37650bcbba12c76b0434b06b04397335b014f6c,b0439733,b0434b06,bba12c76,d37650bc,2c8950bc,a6ec50bc,591350bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
29,29,0,5b014f6c,3b0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000000000000000000591150bca6ee50bc2c8850bcd37750bcbba12c76b0434b06b04397315b014f6c,b0439731,b0434b06,bba12c76,d37750bc,2c8850bc,a6ee50bc,591150bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
30,30,0,bba14f93,3b0000000000000000000000000000000000000000fbf0f0f800000000000300000000000100020000000000000590f50bca6f050bc2c8750bcd37850bca40193c2b0434b17b0439730bba14f93,b0439730,b0434b17,a40193c2,d37850bc,2c8750bc,a6f050bc,590f50bc,0,0000,0000,0000,0002,0001,0000,0000,0003,00,00,00,00,f8,f0,f0,fb,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
31,31,0,a4014feb,3a0000000000000000000000000000000000000000f8f0f0f900000000000400000000000000000000000000000590d50bca6f250bc2c8650bcd37950bcbba12c79b0434b09b043972da4014feb,b043972d,b0434b09,bba12c79,d37950bc,2c8650bc,a6f250bc,590d50bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
32,32,0,5b014f6a,2a0000000000000000000000000000000000000000f8f0f0f000000000000400000000000000000000000000000590b50bca6f450bc2c8550bcd37a50bcbba12c7ab0434b0ab043972b5b014f6a,b043972b,b0434b0a,bba12c7a,d37a50bc,2c8550bc,a6f450bc,590b50bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
33,33,0,a4014ffa,2b0000000000000000000000000000000000000000f8f0f0f800000000000400000000000200000000000000000590950bca6f650bc2c8450bcd37b50bcbba12c6bb0434b0bb0439729a4014ffa,b0439729,b0434b0b,bba12c6b,d37b50bc,2c8450bc,a6f650bc,590950bc,0,0000,0000,0000,0000,0002,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
34,34,0,5b014ffa,3b0000000000000000000000000000000000000000f8f0f0f000000000000400000000000200000000000000000590750bca6f850bc2c8350bcd37c50bcbba12c6bb0434b0bb04397385b014ffa,b0439738,b0434b0b,bba12c6b,d37c50bc,2c8350bc,a6f850bc,590750bc,0,0000,0000,0000,0000,0002,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
35,35,0,a4014ff9,3b0000000000000000000000000000000000000000f8f0f0f800000000000400000000000200000000000000000590550bca6fa50bc2c8250bcd37d50bcbba12c6db0434b0db0439725a4014ff9,b0439725,b0434b0d,bba12c6d,d37d50bc,2c8250bc,a6fa50bc,590550bc,0,0000,0000,0000,0000,0002,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
36,36,0,5b014fe8,3a0000000000000000000000000000000000000000f8f0f0f000000000000400000000000300000000000000000590350bca6fc50bc2c8150bcd37e50bcbba12c6eb0434b0eb04397235b014fe8,b0439723,b0434b0e,bba12c6e,d37e50bc,2c8150bc,a6fc50bc,590350bc,0,0000,0000,0000,0000,0003,0000,0000,0004,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
37,37,0,bba14f9d,2a0000000000000000000000000000000000000000fbf0f0f800000000000300000000000800020000000000000590150bca6fe50bc2c8050bcd37f50bca40193c8b0434b10b043973ebba14f9d,b043973e,b0434b10,a40193c8,d37f50bc,2c8050bc,a6fe50bc,590150bc,0,0000,0000,0000,0002,0008,0000,0000,0003,00,00,00,00,f8,f0,f0,fb,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
38,38,0,bba14f9b,2b0000000000000000000000000000000000000000f8f0f0f80000000000040000000000080000000000000000058ff50bca70050bc2c7f50bcd38050bcbba12cc5b0434b0fb04397e0bba14f9b,b04397e0,b0434b0f,bba12cc5,d38050bc,2c7f50bc,a70050bc,58ff50bc,0,0000,0000,0000,0000,0008,0000,0000,0004,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
39,39,0,bba14f27,3b0000000000000000000000000000000000000000f8f0f0f90000000000040000000000000000000000000000058fd50bca70250bc2c7e50bcd38150bcbba12cc5b0434b11b04397e2bba14f27,b04397e2,b0434b11,bba12cc5,d38150bc,2c7e50bc,a70250bc,58fd50bc,0,0000,0000,0000,0000,0000,0000,0000,0004,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
40,40,0,bba14f26,3b0000000000000000000000000000000000000000f8f0f0f90000000000040000000000080000000000000000058fb50bca70450bc2c7d50bcd38250bcbba12cd2b0434b12b04397e4bba14f26,b04397e4,b0434b12,bba12cd2,d38250bc,2c7d50bc,a70450bc,58fb50bc,0,0000,0000,0000,0000,0008,0000,0000,0004,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
41,41,0,bba14f96,3a0000000000000000000000000000000000000000faf0f0f80000000000020000000000010002000000000000058f950bca70650bc2c7c50bcd38350bca4019333b0434b13b04397f9bba14f96,b04397f9,b0434b13,a4019333,d38350bc,2c7c50bc,a70650bc,58f950bc,0,0000,0000,0000,0002,0001,0000,0000,0002,00,00,00,00,f8,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
42,42,0,bba14f25,2a0000000000000000000000000000000000000000f8f0f0f90000000000040000000000080000000000000000058f750bca70850bc2c7b50bcd38450bcbba12cd4b0434b14b04397e8bba14f25,b04397e8,b0434b14,bba12cd4,d38450bc,2c7b50bc,a70850bc,58f750bc,0,0000,0000,0000,0000,0008,0000,0000,0004,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
43,43,0,bba14f95,2b0000000000000000000000000000000000000000faf0f0f80000000000020000000000010002000000000000058f550bca70a50bc2c7a50bcd38550bca4019335b0434b15b04397f5bba14f95,b04397f5,b0434b15,a4019335,d38550bc,2c7a50bc,a70a50bc,58f550bc,0,0000,0000,0000,0002,0001,0000,0000,0002,00,00,00,00,f8,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
44,44,0,bba14f14,3b0000000000000000000000000000000000000000f8f0f0f90000000000000000000000080000000000000001058f350bca70c50bc2c7950bcd38650bcbba12cd0b0434b16b04397f3bba14f14,b04397f3,b0434b16,bba12cd0,d38650bc,2c7950bc,a70c50bc,58f350bc,0,0001,0000,0000,0000,0008,0000,0000,0000,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
45,45,0,5b014f74,3b0000000000000000000000000000000000000000f8f0f0f00000000000000000000000000000000000000000058f150bca70e50bc2c7850bcd38750bcbba12cc8b0434b08b04397f15b014f74,b04397f1,b0434b08,bba12cc8,d38750bc,2c7850bc,a70e50bc,58f150bc,0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
46,46,0,5b014f66,3a0000000000000000000000000000000000000000faf0f0f00000000000020000000000000002000000000000058ef50bca71050bc2c7750bcd38850bca401933db0434b07b04397f05b014f66,b04397f0,b0434b07,a401933d,d38850bc,2c7750bc,a71050bc,58ef50bc,0,0000,0000,0000,0002,0000,0000,0000,0002,00,00,00,00,f0,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
47,47,0,bba14f93,2a0000000000000000000000000000000000000000f8f0f0f80000000000000000000000010000000000000000058ed50bca71250bc2c7650bcd38950bcbba12cc0b0434b19b04397edbba14f93,b04397ed,b0434b19,bba12cc0,d38950bc,2c7650bc,a71250bc,58ed50bc,0,0000,0000,0000,0000,0001,0000,0000,0000,00,00,00,00,f8,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
48,48,0,bba14f12,2b0000000000000000000000000000000000000000f8f0f0f90000000000000000000000080000000000000001058eb50bca71450bc2c7550bcd38a50bcbba12ccfb0434b1ab04397ebbba14f12,b04397eb,b0434b1a,bba12ccf,d38a50bc,2c7550bc,a71450bc,58eb50bc,0,0001,0000,0000,0000,0008,0000,0000,0000,00,00,00,00,f9,f0,f0,f8,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
49,49,0,5b014f72,3b0000000000000000000000000000000000000000faf0f0f00000000000020000000000000002000000000000058e950bca71650bc2c7450bcd38b50bca401932bb0434b04b04397e95b014f72,b04397e9,b0434b04,a401932b,d38b50bc,2c7450bc,a71650bc,58e950bc,0,0000,0000,0000,0002,0000,0000,0000,0002,00,00,00,00,f0,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
50,50,0,bba14f11,3b0000000000000000000000000000000000000000f2f0f0f90000000000020000000000080002000000000001058e750bca71850bc2c7350bcd38c50bc5b01933cb0434b1cb04397f8bba14f11,b04397f8,b0434b1c,5b01933c,d38c50bc,2c7350bc,a71850bc,58e750bc,0,0001,0000,0000,0002,0008,0000,0000,0002,00,00,00,00,f9,f0,f0,f2,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,1,1
51,51,0,5b014f71,3a0000000000000000000000000000000000000000faf0f0f00000000000020000000000000002000000000000058e550bca71a50bc2c7250bcd38d50bca401932db0434b02b04397e55b014f71,b04397e5,b0434b02,a401932d,d38d50bc,2c7250bc,a71a50bc,58e550bc,0,0000,0000,0000,0002,0000,0000,0000,0002,00,00,00,00,f0,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,1,1
52,52,0,a4014ff0,2a0000000000000000000000000000000000000000faf0f0f90000000000020000000000000002000000000000058e350bca71c50bc2c7150bcd38e50bca401932eb0434b01b04397e3a4014ff0,b04397e3,b0434b01,a401932e,d38e50bc,2c7150bc,a71c50bc,58e350bc,0,0000,0000,0000,0002,0000,0000,0000,0002,00,00,00,00,f9,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,0,1,0,1,0,1
53,53,0,5b014f65,2b0000000000000000000000000000000000000000faf0f0f00000000000020000000000000002000000000000058e150bca71e50bc2c7050bcd38f50bca4019337b0434b00b04397fe5b014f65,b04397fe,b0434b00,a4019337,d38f50bc,2c7050bc,a71e50bc,58e150bc,0,0000,0000,0000,0002,0000,0000,0000,0002,00,00,00,00,f0,f0,f0,fa,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,1,1,0,1,0,1
