Sample in Buffer,Sample in Window,TRIGGER,ila_data[313:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,gtwiz_reset_all_int,gtwiz_reset_rx_done_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtpowergood_int[3:0],rx8b10ben_int[3:0],rxlpmen_int[3:0],rxcommadeten_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
619,619,0,3ffc03ffffffeb04e4e503c4e4e503c4e4e503c4e4e503c503c4e4b4e4b503c4e4b503c4e4b503c,4e4b503c,4e4b503c,4e4b503c,503c4e4b,4e4e503c,4e4e503c,4e4e503c,4e4e503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
620,620,0,3ffc03ffffffeb04e4f503c4e4f503c4e4f503c4e4f503c503c4e4c4e4c503c4e4c503c4e4c503c,4e4c503c,4e4c503c,4e4c503c,503c4e4c,4e4f503c,4e4f503c,4e4f503c,4e4f503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
621,621,0,3ffc03ffffffea04e50503c4e50503c4e50503c4e50503c503c4e4d4e4d503c4e4d503c4e4d503c,4e4d503c,4e4d503c,4e4d503c,503c4e4d,4e50503c,4e50503c,4e50503c,4e50503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
622,622,0,3ffc03fffffffa04e51503c4e51503c4e51503c4e51503c503c4e4e4e4e503c4e4e503c4e4e503c,4e4e503c,4e4e503c,4e4e503c,503c4e4e,4e51503c,4e51503c,4e51503c,4e51503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
623,623,0,3ffc03fffffffa04e52503c4e52503c4e52503c4e52503c503c4e4f4e4f503c4e4f503c4e4f503c,4e4f503c,4e4f503c,4e4f503c,503c4e4f,4e52503c,4e52503c,4e52503c,4e52503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
624,624,0,3ffc03ffffffeb04e53503c4e53503c4e53503c4e53503c503c4e504e50503c4e50503c4e50503c,4e50503c,4e50503c,4e50503c,503c4e50,4e53503c,4e53503c,4e53503c,4e53503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
625,625,0,3ffc03ffffffeb04e54503c4e54503c4e54503c4e54503c503c4e514e51503c4e51503c4e51503c,4e51503c,4e51503c,4e51503c,503c4e51,4e54503c,4e54503c,4e54503c,4e54503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
626,626,0,3ffc03ffffffea04e55503c4e55503c4e55503c4e55503c503c4e524e52503c4e52503c4e52503c,4e52503c,4e52503c,4e52503c,503c4e52,4e55503c,4e55503c,4e55503c,4e55503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
627,627,0,3ffc03fffffffa04e56503c4e56503c4e56503c4e56503c503c4e534e53503c4e53503c4e53503c,4e53503c,4e53503c,4e53503c,503c4e53,4e56503c,4e56503c,4e56503c,4e56503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
628,628,0,3ffc03fffffffa04e57503c4e57503c4e57503c4e57503c503c4e544e54503c4e54503c4e54503c,4e54503c,4e54503c,4e54503c,503c4e54,4e57503c,4e57503c,4e57503c,4e57503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
629,629,0,3ffc03ffffffeb04e58503c4e58503c4e58503c4e58503c503c4e554e55503c4e55503c4e55503c,4e55503c,4e55503c,4e55503c,503c4e55,4e58503c,4e58503c,4e58503c,4e58503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
630,630,0,3ffc03ffffffeb04e59503c4e59503c4e59503c4e59503c503c4e564e56503c4e56503c4e56503c,4e56503c,4e56503c,4e56503c,503c4e56,4e59503c,4e59503c,4e59503c,4e59503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
631,631,0,3ffc03ffffffea04e5a503c4e5a503c4e5a503c4e5a503c503c4e574e57503c4e57503c4e57503c,4e57503c,4e57503c,4e57503c,503c4e57,4e5a503c,4e5a503c,4e5a503c,4e5a503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
632,632,0,3ffc03fffffffa04e5b503c4e5b503c4e5b503c4e5b503c503c4e584e58503c4e58503c4e58503c,4e58503c,4e58503c,4e58503c,503c4e58,4e5b503c,4e5b503c,4e5b503c,4e5b503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
633,633,0,3ffc03fffffffa04e5c503c4e5c503c4e5c503c4e5c503c503c4e594e59503c4e59503c4e59503c,4e59503c,4e59503c,4e59503c,503c4e59,4e5c503c,4e5c503c,4e5c503c,4e5c503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
634,634,0,3ffc03ffffffeb04e5d503c4e5d503c4e5d503c4e5d503c503c4e5a4e5a503c4e5a503c4e5a503c,4e5a503c,4e5a503c,4e5a503c,503c4e5a,4e5d503c,4e5d503c,4e5d503c,4e5d503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
635,635,0,3ffc03ffffffeb04e5e503c4e5e503c4e5e503c4e5e503c503c4e5b4e5b503c4e5b503c4e5b503c,4e5b503c,4e5b503c,4e5b503c,503c4e5b,4e5e503c,4e5e503c,4e5e503c,4e5e503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
636,636,0,3ffc03ffffffea04e5f503c4e5f503c4e5f503c4e5f503c503c4e5c4e5c503c4e5c503c4e5c503c,4e5c503c,4e5c503c,4e5c503c,503c4e5c,4e5f503c,4e5f503c,4e5f503c,4e5f503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
637,637,0,3ffc03fffffffa04e60503c4e60503c4e60503c4e60503c503c4e5d4e5d503c4e5d503c4e5d503c,4e5d503c,4e5d503c,4e5d503c,503c4e5d,4e60503c,4e60503c,4e60503c,4e60503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
638,638,0,3ffc03fffffffa04e61503c4e61503c4e61503c4e61503c503c4e5e4e5e503c4e5e503c4e5e503c,4e5e503c,4e5e503c,4e5e503c,503c4e5e,4e61503c,4e61503c,4e61503c,4e61503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
639,639,0,3ffc03ffffffeb04e62503c4e62503c4e62503c4e62503c503c4e5f4e5f503c4e5f503c4e5f503c,4e5f503c,4e5f503c,4e5f503c,503c4e5f,4e62503c,4e62503c,4e62503c,4e62503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
640,640,0,3ffc03ffffffeb04e63503c4e63503c4e63503c4e63503c503c4e604e60503c4e60503c4e60503c,4e60503c,4e60503c,4e60503c,503c4e60,4e63503c,4e63503c,4e63503c,4e63503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
641,641,0,3ffc03ffffffea04e64503c4e64503c4e64503c4e64503c503c4e614e61503c4e61503c4e61503c,4e61503c,4e61503c,4e61503c,503c4e61,4e64503c,4e64503c,4e64503c,4e64503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
642,642,0,3ffc03fffffffa04e65503c4e65503c4e65503c4e65503c503c4e624e62503c4e62503c4e62503c,4e62503c,4e62503c,4e62503c,503c4e62,4e65503c,4e65503c,4e65503c,4e65503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
643,643,0,3ffc03fffffffa04e66503c4e66503c4e66503c4e66503c503c4e634e63503c4e63503c4e63503c,4e63503c,4e63503c,4e63503c,503c4e63,4e66503c,4e66503c,4e66503c,4e66503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
644,644,0,3ffc03ffffffeb04e67503c4e67503c4e67503c4e67503c503c4e644e64503c4e64503c4e64503c,4e64503c,4e64503c,4e64503c,503c4e64,4e67503c,4e67503c,4e67503c,4e67503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
645,645,0,3ffc03ffffffeb04e68503c4e68503c4e68503c4e68503c503c4e654e65503c4e65503c4e65503c,4e65503c,4e65503c,4e65503c,503c4e65,4e68503c,4e68503c,4e68503c,4e68503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
646,646,0,3ffc03ffffffea04e69503c4e69503c4e69503c4e69503c503c4e664e66503c4e66503c4e66503c,4e66503c,4e66503c,4e66503c,503c4e66,4e69503c,4e69503c,4e69503c,4e69503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
647,647,0,3ffc03fffffffa04e6a503c4e6a503c4e6a503c4e6a503c503c4e674e67503c4e67503c4e67503c,4e67503c,4e67503c,4e67503c,503c4e67,4e6a503c,4e6a503c,4e6a503c,4e6a503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
648,648,0,3ffc03fffffffa04e6b503c4e6b503c4e6b503c4e6b503c503c4e684e68503c4e68503c4e68503c,4e68503c,4e68503c,4e68503c,503c4e68,4e6b503c,4e6b503c,4e6b503c,4e6b503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
649,649,0,3ffc03ffffffeb04e6c503c4e6c503c4e6c503c4e6c503c503c4e694e69503c4e69503c4e69503c,4e69503c,4e69503c,4e69503c,503c4e69,4e6c503c,4e6c503c,4e6c503c,4e6c503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
650,650,0,3ffc03ffffffeb04e6d503c4e6d503c4e6d503c4e6d503c503c4e6a4e6a503c4e6a503c4e6a503c,4e6a503c,4e6a503c,4e6a503c,503c4e6a,4e6d503c,4e6d503c,4e6d503c,4e6d503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
651,651,0,3ffc03ffffffea04e6e503c4e6e503c4e6e503c4e6e503c503c4e6b4e6b503c4e6b503c4e6b503c,4e6b503c,4e6b503c,4e6b503c,503c4e6b,4e6e503c,4e6e503c,4e6e503c,4e6e503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
652,652,0,3ffc03fffffffa04e6f503c4e6f503c4e6f503c4e6f503c503c4e6c4e6c503c4e6c503c4e6c503c,4e6c503c,4e6c503c,4e6c503c,503c4e6c,4e6f503c,4e6f503c,4e6f503c,4e6f503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
653,653,0,3ffc03fffffffa04e70503c4e70503c4e70503c4e70503c503c4e6d4e6d503c4e6d503c4e6d503c,4e6d503c,4e6d503c,4e6d503c,503c4e6d,4e70503c,4e70503c,4e70503c,4e70503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
654,654,0,3ffc03ffffffeb04e71503c4e71503c4e71503c4e71503c503c4e6e4e6e503c4e6e503c4e6e503c,4e6e503c,4e6e503c,4e6e503c,503c4e6e,4e71503c,4e71503c,4e71503c,4e71503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
655,655,0,3ffc03ffffffeb04e72503c4e72503c4e72503c4e72503c503c4e6f4e6f503c4e6f503c4e6f503c,4e6f503c,4e6f503c,4e6f503c,503c4e6f,4e72503c,4e72503c,4e72503c,4e72503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
656,656,0,3ffc03ffffffea04e73503c4e73503c4e73503c4e73503c503c4e704e70503c4e70503c4e70503c,4e70503c,4e70503c,4e70503c,503c4e70,4e73503c,4e73503c,4e73503c,4e73503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
657,657,0,3ffc03fffffffa04e74503c4e74503c4e74503c4e74503c503c4e714e71503c4e71503c4e71503c,4e71503c,4e71503c,4e71503c,503c4e71,4e74503c,4e74503c,4e74503c,4e74503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
658,658,0,3ffc03fffffffa04e75503c4e75503c4e75503c4e75503c503c4e724e72503c4e72503c4e72503c,4e72503c,4e72503c,4e72503c,503c4e72,4e75503c,4e75503c,4e75503c,4e75503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
659,659,0,3ffc03ffffffeb04e76503c4e76503c4e76503c4e76503c503c4e734e73503c4e73503c4e73503c,4e73503c,4e73503c,4e73503c,503c4e73,4e76503c,4e76503c,4e76503c,4e76503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
660,660,0,3ffc03ffffffeb04e77503c4e77503c4e77503c4e77503c503c4e744e74503c4e74503c4e74503c,4e74503c,4e74503c,4e74503c,503c4e74,4e77503c,4e77503c,4e77503c,4e77503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
661,661,0,3ffc03ffffffea04e78503c4e78503c4e78503c4e78503c503c4e754e75503c4e75503c4e75503c,4e75503c,4e75503c,4e75503c,503c4e75,4e78503c,4e78503c,4e78503c,4e78503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
662,662,0,3ffc03fffffffa04e79503c4e79503c4e79503c4e79503c503c4e764e76503c4e76503c4e76503c,4e76503c,4e76503c,4e76503c,503c4e76,4e79503c,4e79503c,4e79503c,4e79503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
663,663,0,3ffc03fffffffa04e7a503c4e7a503c4e7a503c4e7a503c503c4e774e77503c4e77503c4e77503c,4e77503c,4e77503c,4e77503c,503c4e77,4e7a503c,4e7a503c,4e7a503c,4e7a503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
664,664,0,3ffc03ffffffeb04e7b503c4e7b503c4e7b503c4e7b503c503c4e784e78503c4e78503c4e78503c,4e78503c,4e78503c,4e78503c,503c4e78,4e7b503c,4e7b503c,4e7b503c,4e7b503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
665,665,0,3ffc03ffffffeb04e7c503c4e7c503c4e7c503c4e7c503c503c4e794e79503c4e79503c4e79503c,4e79503c,4e79503c,4e79503c,503c4e79,4e7c503c,4e7c503c,4e7c503c,4e7c503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
666,666,0,3ffc03ffffffea04e7d503c4e7d503c4e7d503c4e7d503c503c4e7a4e7a503c4e7a503c4e7a503c,4e7a503c,4e7a503c,4e7a503c,503c4e7a,4e7d503c,4e7d503c,4e7d503c,4e7d503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
667,667,0,3ffc03fffffffa04e7e503c4e7e503c4e7e503c4e7e503c503c4e7b4e7b503c4e7b503c4e7b503c,4e7b503c,4e7b503c,4e7b503c,503c4e7b,4e7e503c,4e7e503c,4e7e503c,4e7e503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
668,668,0,3ffc03fffffffa04e7f503c4e7f503c4e7f503c4e7f503c503c4e7c4e7c503c4e7c503c4e7c503c,4e7c503c,4e7c503c,4e7c503c,503c4e7c,4e7f503c,4e7f503c,4e7f503c,4e7f503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
669,669,0,3ffc03ffffffeb04e80503c4e80503c4e80503c4e80503c503c4e7d4e7d503c4e7d503c4e7d503c,4e7d503c,4e7d503c,4e7d503c,503c4e7d,4e80503c,4e80503c,4e80503c,4e80503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
670,670,0,3ffc03ffffffeb04e81503c4e81503c4e81503c4e81503c503c4e7e4e7e503c4e7e503c4e7e503c,4e7e503c,4e7e503c,4e7e503c,503c4e7e,4e81503c,4e81503c,4e81503c,4e81503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
671,671,0,3ffc03ffffffea04e82503c4e82503c4e82503c4e82503c503c4e7f4e7f503c4e7f503c4e7f503c,4e7f503c,4e7f503c,4e7f503c,503c4e7f,4e82503c,4e82503c,4e82503c,4e82503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
672,672,0,3ffc03fffffffa04e83503c4e83503c4e83503c4e83503c503c4e804e80503c4e80503c4e80503c,4e80503c,4e80503c,4e80503c,503c4e80,4e83503c,4e83503c,4e83503c,4e83503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
673,673,0,3ffc03fffffffa04e84503c4e84503c4e84503c4e84503c503c4e814e81503c4e81503c4e81503c,4e81503c,4e81503c,4e81503c,503c4e81,4e84503c,4e84503c,4e84503c,4e84503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
674,674,0,3ffc03ffffffeb04e85503c4e85503c4e85503c4e85503c503c4e824e82503c4e82503c4e82503c,4e82503c,4e82503c,4e82503c,503c4e82,4e85503c,4e85503c,4e85503c,4e85503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
675,675,0,3ffc03ffffffeb04e86503c4e86503c4e86503c4e86503c503c4e834e83503c4e83503c4e83503c,4e83503c,4e83503c,4e83503c,503c4e83,4e86503c,4e86503c,4e86503c,4e86503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
676,676,0,3ffc03ffffffea04e87503c4e87503c4e87503c4e87503c503c4e844e84503c4e84503c4e84503c,4e84503c,4e84503c,4e84503c,503c4e84,4e87503c,4e87503c,4e87503c,4e87503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
677,677,0,3ffc03fffffffa04e88503c4e88503c4e88503c4e88503c503c4e854e85503c4e85503c4e85503c,4e85503c,4e85503c,4e85503c,503c4e85,4e88503c,4e88503c,4e88503c,4e88503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
678,678,0,3ffc03fffffffa04e89503c4e89503c4e89503c4e89503c503c4e864e86503c4e86503c4e86503c,4e86503c,4e86503c,4e86503c,503c4e86,4e89503c,4e89503c,4e89503c,4e89503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
679,679,0,3ffc03ffffffeb04e8a503c4e8a503c4e8a503c4e8a503c503c4e874e87503c4e87503c4e87503c,4e87503c,4e87503c,4e87503c,503c4e87,4e8a503c,4e8a503c,4e8a503c,4e8a503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
680,680,0,3ffc03ffffffeb04e8b503c4e8b503c4e8b503c4e8b503c503c4e884e88503c4e88503c4e88503c,4e88503c,4e88503c,4e88503c,503c4e88,4e8b503c,4e8b503c,4e8b503c,4e8b503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
681,681,0,3ffc03ffffffea04e8c503c4e8c503c4e8c503c4e8c503c503c4e894e89503c4e89503c4e89503c,4e89503c,4e89503c,4e89503c,503c4e89,4e8c503c,4e8c503c,4e8c503c,4e8c503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
682,682,0,3ffc03fffffffa04e8d503c4e8d503c4e8d503c4e8d503c503c4e8a4e8a503c4e8a503c4e8a503c,4e8a503c,4e8a503c,4e8a503c,503c4e8a,4e8d503c,4e8d503c,4e8d503c,4e8d503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
683,683,0,3ffc03fffffffa04e8e503c4e8e503c4e8e503c4e8e503c503c4e8b4e8b503c4e8b503c4e8b503c,4e8b503c,4e8b503c,4e8b503c,503c4e8b,4e8e503c,4e8e503c,4e8e503c,4e8e503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
684,684,0,3ffc03ffffffeb04e8f503c4e8f503c4e8f503c4e8f503c503c4e8c4e8c503c4e8c503c4e8c503c,4e8c503c,4e8c503c,4e8c503c,503c4e8c,4e8f503c,4e8f503c,4e8f503c,4e8f503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
685,685,0,3ffc03ffffffeb04e90503c4e90503c4e90503c4e90503c503c4e8d4e8d503c4e8d503c4e8d503c,4e8d503c,4e8d503c,4e8d503c,503c4e8d,4e90503c,4e90503c,4e90503c,4e90503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
686,686,0,3ffc03ffffffea04e91503c4e91503c4e91503c4e91503c503c4e8e4e8e503c4e8e503c4e8e503c,4e8e503c,4e8e503c,4e8e503c,503c4e8e,4e91503c,4e91503c,4e91503c,4e91503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
687,687,0,3ffc03fffffffa04e92503c4e92503c4e92503c4e92503c503c4e8f4e8f503c4e8f503c4e8f503c,4e8f503c,4e8f503c,4e8f503c,503c4e8f,4e92503c,4e92503c,4e92503c,4e92503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
688,688,0,3ffc03fffffffa04e93503c4e93503c4e93503c4e93503c503c4e904e90503c4e90503c4e90503c,4e90503c,4e90503c,4e90503c,503c4e90,4e93503c,4e93503c,4e93503c,4e93503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
689,689,0,3ffc03ffffffeb04e94503c4e94503c4e94503c4e94503c503c4e914e91503c4e91503c4e91503c,4e91503c,4e91503c,4e91503c,503c4e91,4e94503c,4e94503c,4e94503c,4e94503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
690,690,0,3ffc03ffffffeb04e95503c4e95503c4e95503c4e95503c503c4e924e92503c4e92503c4e92503c,4e92503c,4e92503c,4e92503c,503c4e92,4e95503c,4e95503c,4e95503c,4e95503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
691,691,0,3ffc03ffffffea04e96503c4e96503c4e96503c4e96503c503c4e934e93503c4e93503c4e93503c,4e93503c,4e93503c,4e93503c,503c4e93,4e96503c,4e96503c,4e96503c,4e96503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
692,692,0,3ffc03fffffffa04e97503c4e97503c4e97503c4e97503c503c4e944e94503c4e94503c4e94503c,4e94503c,4e94503c,4e94503c,503c4e94,4e97503c,4e97503c,4e97503c,4e97503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
693,693,0,3ffc03fffffffa04e98503c4e98503c4e98503c4e98503c503c4e954e95503c4e95503c4e95503c,4e95503c,4e95503c,4e95503c,503c4e95,4e98503c,4e98503c,4e98503c,4e98503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
694,694,0,3ffc03ffffffeb04e99503c4e99503c4e99503c4e99503c503c4e964e96503c4e96503c4e96503c,4e96503c,4e96503c,4e96503c,503c4e96,4e99503c,4e99503c,4e99503c,4e99503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
695,695,0,3ffc03ffffffeb04e9a503c4e9a503c4e9a503c4e9a503c503c4e974e97503c4e97503c4e97503c,4e97503c,4e97503c,4e97503c,503c4e97,4e9a503c,4e9a503c,4e9a503c,4e9a503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
696,696,0,3ffc03ffffffea04e9b503c4e9b503c4e9b503c4e9b503c503c4e984e98503c4e98503c4e98503c,4e98503c,4e98503c,4e98503c,503c4e98,4e9b503c,4e9b503c,4e9b503c,4e9b503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
697,697,0,3ffc03fffffffa04e9c503c4e9c503c4e9c503c4e9c503c503c4e994e99503c4e99503c4e99503c,4e99503c,4e99503c,4e99503c,503c4e99,4e9c503c,4e9c503c,4e9c503c,4e9c503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
698,698,0,3ffc03fffffffa04e9d503c4e9d503c4e9d503c4e9d503c503c4e9a4e9a503c4e9a503c4e9a503c,4e9a503c,4e9a503c,4e9a503c,503c4e9a,4e9d503c,4e9d503c,4e9d503c,4e9d503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
699,699,0,3ffc03ffffffeb04e9e503c4e9e503c4e9e503c4e9e503c503c4e9b4e9b503c4e9b503c4e9b503c,4e9b503c,4e9b503c,4e9b503c,503c4e9b,4e9e503c,4e9e503c,4e9e503c,4e9e503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
700,700,0,3ffc03ffffffeb04e9f503c4e9f503c4e9f503c4e9f503c503c4e9c4e9c503c4e9c503c4e9c503c,4e9c503c,4e9c503c,4e9c503c,503c4e9c,4e9f503c,4e9f503c,4e9f503c,4e9f503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
701,701,0,3ffc03ffffffea04ea0503c4ea0503c4ea0503c4ea0503c503c4e9d4e9d503c4e9d503c4e9d503c,4e9d503c,4e9d503c,4e9d503c,503c4e9d,4ea0503c,4ea0503c,4ea0503c,4ea0503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
702,702,0,3ffc03fffffffa04ea1503c4ea1503c4ea1503c4ea1503c503c4e9e4e9e503c4e9e503c4e9e503c,4e9e503c,4e9e503c,4e9e503c,503c4e9e,4ea1503c,4ea1503c,4ea1503c,4ea1503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
703,703,0,3ffc03fffffffa04ea2503c4ea2503c4ea2503c4ea2503c503c4e9f4e9f503c4e9f503c4e9f503c,4e9f503c,4e9f503c,4e9f503c,503c4e9f,4ea2503c,4ea2503c,4ea2503c,4ea2503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
704,704,0,3ffc03ffffffeb04ea3503c4ea3503c4ea3503c4ea3503c503c4ea04ea0503c4ea0503c4ea0503c,4ea0503c,4ea0503c,4ea0503c,503c4ea0,4ea3503c,4ea3503c,4ea3503c,4ea3503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
705,705,0,3ffc03ffffffeb04ea4503c4ea4503c4ea4503c4ea4503c503c4ea14ea1503c4ea1503c4ea1503c,4ea1503c,4ea1503c,4ea1503c,503c4ea1,4ea4503c,4ea4503c,4ea4503c,4ea4503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
706,706,0,3ffc03ffffffea04ea5503c4ea5503c4ea5503c4ea5503c503c4ea24ea2503c4ea2503c4ea2503c,4ea2503c,4ea2503c,4ea2503c,503c4ea2,4ea5503c,4ea5503c,4ea5503c,4ea5503c,0,0,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
707,707,0,3ffc03fffffffa04ea6503c4ea6503c4ea6503c4ea6503c503c4ea34ea3503c4ea3503c4ea3503c,4ea3503c,4ea3503c,4ea3503c,503c4ea3,4ea6503c,4ea6503c,4ea6503c,4ea6503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
708,708,0,3ffc03fffffffa04ea7503c4ea7503c4ea7503c4ea7503c503c4ea44ea4503c4ea4503c4ea4503c,4ea4503c,4ea4503c,4ea4503c,503c4ea4,4ea7503c,4ea7503c,4ea7503c,4ea7503c,0,0,1,0,1,1,1,f,f,f,f,f,0,0,f,f,f
709,709,0,3ffc03ffffffeb04ea8503c4ea8503c4ea8503c4ea8503c503c4ea54ea5503c4ea5503c4ea5503c,4ea5503c,4ea5503c,4ea5503c,503c4ea5,4ea8503c,4ea8503c,4ea8503c,4ea8503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
710,710,0,3ffc03ffffffeb04ea9503c4ea9503c4ea9503c4ea9503c503c4ea64ea6503c4ea6503c4ea6503c,4ea6503c,4ea6503c,4ea6503c,503c4ea6,4ea9503c,4ea9503c,4ea9503c,4ea9503c,0,1,1,0,1,0,1,f,f,f,f,f,0,0,f,f,f
