Sample in Buffer,Sample in Window,TRIGGER,ila_data[265:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
246,246,0,2a0bdc9f586bdc9f586bdc9f586bdc9f586bdc9f583bdc9f583bdc9f583bdc9f583,bdc9f583,bdc9f583,bdc9f583,bdc9f583,bdc9f586,bdc9f586,bdc9f586,bdc9f586,0,0,1,0,1,0,1
247,247,0,3b0bdc9f587bdc9f587bdc9f587bdc9f587bdc9f584bdc9f584bdc9f584bdc9f584,bdc9f584,bdc9f584,bdc9f584,bdc9f584,bdc9f587,bdc9f587,bdc9f587,bdc9f587,0,1,1,0,1,1,1
248,248,0,3b0bdc9f588bdc9f588bdc9f588bdc9f588bdc9f585bdc9f585bdc9f585bdc9f585,bdc9f585,bdc9f585,bdc9f585,bdc9f585,bdc9f588,bdc9f588,bdc9f588,bdc9f588,0,1,1,0,1,1,1
249,249,0,3b0bdc9f589bdc9f589bdc9f589bdc9f589bdc9f586bdc9f586bdc9f586bdc9f586,bdc9f586,bdc9f586,bdc9f586,bdc9f586,bdc9f589,bdc9f589,bdc9f589,bdc9f589,0,1,1,0,1,1,1
250,250,0,2a0bdc9f58abdc9f58abdc9f58abdc9f58abdc9f587bdc9f587bdc9f587bdc9f587,bdc9f587,bdc9f587,bdc9f587,bdc9f587,bdc9f58a,bdc9f58a,bdc9f58a,bdc9f58a,0,0,1,0,1,0,1
251,251,0,2a0bdc9f58bbdc9f58bbdc9f58bbdc9f58bbdc9f588bdc9f588bdc9f588bdc9f588,bdc9f588,bdc9f588,bdc9f588,bdc9f588,bdc9f58b,bdc9f58b,bdc9f58b,bdc9f58b,0,0,1,0,1,0,1
252,252,0,3b0bdc9f58cbdc9f58cbdc9f58cbdc9f58cbdc9f589bdc9f589bdc9f589bdc9f589,bdc9f589,bdc9f589,bdc9f589,bdc9f589,bdc9f58c,bdc9f58c,bdc9f58c,bdc9f58c,0,1,1,0,1,1,1
253,253,0,3b0bdc9f58dbdc9f58dbdc9f58dbdc9f58dbdc9f58abdc9f58abdc9f58abdc9f58a,bdc9f58a,bdc9f58a,bdc9f58a,bdc9f58a,bdc9f58d,bdc9f58d,bdc9f58d,bdc9f58d,0,1,1,0,1,1,1
254,254,0,3b0bdc9f58ebdc9f58ebdc9f58ebdc9f58ebdc9f58bbdc9f58bbdc9f58bbdc9f58b,bdc9f58b,bdc9f58b,bdc9f58b,bdc9f58b,bdc9f58e,bdc9f58e,bdc9f58e,bdc9f58e,0,1,1,0,1,1,1
255,255,0,2a0bdc9f58fbdc9f58fbdc9f58fbdc9f58fbdc9f58cbdc9f58cbdc9f58cbdc9f58c,bdc9f58c,bdc9f58c,bdc9f58c,bdc9f58c,bdc9f58f,bdc9f58f,bdc9f58f,bdc9f58f,0,0,1,0,1,0,1
256,256,0,2a0bdc9f590bdc9f590bdc9f590bdc9f590bdc9f58dbdc9f58dbdc9f58dbdc9f58d,bdc9f58d,bdc9f58d,bdc9f58d,bdc9f58d,bdc9f590,bdc9f590,bdc9f590,bdc9f590,0,0,1,0,1,0,1
257,257,0,3b0bdc9f591bdc9f591bdc9f591bdc9f591bdc9f58ebdc9f58ebdc9f58ebdc9f58e,bdc9f58e,bdc9f58e,bdc9f58e,bdc9f58e,bdc9f591,bdc9f591,bdc9f591,bdc9f591,0,1,1,0,1,1,1
258,258,0,3b0bdc9f592bdc9f592bdc9f592bdc9f592bdc9f58fbdc9f58fbdc9f58fbdc9f58f,bdc9f58f,bdc9f58f,bdc9f58f,bdc9f58f,bdc9f592,bdc9f592,bdc9f592,bdc9f592,0,1,1,0,1,1,1
259,259,0,3b0bdc9f593bdc9f593bdc9f593bdc9f593bdc9f590bdc9f590bdc9f590bdc9f590,bdc9f590,bdc9f590,bdc9f590,bdc9f590,bdc9f593,bdc9f593,bdc9f593,bdc9f593,0,1,1,0,1,1,1
260,260,0,2a0bdc9f594bdc9f594bdc9f594bdc9f594bdc9f591bdc9f591bdc9f591bdc9f591,bdc9f591,bdc9f591,bdc9f591,bdc9f591,bdc9f594,bdc9f594,bdc9f594,bdc9f594,0,0,1,0,1,0,1
261,261,0,2a0bdc9f595bdc9f595bdc9f595bdc9f595bdc9f592bdc9f592bdc9f592bdc9f592,bdc9f592,bdc9f592,bdc9f592,bdc9f592,bdc9f595,bdc9f595,bdc9f595,bdc9f595,0,0,1,0,1,0,1
262,262,0,3b0bdc9f596bdc9f596bdc9f596bdc9f596bdc9f593bdc9f593bdc9f593bdc9f593,bdc9f593,bdc9f593,bdc9f593,bdc9f593,bdc9f596,bdc9f596,bdc9f596,bdc9f596,0,1,1,0,1,1,1
263,263,0,3b0bdc9f597bdc9f597bdc9f597bdc9f597bdc9f594bdc9f594bdc9f594bdc9f594,bdc9f594,bdc9f594,bdc9f594,bdc9f594,bdc9f597,bdc9f597,bdc9f597,bdc9f597,0,1,1,0,1,1,1
264,264,0,3b0bdc9f598bdc9f598bdc9f598bdc9f598bdc9f595bdc9f595bdc9f595bdc9f595,bdc9f595,bdc9f595,bdc9f595,bdc9f595,bdc9f598,bdc9f598,bdc9f598,bdc9f598,0,1,1,0,1,1,1
265,265,0,2a0bdc9f599bdc9f599bdc9f599bdc9f599bdc9f596bdc9f596bdc9f596bdc9f596,bdc9f596,bdc9f596,bdc9f596,bdc9f596,bdc9f599,bdc9f599,bdc9f599,bdc9f599,0,0,1,0,1,0,1
266,266,0,2a0bdc9f59abdc9f59abdc9f59abdc9f59abdc9f597bdc9f597bdc9f597bdc9f597,bdc9f597,bdc9f597,bdc9f597,bdc9f597,bdc9f59a,bdc9f59a,bdc9f59a,bdc9f59a,0,0,1,0,1,0,1
267,267,0,3b0bdc9f59bbdc9f59bbdc9f59bbdc9f59bbdc9f598bdc9f598bdc9f598bdc9f598,bdc9f598,bdc9f598,bdc9f598,bdc9f598,bdc9f59b,bdc9f59b,bdc9f59b,bdc9f59b,0,1,1,0,1,1,1
268,268,0,3b0bdc9f59cbdc9f59cbdc9f59cbdc9f59cbdc9f599bdc9f599bdc9f599bdc9f599,bdc9f599,bdc9f599,bdc9f599,bdc9f599,bdc9f59c,bdc9f59c,bdc9f59c,bdc9f59c,0,1,1,0,1,1,1
269,269,0,3b0bdc9f59dbdc9f59dbdc9f59dbdc9f59dbdc9f59abdc9f59abdc9f59abdc9f59a,bdc9f59a,bdc9f59a,bdc9f59a,bdc9f59a,bdc9f59d,bdc9f59d,bdc9f59d,bdc9f59d,0,1,1,0,1,1,1
270,270,0,2a0bdc9f59ebdc9f59ebdc9f59ebdc9f59ebdc9f59bbdc9f59bbdc9f59bbdc9f59b,bdc9f59b,bdc9f59b,bdc9f59b,bdc9f59b,bdc9f59e,bdc9f59e,bdc9f59e,bdc9f59e,0,0,1,0,1,0,1
271,271,0,2a0bdc9f59fbdc9f59fbdc9f59fbdc9f59fbdc9f59cbdc9f59cbdc9f59cbdc9f59c,bdc9f59c,bdc9f59c,bdc9f59c,bdc9f59c,bdc9f59f,bdc9f59f,bdc9f59f,bdc9f59f,0,0,1,0,1,0,1
272,272,0,3b0bdc9f5a0bdc9f5a0bdc9f5a0bdc9f5a0bdc9f59dbdc9f59dbdc9f59dbdc9f59d,bdc9f59d,bdc9f59d,bdc9f59d,bdc9f59d,bdc9f5a0,bdc9f5a0,bdc9f5a0,bdc9f5a0,0,1,1,0,1,1,1
273,273,0,3b0bdc9f5a1bdc9f5a1bdc9f5a1bdc9f5a1bdc9f59ebdc9f59ebdc9f59ebdc9f59e,bdc9f59e,bdc9f59e,bdc9f59e,bdc9f59e,bdc9f5a1,bdc9f5a1,bdc9f5a1,bdc9f5a1,0,1,1,0,1,1,1
274,274,0,3b0bdc9f5a2bdc9f5a2bdc9f5a2bdc9f5a2bdc9f59fbdc9f59fbdc9f59fbdc9f59f,bdc9f59f,bdc9f59f,bdc9f59f,bdc9f59f,bdc9f5a2,bdc9f5a2,bdc9f5a2,bdc9f5a2,0,1,1,0,1,1,1
275,275,0,2a0bdc9f5a3bdc9f5a3bdc9f5a3bdc9f5a3bdc9f5a0bdc9f5a0bdc9f5a0bdc9f5a0,bdc9f5a0,bdc9f5a0,bdc9f5a0,bdc9f5a0,bdc9f5a3,bdc9f5a3,bdc9f5a3,bdc9f5a3,0,0,1,0,1,0,1
276,276,0,2a0bdc9f5a4bdc9f5a4bdc9f5a4bdc9f5a4bdc9f5a1bdc9f5a1bdc9f5a1bdc9f5a1,bdc9f5a1,bdc9f5a1,bdc9f5a1,bdc9f5a1,bdc9f5a4,bdc9f5a4,bdc9f5a4,bdc9f5a4,0,0,1,0,1,0,1
277,277,0,3b0bdc9f5a5bdc9f5a5bdc9f5a5bdc9f5a5bdc9f5a2bdc9f5a2bdc9f5a2bdc9f5a2,bdc9f5a2,bdc9f5a2,bdc9f5a2,bdc9f5a2,bdc9f5a5,bdc9f5a5,bdc9f5a5,bdc9f5a5,0,1,1,0,1,1,1
278,278,0,3b0bdc9f5a6bdc9f5a6bdc9f5a6bdc9f5a6bdc9f5a3bdc9f5a3bdc9f5a3bdc9f5a3,bdc9f5a3,bdc9f5a3,bdc9f5a3,bdc9f5a3,bdc9f5a6,bdc9f5a6,bdc9f5a6,bdc9f5a6,0,1,1,0,1,1,1
279,279,0,3b0bdc9f5a7bdc9f5a7bdc9f5a7bdc9f5a7bdc9f5a4bdc9f5a4bdc9f5a4bdc9f5a4,bdc9f5a4,bdc9f5a4,bdc9f5a4,bdc9f5a4,bdc9f5a7,bdc9f5a7,bdc9f5a7,bdc9f5a7,0,1,1,0,1,1,1
280,280,0,2a0bdc9f5a8bdc9f5a8bdc9f5a8bdc9f5a8bdc9f5a5bdc9f5a5bdc9f5a5bdc9f5a5,bdc9f5a5,bdc9f5a5,bdc9f5a5,bdc9f5a5,bdc9f5a8,bdc9f5a8,bdc9f5a8,bdc9f5a8,0,0,1,0,1,0,1
281,281,0,2a0bdc9f5a9bdc9f5a9bdc9f5a9bdc9f5a9bdc9f5a6bdc9f5a6bdc9f5a6bdc9f5a6,bdc9f5a6,bdc9f5a6,bdc9f5a6,bdc9f5a6,bdc9f5a9,bdc9f5a9,bdc9f5a9,bdc9f5a9,0,0,1,0,1,0,1
282,282,0,3b0bdc9f5aabdc9f5aabdc9f5aabdc9f5aabdc9f5a7bdc9f5a7bdc9f5a7bdc9f5a7,bdc9f5a7,bdc9f5a7,bdc9f5a7,bdc9f5a7,bdc9f5aa,bdc9f5aa,bdc9f5aa,bdc9f5aa,0,1,1,0,1,1,1
283,283,0,3b0bdc9f5abbdc9f5abbdc9f5abbdc9f5abbdc9f5a8bdc9f5a8bdc9f5a8bdc9f5a8,bdc9f5a8,bdc9f5a8,bdc9f5a8,bdc9f5a8,bdc9f5ab,bdc9f5ab,bdc9f5ab,bdc9f5ab,0,1,1,0,1,1,1
284,284,0,3b0bdc9f5acbdc9f5acbdc9f5acbdc9f5acbdc9f5a9bdc9f5a9bdc9f5a9bdc9f5a9,bdc9f5a9,bdc9f5a9,bdc9f5a9,bdc9f5a9,bdc9f5ac,bdc9f5ac,bdc9f5ac,bdc9f5ac,0,1,1,0,1,1,1
285,285,0,2a0bdc9f5adbdc9f5adbdc9f5adbdc9f5adbdc9f5aabdc9f5aabdc9f5aabdc9f5aa,bdc9f5aa,bdc9f5aa,bdc9f5aa,bdc9f5aa,bdc9f5ad,bdc9f5ad,bdc9f5ad,bdc9f5ad,0,0,1,0,1,0,1
286,286,0,2a0bdc9f5aebdc9f5aebdc9f5aebdc9f5aebdc9f5abbdc9f5abbdc9f5abbdc9f5ab,bdc9f5ab,bdc9f5ab,bdc9f5ab,bdc9f5ab,bdc9f5ae,bdc9f5ae,bdc9f5ae,bdc9f5ae,0,0,1,0,1,0,1
287,287,0,3b0bdc9f5afbdc9f5afbdc9f5afbdc9f5afbdc9f5acbdc9f5acbdc9f5acbdc9f5ac,bdc9f5ac,bdc9f5ac,bdc9f5ac,bdc9f5ac,bdc9f5af,bdc9f5af,bdc9f5af,bdc9f5af,0,1,1,0,1,1,1
288,288,0,3b0bdc9f5b0bdc9f5b0bdc9f5b0bdc9f5b0bdc9f5adbdc9f5adbdc9f5adbdc9f5ad,bdc9f5ad,bdc9f5ad,bdc9f5ad,bdc9f5ad,bdc9f5b0,bdc9f5b0,bdc9f5b0,bdc9f5b0,0,1,1,0,1,1,1
289,289,0,3b0bdc9f5b1bdc9f5b1bdc9f5b1bdc9f5b1bdc9f5aebdc9f5aebdc9f5aebdc9f5ae,bdc9f5ae,bdc9f5ae,bdc9f5ae,bdc9f5ae,bdc9f5b1,bdc9f5b1,bdc9f5b1,bdc9f5b1,0,1,1,0,1,1,1
290,290,0,2a0bdc9f5b2bdc9f5b2bdc9f5b2bdc9f5b2bdc9f5afbdc9f5afbdc9f5afbdc9f5af,bdc9f5af,bdc9f5af,bdc9f5af,bdc9f5af,bdc9f5b2,bdc9f5b2,bdc9f5b2,bdc9f5b2,0,0,1,0,1,0,1
291,291,0,2a0bdc9f5b3bdc9f5b3bdc9f5b3bdc9f5b3bdc9f5b0bdc9f5b0bdc9f5b0bdc9f5b0,bdc9f5b0,bdc9f5b0,bdc9f5b0,bdc9f5b0,bdc9f5b3,bdc9f5b3,bdc9f5b3,bdc9f5b3,0,0,1,0,1,0,1
292,292,0,3b0bdc9f5b4bdc9f5b4bdc9f5b4bdc9f5b4bdc9f5b1bdc9f5b1bdc9f5b1bdc9f5b1,bdc9f5b1,bdc9f5b1,bdc9f5b1,bdc9f5b1,bdc9f5b4,bdc9f5b4,bdc9f5b4,bdc9f5b4,0,1,1,0,1,1,1
293,293,0,3b0bdc9f5b5bdc9f5b5bdc9f5b5bdc9f5b5bdc9f5b2bdc9f5b2bdc9f5b2bdc9f5b2,bdc9f5b2,bdc9f5b2,bdc9f5b2,bdc9f5b2,bdc9f5b5,bdc9f5b5,bdc9f5b5,bdc9f5b5,0,1,1,0,1,1,1
294,294,0,3b0bdc9f5b6bdc9f5b6bdc9f5b6bdc9f5b6bdc9f5b3bdc9f5b3bdc9f5b3bdc9f5b3,bdc9f5b3,bdc9f5b3,bdc9f5b3,bdc9f5b3,bdc9f5b6,bdc9f5b6,bdc9f5b6,bdc9f5b6,0,1,1,0,1,1,1
295,295,0,2a0bdc9f5b7bdc9f5b7bdc9f5b7bdc9f5b7bdc9f5b4bdc9f5b4bdc9f5b4bdc9f5b4,bdc9f5b4,bdc9f5b4,bdc9f5b4,bdc9f5b4,bdc9f5b7,bdc9f5b7,bdc9f5b7,bdc9f5b7,0,0,1,0,1,0,1
296,296,0,2a0bdc9f5b8bdc9f5b8bdc9f5b8bdc9f5b8bdc9f5b5bdc9f5b5bdc9f5b5bdc9f5b5,bdc9f5b5,bdc9f5b5,bdc9f5b5,bdc9f5b5,bdc9f5b8,bdc9f5b8,bdc9f5b8,bdc9f5b8,0,0,1,0,1,0,1
297,297,0,3b0bdc9f5b9bdc9f5b9bdc9f5b9bdc9f5b9bdc9f5b6bdc9f5b6bdc9f5b6bdc9f5b6,bdc9f5b6,bdc9f5b6,bdc9f5b6,bdc9f5b6,bdc9f5b9,bdc9f5b9,bdc9f5b9,bdc9f5b9,0,1,1,0,1,1,1
298,298,0,3b0bdc9f5babdc9f5babdc9f5babdc9f5babdc9f5b7bdc9f5b7bdc9f5b7bdc9f5b7,bdc9f5b7,bdc9f5b7,bdc9f5b7,bdc9f5b7,bdc9f5ba,bdc9f5ba,bdc9f5ba,bdc9f5ba,0,1,1,0,1,1,1
299,299,0,3b0bdc9f5bbbdc9f5bbbdc9f5bbbdc9f5bbbdc9f5b8bdc9f5b8bdc9f5b8bdc9f5b8,bdc9f5b8,bdc9f5b8,bdc9f5b8,bdc9f5b8,bdc9f5bb,bdc9f5bb,bdc9f5bb,bdc9f5bb,0,1,1,0,1,1,1
300,300,0,2a0bdc9f5bcbdc9f5bcbdc9f5bcbdc9f5bcbdc9f5b9bdc9f5b9bdc9f5b9bdc9f5b9,bdc9f5b9,bdc9f5b9,bdc9f5b9,bdc9f5b9,bdc9f5bc,bdc9f5bc,bdc9f5bc,bdc9f5bc,0,0,1,0,1,0,1
301,301,0,2a0bdc9f5bdbdc9f5bdbdc9f5bdbdc9f5bdbdc9f5babdc9f5babdc9f5babdc9f5ba,bdc9f5ba,bdc9f5ba,bdc9f5ba,bdc9f5ba,bdc9f5bd,bdc9f5bd,bdc9f5bd,bdc9f5bd,0,0,1,0,1,0,1
302,302,0,3b0bdc9f5bebdc9f5bebdc9f5bebdc9f5bebdc9f5bbbdc9f5bbbdc9f5bbbdc9f5bb,bdc9f5bb,bdc9f5bb,bdc9f5bb,bdc9f5bb,bdc9f5be,bdc9f5be,bdc9f5be,bdc9f5be,0,1,1,0,1,1,1
303,303,0,3b0bdc9f5bfbdc9f5bfbdc9f5bfbdc9f5bfbdc9f5bcbdc9f5bcbdc9f5bcbdc9f5bc,bdc9f5bc,bdc9f5bc,bdc9f5bc,bdc9f5bc,bdc9f5bf,bdc9f5bf,bdc9f5bf,bdc9f5bf,0,1,1,0,1,1,1
304,304,0,3b0bdc9f5c0bdc9f5c0bdc9f5c0bdc9f5c0bdc9f5bdbdc9f5bdbdc9f5bdbdc9f5bd,bdc9f5bd,bdc9f5bd,bdc9f5bd,bdc9f5bd,bdc9f5c0,bdc9f5c0,bdc9f5c0,bdc9f5c0,0,1,1,0,1,1,1
305,305,0,2a0bdc9f5c1bdc9f5c1bdc9f5c1bdc9f5c1bdc9f5bebdc9f5bebdc9f5bebdc9f5be,bdc9f5be,bdc9f5be,bdc9f5be,bdc9f5be,bdc9f5c1,bdc9f5c1,bdc9f5c1,bdc9f5c1,0,0,1,0,1,0,1
306,306,0,2a0bdc9f5c2bdc9f5c2bdc9f5c2bdc9f5c2bdc9f5bfbdc9f5bfbdc9f5bfbdc9f5bf,bdc9f5bf,bdc9f5bf,bdc9f5bf,bdc9f5bf,bdc9f5c2,bdc9f5c2,bdc9f5c2,bdc9f5c2,0,0,1,0,1,0,1
307,307,0,3b0bdc9f5c3bdc9f5c3bdc9f5c3bdc9f5c3bdc9f5c0bdc9f5c0bdc9f5c0bdc9f5c0,bdc9f5c0,bdc9f5c0,bdc9f5c0,bdc9f5c0,bdc9f5c3,bdc9f5c3,bdc9f5c3,bdc9f5c3,0,1,1,0,1,1,1
308,308,0,3b0bdc9f5c4bdc9f5c4bdc9f5c4bdc9f5c4bdc9f5c1bdc9f5c1bdc9f5c1bdc9f5c1,bdc9f5c1,bdc9f5c1,bdc9f5c1,bdc9f5c1,bdc9f5c4,bdc9f5c4,bdc9f5c4,bdc9f5c4,0,1,1,0,1,1,1
309,309,0,3b0bdc9f5c5bdc9f5c5bdc9f5c5bdc9f5c5bdc9f5c2bdc9f5c2bdc9f5c2bdc9f5c2,bdc9f5c2,bdc9f5c2,bdc9f5c2,bdc9f5c2,bdc9f5c5,bdc9f5c5,bdc9f5c5,bdc9f5c5,0,1,1,0,1,1,1
310,310,0,2a0bdc9f5c6bdc9f5c6bdc9f5c6bdc9f5c6bdc9f5c3bdc9f5c3bdc9f5c3bdc9f5c3,bdc9f5c3,bdc9f5c3,bdc9f5c3,bdc9f5c3,bdc9f5c6,bdc9f5c6,bdc9f5c6,bdc9f5c6,0,0,1,0,1,0,1
311,311,0,2a0bdc9f5c7bdc9f5c7bdc9f5c7bdc9f5c7bdc9f5c4bdc9f5c4bdc9f5c4bdc9f5c4,bdc9f5c4,bdc9f5c4,bdc9f5c4,bdc9f5c4,bdc9f5c7,bdc9f5c7,bdc9f5c7,bdc9f5c7,0,0,1,0,1,0,1
312,312,0,3b0bdc9f5c8bdc9f5c8bdc9f5c8bdc9f5c8bdc9f5c5bdc9f5c5bdc9f5c5bdc9f5c5,bdc9f5c5,bdc9f5c5,bdc9f5c5,bdc9f5c5,bdc9f5c8,bdc9f5c8,bdc9f5c8,bdc9f5c8,0,1,1,0,1,1,1
313,313,0,3b0bdc9f5c9bdc9f5c9bdc9f5c9bdc9f5c9bdc9f5c6bdc9f5c6bdc9f5c6bdc9f5c6,bdc9f5c6,bdc9f5c6,bdc9f5c6,bdc9f5c6,bdc9f5c9,bdc9f5c9,bdc9f5c9,bdc9f5c9,0,1,1,0,1,1,1
314,314,0,3b0bdc9f5cabdc9f5cabdc9f5cabdc9f5cabdc9f5c7bdc9f5c7bdc9f5c7bdc9f5c7,bdc9f5c7,bdc9f5c7,bdc9f5c7,bdc9f5c7,bdc9f5ca,bdc9f5ca,bdc9f5ca,bdc9f5ca,0,1,1,0,1,1,1
315,315,0,2a0bdc9f5cbbdc9f5cbbdc9f5cbbdc9f5cbbdc9f5c8bdc9f5c8bdc9f5c8bdc9f5c8,bdc9f5c8,bdc9f5c8,bdc9f5c8,bdc9f5c8,bdc9f5cb,bdc9f5cb,bdc9f5cb,bdc9f5cb,0,0,1,0,1,0,1
316,316,0,2a0bdc9f5ccbdc9f5ccbdc9f5ccbdc9f5ccbdc9f5c9bdc9f5c9bdc9f5c9bdc9f5c9,bdc9f5c9,bdc9f5c9,bdc9f5c9,bdc9f5c9,bdc9f5cc,bdc9f5cc,bdc9f5cc,bdc9f5cc,0,0,1,0,1,0,1
317,317,0,3b0bdc9f5cdbdc9f5cdbdc9f5cdbdc9f5cdbdc9f5cabdc9f5cabdc9f5cabdc9f5ca,bdc9f5ca,bdc9f5ca,bdc9f5ca,bdc9f5ca,bdc9f5cd,bdc9f5cd,bdc9f5cd,bdc9f5cd,0,1,1,0,1,1,1
318,318,0,3b0bdc9f5cebdc9f5cebdc9f5cebdc9f5cebdc9f5cbbdc9f5cbbdc9f5cbbdc9f5cb,bdc9f5cb,bdc9f5cb,bdc9f5cb,bdc9f5cb,bdc9f5ce,bdc9f5ce,bdc9f5ce,bdc9f5ce,0,1,1,0,1,1,1
319,319,0,3b0bdc9f5cfbdc9f5cfbdc9f5cfbdc9f5cfbdc9f5ccbdc9f5ccbdc9f5ccbdc9f5cc,bdc9f5cc,bdc9f5cc,bdc9f5cc,bdc9f5cc,bdc9f5cf,bdc9f5cf,bdc9f5cf,bdc9f5cf,0,1,1,0,1,1,1
320,320,0,2a0bdc9f5d0bdc9f5d0bdc9f5d0bdc9f5d0bdc9f5cdbdc9f5cdbdc9f5cdbdc9f5cd,bdc9f5cd,bdc9f5cd,bdc9f5cd,bdc9f5cd,bdc9f5d0,bdc9f5d0,bdc9f5d0,bdc9f5d0,0,0,1,0,1,0,1
321,321,0,2a0bdc9f5d1bdc9f5d1bdc9f5d1bdc9f5d1bdc9f5cebdc9f5cebdc9f5cebdc9f5ce,bdc9f5ce,bdc9f5ce,bdc9f5ce,bdc9f5ce,bdc9f5d1,bdc9f5d1,bdc9f5d1,bdc9f5d1,0,0,1,0,1,0,1
322,322,0,3b0bdc9f5d2bdc9f5d2bdc9f5d2bdc9f5d2bdc9f5cfbdc9f5cfbdc9f5cfbdc9f5cf,bdc9f5cf,bdc9f5cf,bdc9f5cf,bdc9f5cf,bdc9f5d2,bdc9f5d2,bdc9f5d2,bdc9f5d2,0,1,1,0,1,1,1
323,323,0,3b0bdc9f5d3bdc9f5d3bdc9f5d3bdc9f5d3bdc9f5d0bdc9f5d0bdc9f5d0bdc9f5d0,bdc9f5d0,bdc9f5d0,bdc9f5d0,bdc9f5d0,bdc9f5d3,bdc9f5d3,bdc9f5d3,bdc9f5d3,0,1,1,0,1,1,1
324,324,0,3b0bdc9f5d4bdc9f5d4bdc9f5d4bdc9f5d4bdc9f5d1bdc9f5d1bdc9f5d1bdc9f5d1,bdc9f5d1,bdc9f5d1,bdc9f5d1,bdc9f5d1,bdc9f5d4,bdc9f5d4,bdc9f5d4,bdc9f5d4,0,1,1,0,1,1,1
325,325,0,2a0bdc9f5d5bdc9f5d5bdc9f5d5bdc9f5d5bdc9f5d2bdc9f5d2bdc9f5d2bdc9f5d2,bdc9f5d2,bdc9f5d2,bdc9f5d2,bdc9f5d2,bdc9f5d5,bdc9f5d5,bdc9f5d5,bdc9f5d5,0,0,1,0,1,0,1
326,326,0,2a0bdc9f5d6bdc9f5d6bdc9f5d6bdc9f5d6bdc9f5d3bdc9f5d3bdc9f5d3bdc9f5d3,bdc9f5d3,bdc9f5d3,bdc9f5d3,bdc9f5d3,bdc9f5d6,bdc9f5d6,bdc9f5d6,bdc9f5d6,0,0,1,0,1,0,1
327,327,0,3b0bdc9f5d7bdc9f5d7bdc9f5d7bdc9f5d7bdc9f5d4bdc9f5d4bdc9f5d4bdc9f5d4,bdc9f5d4,bdc9f5d4,bdc9f5d4,bdc9f5d4,bdc9f5d7,bdc9f5d7,bdc9f5d7,bdc9f5d7,0,1,1,0,1,1,1
328,328,0,3b0bdc9f5d8bdc9f5d8bdc9f5d8bdc9f5d8bdc9f5d5bdc9f5d5bdc9f5d5bdc9f5d5,bdc9f5d5,bdc9f5d5,bdc9f5d5,bdc9f5d5,bdc9f5d8,bdc9f5d8,bdc9f5d8,bdc9f5d8,0,1,1,0,1,1,1
329,329,0,3b0bdc9f5d9bdc9f5d9bdc9f5d9bdc9f5d9bdc9f5d6bdc9f5d6bdc9f5d6bdc9f5d6,bdc9f5d6,bdc9f5d6,bdc9f5d6,bdc9f5d6,bdc9f5d9,bdc9f5d9,bdc9f5d9,bdc9f5d9,0,1,1,0,1,1,1
330,330,0,2a0bdc9f5dabdc9f5dabdc9f5dabdc9f5dabdc9f5d7bdc9f5d7bdc9f5d7bdc9f5d7,bdc9f5d7,bdc9f5d7,bdc9f5d7,bdc9f5d7,bdc9f5da,bdc9f5da,bdc9f5da,bdc9f5da,0,0,1,0,1,0,1
331,331,0,2a0bdc9f5dbbdc9f5dbbdc9f5dbbdc9f5dbbdc9f5d8bdc9f5d8bdc9f5d8bdc9f5d8,bdc9f5d8,bdc9f5d8,bdc9f5d8,bdc9f5d8,bdc9f5db,bdc9f5db,bdc9f5db,bdc9f5db,0,0,1,0,1,0,1
332,332,0,3b0bdc9f5dcbdc9f5dcbdc9f5dcbdc9f5dcbdc9f5d9bdc9f5d9bdc9f5d9bdc9f5d9,bdc9f5d9,bdc9f5d9,bdc9f5d9,bdc9f5d9,bdc9f5dc,bdc9f5dc,bdc9f5dc,bdc9f5dc,0,1,1,0,1,1,1
333,333,0,3b0bdc9f5ddbdc9f5ddbdc9f5ddbdc9f5ddbdc9f5dabdc9f5dabdc9f5dabdc9f5da,bdc9f5da,bdc9f5da,bdc9f5da,bdc9f5da,bdc9f5dd,bdc9f5dd,bdc9f5dd,bdc9f5dd,0,1,1,0,1,1,1
334,334,0,3b0bdc9f5debdc9f5debdc9f5debdc9f5debdc9f5dbbdc9f5dbbdc9f5dbbdc9f5db,bdc9f5db,bdc9f5db,bdc9f5db,bdc9f5db,bdc9f5de,bdc9f5de,bdc9f5de,bdc9f5de,0,1,1,0,1,1,1
335,335,0,2a0bdc9f5dfbdc9f5dfbdc9f5dfbdc9f5dfbdc9f5dcbdc9f5dcbdc9f5dcbdc9f5dc,bdc9f5dc,bdc9f5dc,bdc9f5dc,bdc9f5dc,bdc9f5df,bdc9f5df,bdc9f5df,bdc9f5df,0,0,1,0,1,0,1
