Sample in Buffer,Sample in Window,TRIGGER,ila_data[865:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,gtwiz_userclk_tx_reset_int,gtwiz_userclk_tx_usrclk_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtwiz_userclk_rx_reset_int,gtwiz_userclk_rx_usrclk_int,gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,drpaddr_int[35:0],drpclk_int[3:0],drpdi_int[3:0],drpen_int[3:0],drpwe_int[3:0],eyescanreset_int[3:0],rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxrate_int[11:0],tx8b10ben_int[3:0],txdiffctrl_int[15:0],txpostcursor_int[19:0],txprecursor_int[19:0],drpdo_int[63:0],drprdy_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0]
9,9,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fa2b06774503c6774503c6774503c6774503c8eb0c3228eb0c3228eb0c322f2b0c373,f2b0c373,8eb0c322,8eb0c322,8eb0c322,6774503c,6774503c,6774503c,6774503c,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
10,10,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fb2b033ba503c33ba503c33ba503c33ba503c63b0c35163b0c35163b0c351a8b0c3e1,a8b0c3e1,63b0c351,63b0c351,63b0c351,33ba503c,33ba503c,33ba503c,33ba503c,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
11,11,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002ebbb099dd503c99dd503c99dd503c99dd503c5eb0c3b75eb0c3b75eb0c3b7c4b0c370,c4b0c370,5eb0c3b7,5eb0c3b7,5eb0c3b7,99dd503c,99dd503c,99dd503c,99dd503c,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
12,12,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e3ba04cef503c4cef503c4cee503c4cfe503cbfb0c3d4bfb0c3d4bfb0c3d48db0c3d8,8db0c3d8,bfb0c3d4,bfb0c3d4,bfb0c3d4,4cfe503c,4cee503c,4cef503c,4cef503c,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
13,13,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e22a04b1b503c4b1b503c4b1b503c4b1b503ccfb0c38acfb0c38acfb0c38a36b0c303,36b0c303,cfb0c38a,cfb0c38a,cfb0c38a,4b1b503c,4b1b503c,4b1b503c,4b1b503c,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
14,14,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fa2b0a58d503ca58d503ca58d503ca58d503c17b0c33517b0c33517b0c33564b0c391,64b0c391,17b0c335,17b0c335,17b0c335,a58d503c,a58d503c,a58d503c,a58d503c,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
15,15,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fb2b0d2c6503cd2c6503cd2c6503cd2c6503c6cb0c3a46cb0c3a46cb0c3a414b0c3fa,14b0c3fa,6cb0c3a4,6cb0c3a4,6cb0c3a4,d2c6503c,d2c6503c,d2c6503c,d2c6503c,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
16,16,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002ebbb0e963503ce963503ce963503ce963503c46b0c34246b0c34246b0c3429ab0c3ed,9ab0c3ed,46b0c342,46b0c342,46b0c342,e963503c,e963503c,e963503c,e963503c,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
17,17,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e3ba074b1503c74b1503c74a5503c75a1503ca3b0c32ea3b0c32ea3b0c32e22b0c3e6,22b0c3e6,a3b0c32e,a3b0c32e,a3b0c32e,75a1503c,74a5503c,74b1503c,74b1503c,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
18,18,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e22a0ded6503cded6503cded6503cded6503c51b0c36851b0c36851b0c368e1b0c363,e1b0c363,51b0c368,51b0c368,51b0c368,ded6503c,ded6503c,ded6503c,ded6503c,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
19,19,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fa2b06f6b503c6f6b503c6f6b503c6f6b503cb7b0c3cbb7b0c3cbb7b0c3cb70b0c35e,70b0c35e,b7b0c3cb,b7b0c3cb,b7b0c3cb,6f6b503c,6f6b503c,6f6b503c,6f6b503c,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
20,20,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fb2b037b5503c37b5503c37b5503c37b5503cc7b0c395c7b0c395c7b0c395d4b0c385,d4b0c385,c7b0c395,c7b0c395,c7b0c395,37b5503c,37b5503c,37b5503c,37b5503c,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
21,21,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002ebbb01bda503c1bda503c1bda503c1bda503c0cb0c33a0cb0c33a0cb0c33a8ab0c332,8ab0c332,0cb0c33a,0cb0c33a,0cb0c33a,1bda503c,1bda503c,1bda503c,1bda503c,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
22,22,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e3ba08ded503cada5503cadd9503c8cfd503c96b0c3e296b0c3e296b0c3e235b0c3f9,35b0c3f9,96b0c3e2,96b0c3e2,96b0c3e2,8cfd503c,add9503c,ada5503c,8ded503c,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
23,23,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e22a0b648503cb648503cb648503cb648503ca4b0c3eea4b0c3eea4b0c3eefab0c36c,fab0c36c,a4b0c3ee,a4b0c3ee,a4b0c3ee,b648503c,b648503c,b648503c,b648503c,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
24,24,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fa2b05b24503c5b24503c5b24503c5b24503c42b0c37842b0c37842b0c378edb0c346,edb0c346,42b0c378,42b0c378,42b0c378,5b24503c,5b24503c,5b24503c,5b24503c,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
25,25,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fb2b0ad92503cad92503cad92503cad92503cb0b0c321b0b0c321b0b0c3212eb0c3c3,2eb0c3c3,b0b0c321,b0b0c321,b0b0c321,ad92503c,ad92503c,ad92503c,ad92503c,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
26,26,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002ebbb0d6c9503cd6c9503cd6c9503cd6c9503cc8b0c360c8b0c360c8b0c36068b0c39e,68b0c39e,c8b0c360,c8b0c360,c8b0c360,d6c9503c,d6c9503c,d6c9503c,d6c9503c,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
27,27,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e3ba06b65503c4b27503c4b57503c6a74503c0bb0c3d00bb0c3d00bb0c3d0cbb0c3af,cbb0c3af,0bb0c3d0,0bb0c3d0,0bb0c3d0,6a74503c,4b57503c,4b27503c,6b65503c,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
28,28,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e22a0470b503c470b503c470b503c470b503c95b0c31895b0c31895b0c31885b0c3c7,85b0c3c7,95b0c318,95b0c318,95b0c318,470b503c,470b503c,470b503c,470b503c,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
29,29,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fa2b02385503c2385503c2385503c2385503c3ab0c3133ab0c3133ab0c31332b0c30c,32b0c30c,3ab0c313,3ab0c313,3ab0c313,2385503c,2385503c,2385503c,2385503c,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
30,30,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002fb2b091c2503c91c2503c91c2503c91c2503c08b0c31f08b0c31f08b0c31fe2b0c399,e2b0c399,08b0c31f,08b0c31f,08b0c31f,91c2503c,91c2503c,91c2503c,91c2503c,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
31,31,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002ebbb048e1503c48e1503c48e1503c48e1503c04b0c30f04b0c30f04b0c30feeb0c3bc,eeb0c3bc,04b0c30f,04b0c30f,04b0c30f,48e1503c,48e1503c,48e1503c,48e1503c,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
32,32,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00038160b0002e3ba02473503c2473503c3457503c2471503c82b0c30782b0c30782b0c30778b0c341,78b0c341,82b0c307,82b0c307,82b0c307,2471503c,3457503c,2473503c,2473503c,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c000b,e,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
