Sample in Buffer,Sample in Window,TRIGGER,ila_data[513:0],userdata_rx_0[31:0],receiver_0[31:0],userdata_rx_1[31:0],receiver_1[31:0],userdata_rx_2[31:0],receiver_2[31:0],userdata_rx_3[31:0],receiver_3[31:0],userdata_tx_0[31:0],transmitter_0[31:0],userdata_tx_1[31:0],transmitter_1[31:0],userdata_tx_2[31:0],transmitter_2[31:0],userdata_tx_3[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,ch0_rxctrl0_int[15:0],hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,gtwiz_userclk_tx_reset_int,gtwiz_userclk_tx_usrclk_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtwiz_userclk_rx_reset_int,gtwiz_userclk_rx_usrclk_int,gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,drpaddr_int[35:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],drpclk_int[3:0],drpdi_int[3:0],drpen_int[3:0],drpwe_int[3:0],ch0_rxctrl1_int[15:0],eyescanreset_int[3:0],rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],ch1_rxctrl1_int[15:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxrate_int[11:0],ch2_rxctrl1_int[15:0],tx8b10ben_int[3:0],txdiffctrl_int[15:0],ch3_rxctrl1_int[15:0],txpostcursor_int[19:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],txprecursor_int[19:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],drpdo_int[63:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],drprdy_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
38,38,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c503503c3afc503c6281503c9d7e503cc507503c3af8503c6283503c9d7c503c,9d7c503c,9d7c503c,6283503c,6283503c,3af8503c,3af8503c,c507503c,c507503c,9d7e503c,9d7e503c,6281503c,6281503c,3afc503c,3afc503c,c503503c,c503503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
39,39,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c501503c3afe503c6280503c9d7f503cc505503c3afa503c6282503c9d7d503c,9d7d503c,9d7d503c,6282503c,6282503c,3afa503c,3afa503c,c505503c,c505503c,9d7f503c,9d7f503c,6280503c,6280503c,3afe503c,3afe503c,c501503c,c501503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
40,40,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa3b0c4ff503c3b00503c627f503c9d80503cc503503c3afc503c6281503c9d7e503c,9d7e503c,9d7e503c,6281503c,6281503c,3afc503c,3afc503c,c503503c,c503503c,9d80503c,9d80503c,627f503c,627f503c,3b00503c,3b00503c,c4ff503c,c4ff503c,0,1,fa3b,1,0,1,1,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
41,41,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4fd503c3b02503c627e503c9d81503cc501503c3afe503c6280503c9d7f503c,9d7f503c,9d7f503c,6280503c,6280503c,3afe503c,3afe503c,c501503c,c501503c,9d81503c,9d81503c,627e503c,627e503c,3b02503c,3b02503c,c4fd503c,c4fd503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
42,42,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4fb503c3b04503c627d503c9d82503cc4ff503c3b00503c627f503c9d80503c,9d80503c,9d80503c,627f503c,627f503c,3b00503c,3b00503c,c4ff503c,c4ff503c,9d82503c,9d82503c,627d503c,627d503c,3b04503c,3b04503c,c4fb503c,c4fb503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
43,43,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c4f9503c3b06503c627c503c9d83503cc4fd503c3b02503c627e503c9d81503c,9d81503c,9d81503c,627e503c,627e503c,3b02503c,3b02503c,c4fd503c,c4fd503c,9d83503c,9d83503c,627c503c,627c503c,3b06503c,3b06503c,c4f9503c,c4f9503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
44,44,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4f7503c3b08503c627b503c9d84503cc4fb503c3b04503c627d503c9d82503c,9d82503c,9d82503c,627d503c,627d503c,3b04503c,3b04503c,c4fb503c,c4fb503c,9d84503c,9d84503c,627b503c,627b503c,3b08503c,3b08503c,c4f7503c,c4f7503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
45,45,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fb3b0c4f5503c3b0a503c627a503c9d85503cc4f9503c3b06503c627c503c9d83503c,9d83503c,9d83503c,627c503c,627c503c,3b06503c,3b06503c,c4f9503c,c4f9503c,9d85503c,9d85503c,627a503c,627a503c,3b0a503c,3b0a503c,c4f5503c,c4f5503c,0,1,fb3b,1,0,1,1,1,0,0,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
46,46,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4f3503c3b0c503c6279503c9d86503cc4f7503c3b08503c627b503c9d84503c,9d84503c,9d84503c,627b503c,627b503c,3b08503c,3b08503c,c4f7503c,c4f7503c,9d86503c,9d86503c,6279503c,6279503c,3b0c503c,3b0c503c,c4f3503c,c4f3503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
47,47,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4f1503c3b0e503c6278503c9d87503cc4f5503c3b0a503c627a503c9d85503c,9d85503c,9d85503c,627a503c,627a503c,3b0a503c,3b0a503c,c4f5503c,c4f5503c,9d87503c,9d87503c,6278503c,6278503c,3b0e503c,3b0e503c,c4f1503c,c4f1503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
48,48,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c4ef503c3b10503c6277503c9d88503cc4f3503c3b0c503c6279503c9d86503c,9d86503c,9d86503c,6279503c,6279503c,3b0c503c,3b0c503c,c4f3503c,c4f3503c,9d88503c,9d88503c,6277503c,6277503c,3b10503c,3b10503c,c4ef503c,c4ef503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
49,49,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4ed503c3b12503c6276503c9d89503cc4f1503c3b0e503c6278503c9d87503c,9d87503c,9d87503c,6278503c,6278503c,3b0e503c,3b0e503c,c4f1503c,c4f1503c,9d89503c,9d89503c,6276503c,6276503c,3b12503c,3b12503c,c4ed503c,c4ed503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
50,50,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa3b0c4eb503c3b14503c6275503c9d8a503cc4ef503c3b10503c6277503c9d88503c,9d88503c,9d88503c,6277503c,6277503c,3b10503c,3b10503c,c4ef503c,c4ef503c,9d8a503c,9d8a503c,6275503c,6275503c,3b14503c,3b14503c,c4eb503c,c4eb503c,0,1,fa3b,1,0,1,1,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
51,51,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4e9503c3b16503c6274503c9d8b503cc4ed503c3b12503c6276503c9d89503c,9d89503c,9d89503c,6276503c,6276503c,3b12503c,3b12503c,c4ed503c,c4ed503c,9d8b503c,9d8b503c,6274503c,6274503c,3b16503c,3b16503c,c4e9503c,c4e9503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
52,52,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4e7503c3b18503c6273503c9d8c503cc4eb503c3b14503c6275503c9d8a503c,9d8a503c,9d8a503c,6275503c,6275503c,3b14503c,3b14503c,c4eb503c,c4eb503c,9d8c503c,9d8c503c,6273503c,6273503c,3b18503c,3b18503c,c4e7503c,c4e7503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
53,53,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3aa0c4e5503c3b1a503c6272503c9d8d503cc4e9503c3b16503c6274503c9d8b503c,9d8b503c,9d8b503c,6274503c,6274503c,3b16503c,3b16503c,c4e9503c,c4e9503c,9d8d503c,9d8d503c,6272503c,6272503c,3b1a503c,3b1a503c,c4e5503c,c4e5503c,0,0,e3aa,1,0,1,0,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
54,54,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4e3503c3b1c503c6271503c9d8e503cc4e7503c3b18503c6273503c9d8c503c,9d8c503c,9d8c503c,6273503c,6273503c,3b18503c,3b18503c,c4e7503c,c4e7503c,9d8e503c,9d8e503c,6271503c,6271503c,3b1c503c,3b1c503c,c4e3503c,c4e3503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
55,55,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fb3b0c4e1503c3b1e503c6270503c9d8f503cc4e5503c3b1a503c6272503c9d8d503c,9d8d503c,9d8d503c,6272503c,6272503c,3b1a503c,3b1a503c,c4e5503c,c4e5503c,9d8f503c,9d8f503c,6270503c,6270503c,3b1e503c,3b1e503c,c4e1503c,c4e1503c,0,1,fb3b,1,0,1,1,1,0,0,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
56,56,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4df503c3b20503c626f503c9d90503cc4e3503c3b1c503c6271503c9d8e503c,9d8e503c,9d8e503c,6271503c,6271503c,3b1c503c,3b1c503c,c4e3503c,c4e3503c,9d90503c,9d90503c,626f503c,626f503c,3b20503c,3b20503c,c4df503c,c4df503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
57,57,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4dd503c3b22503c626e503c9d91503cc4e1503c3b1e503c6270503c9d8f503c,9d8f503c,9d8f503c,6270503c,6270503c,3b1e503c,3b1e503c,c4e1503c,c4e1503c,9d91503c,9d91503c,626e503c,626e503c,3b22503c,3b22503c,c4dd503c,c4dd503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
58,58,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c4db503c3b24503c626d503c9d92503cc4df503c3b20503c626f503c9d90503c,9d90503c,9d90503c,626f503c,626f503c,3b20503c,3b20503c,c4df503c,c4df503c,9d92503c,9d92503c,626d503c,626d503c,3b24503c,3b24503c,c4db503c,c4db503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
59,59,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4d9503c3b26503c626c503c9d93503cc4dd503c3b22503c626e503c9d91503c,9d91503c,9d91503c,626e503c,626e503c,3b22503c,3b22503c,c4dd503c,c4dd503c,9d93503c,9d93503c,626c503c,626c503c,3b26503c,3b26503c,c4d9503c,c4d9503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
60,60,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa3b0c4d7503c3b28503c626b503c9d94503cc4db503c3b24503c626d503c9d92503c,9d92503c,9d92503c,626d503c,626d503c,3b24503c,3b24503c,c4db503c,c4db503c,9d94503c,9d94503c,626b503c,626b503c,3b28503c,3b28503c,c4d7503c,c4d7503c,0,1,fa3b,1,0,1,1,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
61,61,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4d5503c3b2a503c626a503c9d95503cc4d9503c3b26503c626c503c9d93503c,9d93503c,9d93503c,626c503c,626c503c,3b26503c,3b26503c,c4d9503c,c4d9503c,9d95503c,9d95503c,626a503c,626a503c,3b2a503c,3b2a503c,c4d5503c,c4d5503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
62,62,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4d3503c3b2c503c6269503c9d96503cc4d7503c3b28503c626b503c9d94503c,9d94503c,9d94503c,626b503c,626b503c,3b28503c,3b28503c,c4d7503c,c4d7503c,9d96503c,9d96503c,6269503c,6269503c,3b2c503c,3b2c503c,c4d3503c,c4d3503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
63,63,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c4d1503c3b2e503c6268503c9d97503cc4d5503c3b2a503c626a503c9d95503c,9d95503c,9d95503c,626a503c,626a503c,3b2a503c,3b2a503c,c4d5503c,c4d5503c,9d97503c,9d97503c,6268503c,6268503c,3b2e503c,3b2e503c,c4d1503c,c4d1503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
64,64,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4cf503c3b30503c6267503c9d98503cc4d3503c3b2c503c6269503c9d96503c,9d96503c,9d96503c,6269503c,6269503c,3b2c503c,3b2c503c,c4d3503c,c4d3503c,9d98503c,9d98503c,6267503c,6267503c,3b30503c,3b30503c,c4cf503c,c4cf503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
65,65,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa3b0c4cd503c3b32503c6266503c9d99503cc4d1503c3b2e503c6268503c9d97503c,9d97503c,9d97503c,6268503c,6268503c,3b2e503c,3b2e503c,c4d1503c,c4d1503c,9d99503c,9d99503c,6266503c,6266503c,3b32503c,3b32503c,c4cd503c,c4cd503c,0,1,fa3b,1,0,1,1,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
66,66,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4cb503c3b34503c6265503c9d9a503cc4cf503c3b30503c6267503c9d98503c,9d98503c,9d98503c,6267503c,6267503c,3b30503c,3b30503c,c4cf503c,c4cf503c,9d9a503c,9d9a503c,6265503c,6265503c,3b34503c,3b34503c,c4cb503c,c4cb503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
67,67,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4c9503c3b36503c6264503c9d9b503cc4cd503c3b32503c6266503c9d99503c,9d99503c,9d99503c,6266503c,6266503c,3b32503c,3b32503c,c4cd503c,c4cd503c,9d9b503c,9d9b503c,6264503c,6264503c,3b36503c,3b36503c,c4c9503c,c4c9503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
68,68,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c4c7503c3b38503c6263503c9d9c503cc4cb503c3b34503c6265503c9d9a503c,9d9a503c,9d9a503c,6265503c,6265503c,3b34503c,3b34503c,c4cb503c,c4cb503c,9d9c503c,9d9c503c,6263503c,6263503c,3b38503c,3b38503c,c4c7503c,c4c7503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
69,69,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4c5503c3b3a503c6262503c9d9d503cc4c9503c3b36503c6264503c9d9b503c,9d9b503c,9d9b503c,6264503c,6264503c,3b36503c,3b36503c,c4c9503c,c4c9503c,9d9d503c,9d9d503c,6262503c,6262503c,3b3a503c,3b3a503c,c4c5503c,c4c5503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
70,70,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fb3b0c4c3503c3b3c503c6261503c9d9e503cc4c7503c3b38503c6263503c9d9c503c,9d9c503c,9d9c503c,6263503c,6263503c,3b38503c,3b38503c,c4c7503c,c4c7503c,9d9e503c,9d9e503c,6261503c,6261503c,3b3c503c,3b3c503c,c4c3503c,c4c3503c,0,1,fb3b,1,0,1,1,1,0,0,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
71,71,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa2b0c4c1503c3b3e503c6260503c9d9f503cc4c5503c3b3a503c6262503c9d9d503c,9d9d503c,9d9d503c,6262503c,6262503c,3b3a503c,3b3a503c,c4c5503c,c4c5503c,9d9f503c,9d9f503c,6260503c,6260503c,3b3e503c,3b3e503c,c4c1503c,c4c1503c,0,1,fa2b,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
72,72,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e22a0c4bf503c3b40503c625f503c9da0503cc4c3503c3b3c503c6261503c9d9e503c,9d9e503c,9d9e503c,6261503c,6261503c,3b3c503c,3b3c503c,c4c3503c,c4c3503c,9da0503c,9da0503c,625f503c,625f503c,3b40503c,3b40503c,c4bf503c,c4bf503c,0,0,e22a,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
73,73,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582e3ba0c4bd503c3b42503c625e503c9da1503cc4c1503c3b3e503c6260503c9d9f503c,9d9f503c,9d9f503c,6260503c,6260503c,3b3e503c,3b3e503c,c4c1503c,c4c1503c,9da1503c,9da1503c,625e503c,625e503c,3b42503c,3b42503c,c4bd503c,c4bd503c,0,0,e3ba,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
74,74,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fbba0c4bb503c3b44503c625d503c9da2503cc4bf503c3b40503c625f503c9da0503c,9da0503c,9da0503c,625f503c,625f503c,3b40503c,3b40503c,c4bf503c,c4bf503c,9da2503c,9da2503c,625d503c,625d503c,3b44503c,3b44503c,c4bb503c,c4bb503c,0,0,fbba,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
75,75,0,3fc03fc0000000000000000000000000033333c003ffffc00030160b0582fa3b0c4b9503c3b46503c625c503c9da3503cc4bd503c3b42503c625e503c9da1503c,9da1503c,9da1503c,625e503c,625e503c,3b42503c,3b42503c,c4bd503c,c4bd503c,9da3503c,9da3503c,625c503c,625c503c,3b46503c,3b46503c,c4b9503c,c4b9503c,0,1,fa3b,1,0,1,1,1,0,0,0,1,0,1,1,1,0582c160b,0582,160b,0030,c,0,0,0,ffc0,0,f,f,f,03ff,f,f,000,33c0,f,cccc,0333,00000,00,00,00000,00,00,00,0000000000000000,00,00,00,0000,0000,3fc0,0,f,f,0,0,f,f
