Sample in Buffer,Sample in Window,TRIGGER,ila_data[969:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,gtwiz_userclk_tx_reset_int,gtwiz_userclk_tx_usrclk_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtwiz_userclk_rx_reset_int,gtwiz_userclk_rx_usrclk_int,gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,drpaddr_int[35:0],drpclk_int[3:0],drpdi_int[3:0],drpen_int[3:0],drpwe_int[3:0],eyescanreset_int[3:0],rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxrate_int[11:0],tx8b10ben_int[3:0],txdiffctrl_int[15:0],txpostcursor_int[19:0],txprecursor_int[19:0],drpdo_int[63:0],drprdy_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],hb0_rxdata_nml_ctr[39:0],ch0_rxdata_err_ctr[15:0],ch1_rxdata_err_ctr[15:0],ch2_rxdata_err_ctr[15:0],ch3_rxdata_err_ctr[15:0]
9,9,0,24dc43a44eac6d61d5e34b46a540000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3baf683af2d7683af2d7683af2d7683af2d78b0f2e3b8b0f2e3b8b0f2e3b8b0f2e3b,8b0f2e3b,8b0f2e3b,8b0f2e3b,8b0f2e3b,683af2d7,683af2d7,683af2d7,683af2d7,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1a95,b587,3ab1,0e91,9371
10,10,0,24dc43a44eac6d61d5e34b46a740000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fabbf401022ce401022ce401022ce401022cedcbc6ad0dcbc6ad0dcbc6ad0dcbc6ad0,dcbc6ad0,dcbc6ad0,dcbc6ad0,dcbc6ad0,401022ce,401022ce,401022ce,401022ce,f,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1a9d,b587,3ab1,0e91,9371
11,11,0,24dc43a44eac6d61d5e34b46a940000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fa2bfd0490369d0490369d0490369d0490369f30cff49f30cff49f30cff49f30cff49,f30cff49,f30cff49,f30cff49,f30cff49,d0490369,d0490369,d0490369,d0490369,f,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1aa5,b587,3ab1,0e91,9371
12,12,0,24dc43a44eac6d61d5e34b46ab00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582ea2bf48f0588148f0588148f0588148f05881a945bcafa945bcafa945bcafa945bcaf,a945bcaf,a945bcaf,a945bcaf,a945bcaf,48f05881,48f05881,48f05881,48f05881,f,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1aac,b587,3ab1,0e91,9371
13,13,0,24dc43a44eac6d61d5e34b46ad00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3bafe7bfd990e7bfd990e7bfd990e7bfd9901c9fc0211c9fc0211c9fc0211c9fc021,1c9fc021,1c9fc021,1c9fc021,1c9fc021,e7bfd990,e7bfd990,e7bfd990,e7bfd990,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1ab4,b587,3ab1,0e91,9371
14,14,0,24dc43a44eac6d61d5e34b46af00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3baf3343ae883343ae883343ae883343ae88b29a83d2b29a83d2b29a83d2b29a83d2,b29a83d2,b29a83d2,b29a83d2,b29a83d2,3343ae88,3343ae88,3343ae88,3343ae88,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1abc,b587,3ab1,0e91,9371
15,15,0,24dc43a44eac6d61d5e34b46b100000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fabbf4434261844342718443427184434271849d6735749d6735749d6735749d67357,49d67357,49d67357,49d67357,49d67357,44342718,44342718,44342718,44342618,f,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1ac4,b587,3ab1,0e91,9371
16,16,0,24dc43a44eac6d61d5e34b46b300000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fa2bf041d65da041d65da041d65da041d65dae1b62b4de1b62b4de1b62b4de1b62b4d,e1b62b4d,e1b62b4d,e1b62b4d,e1b62b4d,041d65da,041d65da,041d65da,041d65da,f,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1acc,b587,3ab1,0e91,9371
17,17,0,24dc43a44eac6d61d5e34b46b4c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582ea2bf3d4b79d53d4b79d53d4b79d53d4b79d5c321c139c321c139c321c139c321c139,c321c139,c321c139,c321c139,c321c139,3d4b79d5,3d4b79d5,3d4b79d5,3d4b79d5,f,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1ad3,b587,3ab1,0e91,9371
18,18,0,24dc43a44eac6d61d5e34b46b6c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3baf154c400e154c400e154c400e154c400e1d61dd4e1d61dd4e1d61dd4e1d61dd4e,1d61dd4e,1d61dd4e,1d61dd4e,1d61dd4e,154c400e,154c400e,154c400e,154c400e,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1adb,b587,3ab1,0e91,9371
19,19,0,24dc43a44eac6d61d5e34b46b8c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3baf73e7a84773e7a84773e7a84773e7a847437b92ae437b92ae437b92ae437b92ae,437b92ae,437b92ae,437b92ae,437b92ae,73e7a847,73e7a847,73e7a847,73e7a847,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1ae3,b587,3ab1,0e91,9371
20,20,0,24dc43a44eac6d61d5e34b46bac0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fabbfcbfcf392cbfcf392cbfcf392cbfcf39287c90bef87c90bef87c90bef87c90bef,87c90bef,87c90bef,87c90bef,87c90bef,cbfcf392,cbfcf392,cbfcf392,cbfcf392,f,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1aeb,b587,3ab1,0e91,9371
21,21,0,24dc43a44eac6d61d5e34b46bcc0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fa2bf168a4a03168a4a03168a4a03168a4a039724dce69724dce69724dce69724dce6,9724dce6,9724dce6,9724dce6,9724dce6,168a4a03,168a4a03,168a4a03,168a4a03,f,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1af3,b587,3ab1,0e91,9371
22,22,0,24dc43a44eac6d61d5e34b46be80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582ea2bfb43b0bebb43b0bebb43b0bebb43b0beb20770761207707612077076120770761,20770761,20770761,20770761,20770761,b43b0beb,b43b0beb,b43b0beb,b43b0beb,f,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1afa,b587,3ab1,0e91,9371
23,23,0,24dc43a44eac6d61d5e34b46c080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3bafa5ea0e40a5ea0e40a5ea0e40a5ea0e403b1c84c13b1c84c13b1c84c13b1c84c1,3b1c84c1,3b1c84c1,3b1c84c1,3b1c84c1,a5ea0e40,a5ea0e40,a5ea0e40,a5ea0e40,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1b02,b587,3ab1,0e91,9371
24,24,0,24dc43a44eac6d61d5e34b46c280000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3baf530e4dca530e4dca530e4dca530e4dca7d0496a87d0496a87d0496a87d0496a8,7d0496a8,7d0496a8,7d0496a8,7d0496a8,530e4dca,530e4dca,530e4dca,530e4dca,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1b0a,b587,3ab1,0e91,9371
25,25,0,24dc43a44eac6d61d5e34b46c480000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fabbf66eb07ea66eb07ea66eb07ea66eb07ea682f06a8682f06a8682f06a8682f06a8,682f06a8,682f06a8,682f06a8,682f06a8,66eb07ea,66eb07ea,66eb07ea,66eb07ea,f,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1b12,b587,3ab1,0e91,9371
26,26,0,24dc43a44eac6d61d5e34b46c680000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582fa2bf017dd88c017dd88c017dd88c017dd88c3ffa07633ffa07633ffa07633ffa0763,3ffa0763,3ffa0763,3ffa0763,3ffa0763,017dd88c,017dd88c,017dd88c,017dd88c,f,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1b1a,b587,3ab1,0e91,9371
27,27,0,24dc43a44eac6d61d5e34b46c840000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582ea2bfa1a84c16a1a84c16a1a84c16a1a84c16a43d59c0a43d59c0a43d59c0a43d59c0,a43d59c0,a43d59c0,a43d59c0,a43d59c0,a1a84c16,a1a84c16,a1a84c16,a1a84c16,f,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1b21,b587,3ab1,0e91,9371
28,28,0,24dc43a44eac6d61d5e34b46ca40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc0003c160b0582e3bafbf6f0a86bf6f0a86bf6f0a86bf6f0a866bf944256bf944256bf944256bf94425,6bf94425,6bf94425,6bf94425,6bf94425,bf6f0a86,bf6f0a86,bf6f0a86,bf6f0a86,f,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0582c160b,f,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,578d2d1b29,b587,3ab1,0e91,9371
