Sample in Buffer,Sample in Window,TRIGGER,ila_data[865:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,gtwiz_userclk_tx_reset_int,gtwiz_userclk_tx_usrclk_int,gtwiz_userclk_tx_usrclk2_int,gtwiz_userclk_tx_active_int,gtwiz_userclk_rx_reset_int,gtwiz_userclk_rx_usrclk_int,gtwiz_userclk_rx_usrclk2_int,gtwiz_userclk_rx_active_int,drpaddr_int[35:0],drpclk_int[3:0],drpdi_int[3:0],drpen_int[3:0],drpwe_int[3:0],eyescanreset_int[3:0],rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],rxrate_int[11:0],tx8b10ben_int[3:0],txdiffctrl_int[15:0],txpostcursor_int[19:0],txprecursor_int[19:0],drpdo_int[63:0],drprdy_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0]
9,9,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582f22a0498a1bae498a1bae498a1bae498a1bae1e1ceb1e1e1ceb1e1e1ceb1e1e1ceb1e,1e1ceb1e,1e1ceb1e,1e1ceb1e,1e1ceb1e,498a1bae,498a1bae,498a1bae,498a1bae,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
10,10,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb092142676921426769214267692142676cfff3975cfff3964cfff3955cfff3945,cfff3945,cfff3955,cfff3964,cfff3975,92142676,92142676,92142676,92142676,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
11,11,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb053b9457a53b9457a53b9457a53b9457a75ff392775ff392775ff392775ff3927,75ff3927,75ff3927,75ff3927,75ff3927,53b9457a,53b9457a,53b9457a,53b9457a,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
12,12,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e2ba0d65d4992d65d4992d65d4992d65d49923c45e0363c45e0363c45e0363c45e036,3c45e036,3c45e036,3c45e036,3c45e036,d65d4992,d65d4992,d65d4992,d65d4992,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
13,13,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e22a0b99d2d19b99d2d19b99d2d19b99d2d1915da648815da648815da648815da6488,15da6488,15da6488,15da6488,15da6488,b99d2d19,b99d2d19,b99d2d19,b99d2d19,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
14,14,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582f22a0d5eed970d5eed970d5eed970d5eed970b9452168b9452168b9452168b9452168,b9452168,b9452168,b9452168,b9452168,d5eed970,d5eed970,d5eed970,d5eed970,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
15,15,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb0b77c6ff6b77c6ff6b77c6ff6b77c6ff65550697c97706d5dd578697cd470697c,d470697c,d578697c,97706d5d,5550697c,b77c6ff6,b77c6ff6,b77c6ff6,b77c6ff6,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
16,16,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb09b7e8d6b9b7e8d6b9b7e8d6b9b7e8d6b49be4e9249be4e9249be4e9249be4e92,49be4e92,49be4e92,49be4e92,49be4e92,9b7e8d6b,9b7e8d6b,9b7e8d6b,9b7e8d6b,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
17,17,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e2ba00f3fab4a0f3fab4a0f3fab4a0f3fab4ae1e3f26fe1e3f26fe1e3f26fe1e3f26f,e1e3f26f,e1e3f26f,e1e3f26f,e1e3f26f,0f3fab4a,0f3fab4a,0f3fab4a,0f3fab4a,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
18,18,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e22a0096310ba096310ba096310ba096310ba0000a4930000a4930000a4930000a493,0000a493,0000a493,0000a493,0000a493,096310ba,096310ba,096310ba,096310ba,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
19,19,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582f22a0bd2eda46bd2eda46bd2eda46bd2eda466100d9b56100d9b56100d9b56100d9b5,6100d9b5,6100d9b5,6100d9b5,6100d9b5,bd2eda46,bd2eda46,bd2eda46,bd2eda46,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
20,20,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb0adf8ae5dadf8ae5dadf8ae5dadf8ae5d68ce0e772afe0e6668e60e7769ee0e67,69ee0e67,68e60e77,2afe0e66,68ce0e77,adf8ae5d,adf8ae5d,adf8ae5d,adf8ae5d,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
21,21,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb0288e2565288e2565288e2565288e2565f025622ff025622ff025622ff025622f,f025622f,f025622f,f025622f,f025622f,288e2565,288e2565,288e2565,288e2565,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
22,22,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e2ba0b27ed956b27ed956b27ed956b27ed9569c90b2d69c90b2d69c90b2d69c90b2d6,9c90b2d6,9c90b2d6,9c90b2d6,9c90b2d6,b27ed956,b27ed956,b27ed956,b27ed956,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
23,23,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e22a003aaffe703aaffe703aaffe703aaffe7e06d4d14e06d4d14e06d4d14e06d4d14,e06d4d14,e06d4d14,e06d4d14,e06d4d14,03aaffe7,03aaffe7,03aaffe7,03aaffe7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
24,24,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582f22a0d3ec7af2d3ec7af2d3ec7af2d3ec7af2043e0097043e0097043e0097043e0097,043e0097,043e0097,043e0097,043e0097,d3ec7af2,d3ec7af2,d3ec7af2,d3ec7af2,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
25,25,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb05d1b16ac5d1b16ac5d1b16ac5d1b16ac6fd9de92efc8de83efd9deb2efd9dea2,efd9dea2,efd9deb2,efc8de83,6fd9de92,5d1b16ac,5d1b16ac,5d1b16ac,5d1b16ac,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
26,26,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb05801212a5801212a5801212a5801212aad4aeb85ad4aeb85ad4aeb85ad4aeb85,ad4aeb85,ad4aeb85,ad4aeb85,ad4aeb85,5801212a,5801212a,5801212a,5801212a,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
27,27,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e2ba08df0e4348df0e4348df0e4348df0e434e7dc10f0e7dc10f0e7dc10f0e7dc10f0,e7dc10f0,e7dc10f0,e7dc10f0,e7dc10f0,8df0e434,8df0e434,8df0e434,8df0e434,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
28,28,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e22a088aa8cbd88aa8cbd88aa8cbd88aa8cbd6a0485676a0485676a0485676a048567,6a048567,6a048567,6a048567,6a048567,88aa8cbd,88aa8cbd,88aa8cbd,88aa8cbd,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
29,29,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582f22a086574419865744198657441986574419f747000ff747000ff747000ff747000f,f747000f,f747000f,f747000f,f747000f,86574419,86574419,86574419,86574419,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
30,30,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb0d9c88109d9c88109d9c88109d9c88109139eb737132ef32613beb71713beb707,13beb707,13beb717,132ef326,139eb737,d9c88109,d9c88109,d9c88109,d9c88109,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
31,31,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582fbbb03aa100153aa100153aa100153aa10015eb591d0beb591d0beb591d0beb591d0b,eb591d0b,eb591d0b,eb591d0b,eb591d0b,3aa10015,3aa10015,3aa10015,3aa10015,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
32,32,0,00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fc0000000000000000000000000033333c003ffffc00020160b0582e2ba0d071a8f6d071a8f6d071a8f6d071a8f68ef236b98ef236b98ef236b98ef236b9,8ef236b9,8ef236b9,8ef236b9,8ef236b9,d071a8f6,d071a8f6,d071a8f6,d071a8f6,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0582c160b,8,0,0,0,0,f,f,f,f,f,000,f,cccc,00000,00000,0000000000000000,0,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00
