Sample in Buffer,Sample in Window,TRIGGER,ila_data[821:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],tx8b10ben_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],hb0_rxdata_nml_ctr[39:0],ch0_rxdata_err_ctr[15:0],ch1_rxdata_err_ctr[15:0],ch2_rxdata_err_ctr[15:0],ch3_rxdata_err_ctr[15:0],rxchanisaligned_int[3:0],rxchanrealign_int[3:0],rxchanbondseq_int[3:0],rxchbondi_int[19:0],rxchbondo_int[19:0]
9,9,0,0000000000003cd6fcd768d6fcd74c50bd1e54c40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf8a18207f8a18207f8a18207f8a18207fc91c2f95c91c2f95c91c2f95c91c2f95,c91c2f95,c91c2f95,c91c2f95,c91c2f95,8a18207f,8a18207f,8a18207f,8a18207f,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479531,35d3,35bf,35da,35bf,f,0,0,00000,00000
10,10,0,0000000000003cd6fcd768d6fcd74c50bd1e54c80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf5f2b9a275f2b9a275f2b9a275f2b9a27ba58ded6ba58ded6ba58ded6ba58ded6,ba58ded6,ba58ded6,ba58ded6,ba58ded6,5f2b9a27,5f2b9a27,5f2b9a27,5f2b9a27,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479532,35d3,35bf,35da,35bf,f,0,0,00000,00000
11,11,0,0000000000003cd6fcd768d6fcd74c50bd1e54cc0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfbdad9238bdad9238bdad9238bdad9238081fd533081fd533081fd533081fd533,081fd533,081fd533,081fd533,081fd533,bdad9238,bdad9238,bdad9238,bdad9238,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479533,35d3,35bf,35da,35bf,f,0,0,00000,00000
12,12,0,0000000000003cd6fcd768d6fcd74c50bd1e54d00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfaa6774b1aa6774b1aa6774b1aa6774b1e689e286e689e286e689e286e689e286,e689e286,e689e286,e689e286,e689e286,aa6774b1,aa6774b1,aa6774b1,aa6774b1,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479534,35d3,35bf,35da,35bf,f,0,0,00000,00000
13,13,0,0000000000003cd6fcd768d6fcd74c50bd1e54d40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfc50c103fc50c103fc50c103fc50c103f648e17ca648e17ca648e17ca648e17ca,648e17ca,648e17ca,648e17ca,648e17ca,c50c103f,c50c103f,c50c103f,c50c103f,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479535,35d3,35bf,35da,35bf,f,0,0,00000,00000
14,14,0,0000000000003cd6fcd768d6fcd74c50bd1e54d80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf2f95cd132f95cd132f95cd132f95cd13dd2c6f6bdd2c6f6bdd2c6f6bdd2c6f6b,dd2c6f6b,dd2c6f6b,dd2c6f6b,dd2c6f6b,2f95cd13,2f95cd13,2f95cd13,2f95cd13,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479536,35d3,35bf,35da,35bf,f,0,0,00000,00000
15,15,0,0000000000003cd6fcd768d6fcd74c50bd1e54dc0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfded6c91cded6c91cded6c91cded6c91c040fea99040fea99040fea99040fea99,040fea99,040fea99,040fea99,040fea99,ded6c91c,ded6c91c,ded6c91c,ded6c91c,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479537,35d3,35bf,35da,35bf,f,0,0,00000,00000
16,16,0,0000000000003cd6fcd768d6fcd74c50bd1e54e00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfd533ba58d533ba58d533ba58d533ba587344f1437344f1437344f1437344f143,7344f143,7344f143,7344f143,7344f143,d533ba58,d533ba58,d533ba58,d533ba58,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479538,35d3,35bf,35da,35bf,f,0,0,00000,00000
17,17,0,0000000000003cd6fcd768d6fcd74c50bd1e54e40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfe286081fe286081fe286081fe286081fb2470be5b2470be5b2470be5b2470be5,b2470be5,b2470be5,b2470be5,b2470be5,e286081f,e286081f,e286081f,e286081f,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479539,35d3,35bf,35da,35bf,f,0,0,00000,00000
18,18,0,0000000000003cd6fcd768d6fcd74c50bd1e54e80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf17cae68917cae68917cae68917cae689ee9637b5ee9637b5ee9637b5ee9637b5,ee9637b5,ee9637b5,ee9637b5,ee9637b5,17cae689,17cae689,17cae689,17cae689,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47953a,35d3,35bf,35da,35bf,f,0,0,00000,00000
19,19,0,0000000000003cd6fcd768d6fcd74c50bd1e54ec0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf6f6b648e6f6b648e6f6b648e6f6b648e8207f54c8207f54c8207f54c8207f54c,8207f54c,8207f54c,8207f54c,8207f54c,6f6b648e,6f6b648e,6f6b648e,6f6b648e,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47953b,35d3,35bf,35da,35bf,f,0,0,00000,00000
20,20,0,0000000000003cd6fcd768d6fcd74c50bd1e54f00000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfea99dd2cea99dd2cea99dd2cea99dd2cb9a278a1b9a278a1b9a278a1b9a278a1,b9a278a1,b9a278a1,b9a278a1,b9a278a1,ea99dd2c,ea99dd2c,ea99dd2c,ea99dd2c,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47953c,35d3,35bf,35da,35bf,f,0,0,00000,00000
21,21,0,0000000000003cd6fcd768d6fcd74c50bd1e54f40000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebff143040ff143040ff143040ff143040fd92385f2d92385f2d92385f2d92385f2,d92385f2,d92385f2,d92385f2,d92385f2,f143040f,f143040f,f143040f,f143040f,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47953d,35d3,35bf,35da,35bf,f,0,0,00000,00000
22,22,0,0000000000003cd6fcd768d6fcd74c50bd1e54f80000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf0be573440be573440be573440be57344774b1bda774b1bda774b1bda774b1bda,774b1bda,774b1bda,774b1bda,774b1bda,0be57344,0be57344,0be57344,0be57344,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47953e,35d3,35bf,35da,35bf,f,0,0,00000,00000
23,23,0,0000000000003cd6fcd768d6fcd74c50bd1e54fc0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf37b5b24737b5b24737b5b24737b5b247c103faa6c103faa6c103faa6c103faa6,c103faa6,c103faa6,c103faa6,c103faa6,37b5b247,37b5b247,37b5b247,37b5b247,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47953f,35d3,35bf,35da,35bf,f,0,0,00000,00000
24,24,0,0000000000003cd6fcd768d6fcd74c50bd1e55000000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebff54cee96f54cee96f54cee96f54cee965cd13c505cd13c505cd13c505cd13c50,5cd13c50,5cd13c50,5cd13c50,5cd13c50,f54cee96,f54cee96,f54cee96,f54cee96,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479540,35d3,35bf,35da,35bf,f,0,0,00000,00000
25,25,0,0000000000003cd6fcd768d6fcd74c50bd1e55040000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf78a1820778a1820778a1820778a182076c91c2f96c91c2f96c91c2f96c91c2f9,6c91c2f9,6c91c2f9,6c91c2f9,6c91c2f9,78a18207,78a18207,78a18207,78a18207,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479541,35d3,35bf,35da,35bf,f,0,0,00000,00000
26,26,0,0000000000003cd6fcd768d6fcd74c50bd1e55080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf85f2b9a285f2b9a285f2b9a285f2b9a23ba58ded3ba58ded3ba58ded3ba58ded,3ba58ded,3ba58ded,3ba58ded,3ba58ded,85f2b9a2,85f2b9a2,85f2b9a2,85f2b9a2,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479542,35d3,35bf,35da,35bf,f,0,0,00000,00000
27,27,0,0000000000003cd6fcd768d6fcd74c50bd1e550c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf1bdad9231bdad9231bdad9231bdad9236081fd536081fd536081fd536081fd53,6081fd53,6081fd53,6081fd53,6081fd53,1bdad923,1bdad923,1bdad923,1bdad923,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479543,35d3,35bf,35da,35bf,f,0,0,00000,00000
28,28,0,0000000000003cd6fcd768d6fcd74c50bd1e55100000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebffaa6774bfaa6774bfaa6774bfaa6774bae689e28ae689e28ae689e28ae689e28,ae689e28,ae689e28,ae689e28,ae689e28,faa6774b,faa6774b,faa6774b,faa6774b,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479544,35d3,35bf,35da,35bf,f,0,0,00000,00000
29,29,0,0000000000003cd6fcd768d6fcd74c50bd1e55140000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf3c50c1033c50c1033c50c1033c50c103b648e17cb648e17cb648e17cb648e17c,b648e17c,b648e17c,b648e17c,b648e17c,3c50c103,3c50c103,3c50c103,3c50c103,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479545,35d3,35bf,35da,35bf,f,0,0,00000,00000
30,30,0,0000000000003cd6fcd768d6fcd74c50bd1e55180000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfc2f95cd1c2f95cd1c2f95cd1c2f95cd19dd2c6f69dd2c6f69dd2c6f69dd2c6f6,9dd2c6f6,9dd2c6f6,9dd2c6f6,9dd2c6f6,c2f95cd1,c2f95cd1,c2f95cd1,c2f95cd1,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479546,35d3,35bf,35da,35bf,f,0,0,00000,00000
31,31,0,0000000000003cd6fcd768d6fcd74c50bd1e551c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf8ded6c918ded6c918ded6c918ded6c913040fea93040fea93040fea93040fea9,3040fea9,3040fea9,3040fea9,3040fea9,8ded6c91,8ded6c91,8ded6c91,8ded6c91,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479547,35d3,35bf,35da,35bf,f,0,0,00000,00000
32,32,0,0000000000003cd6fcd768d6fcd74c50bd1e55200000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebffd533ba5fd533ba5fd533ba5fd533ba557344f1457344f1457344f1457344f14,57344f14,57344f14,57344f14,57344f14,fd533ba5,fd533ba5,fd533ba5,fd533ba5,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479548,35d3,35bf,35da,35bf,f,0,0,00000,00000
33,33,0,0000000000003cd6fcd768d6fcd74c50bd1e55240000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebf9e2860819e2860819e2860819e2860815b2470be5b2470be5b2470be5b2470be,5b2470be,5b2470be,5b2470be,5b2470be,9e286081,9e286081,9e286081,9e286081,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f479549,35d3,35bf,35da,35bf,f,0,0,00000,00000
34,34,0,0000000000003cd6fcd768d6fcd74c50bd1e55280000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfe17cae68e17cae68e17cae68e17cae68cee9637bcee9637bcee9637bcee9637b,cee9637b,cee9637b,cee9637b,cee9637b,e17cae68,e17cae68,e17cae68,e17cae68,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47954a,35d3,35bf,35da,35bf,f,0,0,00000,00000
35,35,0,0000000000003cd6fcd768d6fcd74c50bd1e552c0000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffebfc6f6b648c6f6b648c6f6b648c6f6b64818207f5418207f5418207f5418207f54,18207f54,18207f54,18207f54,18207f54,c6f6b648,c6f6b648,c6f6b648,c6f6b648,f,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,142f47954b,35d3,35bf,35da,35bf,f,0,0,00000,00000
