Sample in Buffer,Sample in Window,TRIGGER,ila_data[717:0],receiver_0[31:0],receiver_1[31:0],receiver_2[31:0],receiver_3[31:0],transmitter_0[31:0],transmitter_1[31:0],transmitter_2[31:0],transmitter_3[31:0],prbs_match_int[3:0],hb0_gtwiz_userclk_rx_usrclk2_int,hb0_gtwiz_userclk_rx_active_int,hb_gtwiz_reset_all_int,hb0_gtwiz_reset_rx_done_int,hb0_gtwiz_userclk_tx_usrclk2_int,hb0_gtwiz_userclk_tx_active_int,rx8b10ben_int[3:0],rxcommadeten_int[3:0],rxlpmen_int[3:0],rxmcommaalignen_int[3:0],rxpcommaalignen_int[3:0],tx8b10ben_int[3:0],gtpowergood_int[3:0],rxbyteisaligned_int[3:0],rxbyterealign_int[3:0],rxcommadet_int[3:0],rxpmaresetdone_int[3:0],txpmaresetdone_int[3:0],ch0_rxctrl0_int[15:0],ch1_rxctrl0_int[15:0],ch2_rxctrl0_int[15:0],ch3_rxctrl0_int[15:0],ch0_rxctrl1_int[15:0],ch1_rxctrl1_int[15:0],ch2_rxctrl1_int[15:0],ch3_rxctrl1_int[15:0],ch0_rxctrl2_int[7:0],ch1_rxctrl2_int[7:0],ch2_rxctrl2_int[7:0],ch3_rxctrl2_int[7:0],ch0_rxctrl3_int[7:0],ch1_rxctrl3_int[7:0],ch2_rxctrl3_int[7:0],ch3_rxctrl3_int[7:0],ch0_txctrl0_int[15:0],ch1_txctrl0_int[15:0],ch2_txctrl0_int[15:0],ch3_txctrl0_int[15:0],ch0_txctrl1_int[15:0],ch1_txctrl1_int[15:0],ch2_txctrl1_int[15:0],ch3_txctrl1_int[15:0],ch0_txctrl2_int[7:0],ch1_txctrl2_int[7:0],ch2_txctrl2_int[7:0],ch3_txctrl2_int[7:0],rxchanisaligned_int[3:0],rxchanrealign_int[3:0],rxchanbondseq_int[3:0],rxchbondi_int[19:0],rxchbondo_int[19:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
325,325,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb09607603c9607603c9607603c9607603c9604603c9604603c9604603c9604603c,9604603c,9604603c,9604603c,9604603c,9607603c,9607603c,9607603c,9607603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
326,326,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09608603c9608603c9608603c9608603c9605603c9605603c9605603c9605603c,9605603c,9605603c,9605603c,9605603c,9608603c,9608603c,9608603c,9608603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
327,327,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09609603c9609603c9609603c9609603c9606603c9606603c9606603c9606603c,9606603c,9606603c,9606603c,9606603c,9609603c,9609603c,9609603c,9609603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
328,328,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0960a603c960a603c960a603c960a603c9607603c9607603c9607603c9607603c,9607603c,9607603c,9607603c,9607603c,960a603c,960a603c,960a603c,960a603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
329,329,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0960b603c960b603c960b603c960b603c9608603c9608603c9608603c9608603c,9608603c,9608603c,9608603c,9608603c,960b603c,960b603c,960b603c,960b603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
330,330,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb0960c603c960c603c960c603c960c603c9609603c9609603c9609603c9609603c,9609603c,9609603c,9609603c,9609603c,960c603c,960c603c,960c603c,960c603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
331,331,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0960d603c960d603c960d603c960d603c960a603c960a603c960a603c960a603c,960a603c,960a603c,960a603c,960a603c,960d603c,960d603c,960d603c,960d603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
332,332,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0960e603c960e603c960e603c960e603c960b603c960b603c960b603c960b603c,960b603c,960b603c,960b603c,960b603c,960e603c,960e603c,960e603c,960e603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
333,333,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0960f603c960f603c960f603c960f603c960c603c960c603c960c603c960c603c,960c603c,960c603c,960c603c,960c603c,960f603c,960f603c,960f603c,960f603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
334,334,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09610603c9610603c9610603c9610603c960d603c960d603c960d603c960d603c,960d603c,960d603c,960d603c,960d603c,9610603c,9610603c,9610603c,9610603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
335,335,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb09611603c9611603c9611603c9611603c960e603c960e603c960e603c960e603c,960e603c,960e603c,960e603c,960e603c,9611603c,9611603c,9611603c,9611603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
336,336,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09612603c9612603c9612603c9612603c960f603c960f603c960f603c960f603c,960f603c,960f603c,960f603c,960f603c,9612603c,9612603c,9612603c,9612603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
337,337,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09613603c9613603c9613603c9613603c9610603c9610603c9610603c9610603c,9610603c,9610603c,9610603c,9610603c,9613603c,9613603c,9613603c,9613603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
338,338,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09614603c9614603c9614603c9614603c9611603c9611603c9611603c9611603c,9611603c,9611603c,9611603c,9611603c,9614603c,9614603c,9614603c,9614603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
339,339,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09615603c9615603c9615603c9615603c9612603c9612603c9612603c9612603c,9612603c,9612603c,9612603c,9612603c,9615603c,9615603c,9615603c,9615603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
340,340,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb09616603c9616603c9616603c9616603c9613603c9613603c9613603c9613603c,9613603c,9613603c,9613603c,9613603c,9616603c,9616603c,9616603c,9616603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
341,341,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09617603c9617603c9617603c9617603c9614603c9614603c9614603c9614603c,9614603c,9614603c,9614603c,9614603c,9617603c,9617603c,9617603c,9617603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
342,342,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09618603c9618603c9618603c9618603c9615603c9615603c9615603c9615603c,9615603c,9615603c,9615603c,9615603c,9618603c,9618603c,9618603c,9618603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
343,343,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09619603c9619603c9619603c9619603c9616603c9616603c9616603c9616603c,9616603c,9616603c,9616603c,9616603c,9619603c,9619603c,9619603c,9619603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
344,344,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0961a603c961a603c961a603c961a603c9617603c9617603c9617603c9617603c,9617603c,9617603c,9617603c,9617603c,961a603c,961a603c,961a603c,961a603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
345,345,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb0961b603c961b603c961b603c961b603c9618603c9618603c9618603c9618603c,9618603c,9618603c,9618603c,9618603c,961b603c,961b603c,961b603c,961b603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
346,346,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0961c603c961c603c961c603c961c603c9619603c9619603c9619603c9619603c,9619603c,9619603c,9619603c,9619603c,961c603c,961c603c,961c603c,961c603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
347,347,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0961d603c961d603c961d603c961d603c961a603c961a603c961a603c961a603c,961a603c,961a603c,961a603c,961a603c,961d603c,961d603c,961d603c,961d603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
348,348,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0961e603c961e603c961e603c961e603c961b603c961b603c961b603c961b603c,961b603c,961b603c,961b603c,961b603c,961e603c,961e603c,961e603c,961e603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
349,349,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0961f603c961f603c961f603c961f603c961c603c961c603c961c603c961c603c,961c603c,961c603c,961c603c,961c603c,961f603c,961f603c,961f603c,961f603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
350,350,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb09620603c9620603c9620603c9620603c961d603c961d603c961d603c961d603c,961d603c,961d603c,961d603c,961d603c,9620603c,9620603c,9620603c,9620603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
351,351,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09621603c9621603c9621603c9621603c961e603c961e603c961e603c961e603c,961e603c,961e603c,961e603c,961e603c,9621603c,9621603c,9621603c,9621603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
352,352,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09622603c9622603c9622603c9622603c961f603c961f603c961f603c961f603c,961f603c,961f603c,961f603c,961f603c,9622603c,9622603c,9622603c,9622603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
353,353,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09623603c9623603c9623603c9623603c9620603c9620603c9620603c9620603c,9620603c,9620603c,9620603c,9620603c,9623603c,9623603c,9623603c,9623603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
354,354,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09624603c9624603c9624603c9624603c9621603c9621603c9621603c9621603c,9621603c,9621603c,9621603c,9621603c,9624603c,9624603c,9624603c,9624603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
355,355,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb09625603c9625603c9625603c9625603c9622603c9622603c9622603c9622603c,9622603c,9622603c,9622603c,9622603c,9625603c,9625603c,9625603c,9625603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
356,356,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09626603c9626603c9626603c9626603c9623603c9623603c9623603c9623603c,9623603c,9623603c,9623603c,9623603c,9626603c,9626603c,9626603c,9626603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
357,357,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09627603c9627603c9627603c9627603c9624603c9624603c9624603c9624603c,9624603c,9624603c,9624603c,9624603c,9627603c,9627603c,9627603c,9627603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
358,358,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09628603c9628603c9628603c9628603c9625603c9625603c9625603c9625603c,9625603c,9625603c,9625603c,9625603c,9628603c,9628603c,9628603c,9628603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
359,359,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09629603c9629603c9629603c9629603c9626603c9626603c9626603c9626603c,9626603c,9626603c,9626603c,9626603c,9629603c,9629603c,9629603c,9629603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
360,360,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb0962a603c962a603c962a603c962a603c9627603c9627603c9627603c9627603c,9627603c,9627603c,9627603c,9627603c,962a603c,962a603c,962a603c,962a603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
361,361,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0962b603c962b603c962b603c962b603c9628603c9628603c9628603c9628603c,9628603c,9628603c,9628603c,9628603c,962b603c,962b603c,962b603c,962b603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
362,362,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa0962c603c962c603c962c603c962c603c9629603c9629603c9629603c9629603c,9629603c,9629603c,9629603c,9629603c,962c603c,962c603c,962c603c,962c603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
363,363,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0962d603c962d603c962d603c962d603c962a603c962a603c962a603c962a603c,962a603c,962a603c,962a603c,962a603c,962d603c,962d603c,962d603c,962d603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
364,364,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb0962e603c962e603c962e603c962e603c962b603c962b603c962b603c962b603c,962b603c,962b603c,962b603c,962b603c,962e603c,962e603c,962e603c,962e603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
365,365,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb0962f603c962f603c962f603c962f603c962c603c962c603c962c603c962c603c,962c603c,962c603c,962c603c,962c603c,962f603c,962f603c,962f603c,962f603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
366,366,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09630603c9630603c9630603c9630603c962d603c962d603c962d603c962d603c,962d603c,962d603c,962d603c,962d603c,9630603c,9630603c,9630603c,9630603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
367,367,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09631603c9631603c9631603c9631603c962e603c962e603c962e603c962e603c,962e603c,962e603c,962e603c,962e603c,9631603c,9631603c,9631603c,9631603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
368,368,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09632603c9632603c9632603c9632603c962f603c962f603c962f603c962f603c,962f603c,962f603c,962f603c,962f603c,9632603c,9632603c,9632603c,9632603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
369,369,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09633603c9633603c9633603c9633603c9630603c9630603c9630603c9630603c,9630603c,9630603c,9630603c,9630603c,9633603c,9633603c,9633603c,9633603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
370,370,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffb09634603c9634603c9634603c9634603c9631603c9631603c9631603c9631603c,9631603c,9631603c,9631603c,9631603c,9634603c,9634603c,9634603c,9634603c,0,1,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
371,371,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09635603c9635603c9635603c9635603c9632603c9632603c9632603c9632603c,9632603c,9632603c,9632603c,9632603c,9635603c,9635603c,9635603c,9635603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
372,372,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03ffffffffa09636603c9636603c9636603c9636603c9633603c9633603c9633603c9633603c,9633603c,9633603c,9633603c,9633603c,9636603c,9636603c,9636603c,9636603c,0,0,1,0,1,1,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
373,373,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09637603c9637603c9637603c9637603c9634603c9634603c9634603c9634603c,9634603c,9634603c,9634603c,9634603c,9637603c,9637603c,9637603c,9637603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
374,374,0,000000000000080000000000000000000000000000000000000003c3c3c3c00000000000000000000000000000000000000003fc03fffffffeb09638603c9638603c9638603c9638603c9635603c9635603c9635603c9635603c,9635603c,9635603c,9635603c,9635603c,9638603c,9638603c,9638603c,9638603c,0,1,1,0,1,0,1,f,f,f,f,f,f,f,f,0,0,f,f,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,f0,f0,f0,f0,0000,0000,0000,0000,0000,0000,0000,0000,00,00,00,00,2,0,0,00000,00000
